"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00023405","2018-06-28","65.4331","52.2667","78.0","UST TZILMA, RS","    3","B,,S",,,"  178",",,S",,,,,"  135","H,,S"
"RSM00023405","2018-06-29","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  229",",,S","   63",",,S",,,"  163","H,,S"
"RSM00023405","2018-06-30","65.4331","52.2667","78.0","UST TZILMA, RS","   30","B,,S",,,"  260",",,S",,,,,"  183","H,,S"
"RSM00023405","2018-07-01","65.4331","52.2667","78.0","UST TZILMA, RS","   20","B,,S",,,"  100",",,S","   69",",,S",,,"   81","H,,S"
"RSM00023405","2018-07-02","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  180",",,S","   68",",,S",,,"  117","H,,S"
"RSM00023405","2018-07-03","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  255",",,S","   55",",,S",,,"  184","H,,S"
"RSM00023405","2018-07-04","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  268",",,S","  134",",,S",,,"  222","H,,S"
"RSM00023405","2018-07-05","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  248",",,S",,,,,"  205","H,,S"
"RSM00023405","2018-07-06","65.4331","52.2667","78.0","UST TZILMA, RS","   46","B,,S",,,"  242",",,S","  170",",,S",,,"  201","H,,S"
"RSM00023405","2018-07-07","65.4331","52.2667","78.0","UST TZILMA, RS","   38","B,,S",,,"  231",",,S",,,,,"  182","H,,S"
"RSM00023405","2018-07-08","65.4331","52.2667","78.0","UST TZILMA, RS",,,,,,,"  122",",,S",,,"  141","H,,S"
"RSM00023405","2018-07-09","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  213",",,S","  127",",,S",,,"  171","H,,S"
"RSM00023405","2018-07-10","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  227",",,S","  108",",,S",,,"  174","H,,S"
"RSM00023405","2018-07-11","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  230",",,S","  111",",,S",,,"  176","H,,S"
"RSM00023405","2018-07-12","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  234",",,S","  106",",,S",,,"  181","H,,S"
"RSM00023405","2018-07-13","65.4331","52.2667","78.0","UST TZILMA, RS","    0","B,,S",,,"  247",",,S","   99",",,S",,,"  189","H,,S"
