"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00291153","2018-10-22","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   83",",,7",,,,,"   30",",,7,",,,,,,,,,"   83",",,7,0730",,
"USC00291153","2018-10-23","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   78",",,7",,,,,"   53",",,7,",,,,,,,,,"  117",",,7,0730",,
"USC00291153","2018-10-24","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","  356",",,7,0730","    0",",,7","    0",",,7","  167",",,7","  100",",,7",,,,,"   30",",,7,",,,,,,,,,"  100",",,7,0730",,
"USC00291153","2018-10-25","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  139",",,7","   94",",,7",,,,,"   64",",,7,",,,,,,,,,"  122",",,7,0730",,
"USC00291153","2018-10-26","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   89",",,7",,,,,"   51",",,7,",,,,,,,,,"   89",",,7,0730",,
"USC00291153","2018-10-27","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   72",",,7",,,,,"   43",",,7,",,,,,,,,,"  106",",,7,0730",,
"USC00291153","2018-10-28","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","   78",",,7",,,,,"   46",",,7,",,,,,,,,,"  106",",,7,0730",,
"USC00291153","2018-10-29","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   72",",,7",,,,,"   38",",,7,",,,,,,,,,"   78",",,7,0730",,
"USC00291153","2018-10-30","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  283",",,7","   72",",,7",,,,,"   81",",,7,",,,,,,,,,"  183",",,7,0730",,
"USC00291153","2018-10-31","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,"   38",",,7,",,,,,,,,,"  100",",,7,0730",,
"USC00291153","2018-11-01","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","   51",",,7,0730","    0",",,7","    0",",,7","  117",",,7","   28",",,7",,,,,"   41",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2018-11-02","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  178",",,7","   22",",,7",,,,,"   41",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2018-11-03","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   22",",,7",,,,,"   41",",,7,",,,,,,,,,"   72",",,7,0730",,
"USC00291153","2018-11-04","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   39",",,7",,,,,"   41",",,7,",,,,,,,,,"   72",",,7,0730",,
"USC00291153","2018-11-05","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   72",",,7",,,,,"   41",",,7,",,,,,,,,,"  172",",,7,0730",,
"USC00291153","2018-11-06","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   67",",,7",,,,,"   41",",,7,",,,,,,,,,"   78",",,7,0730",,
"USC00291153","2018-11-07","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  272",",,7","   72",",,7",,,,,"   41",",,7,",,,,,,,,,"   72",",,7,0730",,
"USC00291153","2018-11-08","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  161",",,7","   72",",,7",,,,,"   41",",,7,",,,,,,,,,"   94",",,7,0730",,
"USC00291153","2018-11-09","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    8",",,7,0730","    0",",,7","    0",",,7","  117",",,7","   61",",,7",,,,,"   41",",,7,",,,,,,,,,"   61",",,7,0730",,
"USC00291153","2018-11-10","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","    6",",,7",,,,,"   41",",,7,",,,,,,,,,"   50",",,7,0730",,
"USC00291153","2018-11-11","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","   11",",,7",,,,,"   41",",,7,",,,,,,,,,"   33",",,7,0730",,
"USC00291153","2018-11-12","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   11",",,7",,,,,"   41",",,7,",,,,,,,,,"   11",",,7,0730",,
"USC00291153","2018-11-13","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   44",",,7","  -72",",,7",,,,,"   41",",,7,",,,,,,,,,"  -67",",,7,0730",,
"USC00291153","2018-11-14","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   94",",,7","  -67",",,7",,,,,"   41",",,7,",,,,,,,,,"  -22",",,7,0730",,
"USC00291153","2018-11-15","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","  -22",",,7",,,,,"   41",",,7,",,,,,,,,,"  -17",",,7,0730",,
"USC00291153","2018-11-16","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","  -22",",,7",,,,,"   41",",,7,",,,,,,,,,"   -6",",,7,0730",,
"USC00291153","2018-11-17","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","  -17",",,7",,,,,"   41",",,7,",,,,,,,,,"   33",",,7,0730",,
"USC00291153","2018-11-18","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   -6",",,7",,,,,"   41",",,7,",,,,,,,,,"   11",",,7,0730",,
"USC00291153","2018-11-19","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   72",",,7","  -44",",,7",,,,,"   41",",,7,",,,,,,,,,"  -39",",,7,0730",,
"USC00291153","2018-11-20","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  167",",,7","  -39",",,7",,,,,"   41",",,7,",,,,,,,,,"  -17",",,7,0730",,
"USC00291153","2018-11-21","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -17",",,7",,,,,"   41",",,7,",,,,,,,,,"   -6",",,7,0730",,
"USC00291153","2018-11-22","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","   -6",",,7",,,,,"   41",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2018-11-23","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,"   41",",,7,",,,,,,,,,"  122",",,7,0730",,
"USC00291153","2018-11-24","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   56",",,7",,,,,"   41",",,7,",,,,,,,,,"   61",",,7,0730",,
"USC00291153","2018-11-25","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   61",",,7",,,,,"   41",",,7,",,,,,,,,,"   72",",,7,0730",,
"USC00291153","2018-11-26","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","  -50",",,7",,,,,"   41",",,7,",,,,,,,,,"  -50",",,7,0730",,
"USC00291153","2018-11-27","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  150",",,7","  -50",",,7",,,,,"   41",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2018-11-28","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","  -33",",,7",,,,,"   41",",,7,",,,,,,,,,"    0",",,7,0730",,
"USC00291153","2018-11-29","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","    0",",,7",,,,,"   41",",,7,",,,,,,,,,"  150",",,7,0730",,
"USC00291153","2018-11-30","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","   44",",,7",,,,,"   41",",,7,",,,,,,,,,"   50",",,7,0730",,
"USC00291153","2018-12-01","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   50",",,7",,,,,"   36",",,7,",,,,,,,,,"  100",",,7,0730",,
"USC00291153","2018-12-02","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   50",",,7",,,,,"   36",",,7,",,,,,,,,,"   94",",,7,0730",,
"USC00291153","2018-12-03","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  178",",,7","  -17",",,7",,,,,"   36",",,7,",,,,,,,,,"  -11",",,7,0730",,
"USC00291153","2018-12-04","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -28",",,7",,,,,"   36",",,7,",,,,,,,,,"  -28",",,7,0730",,
"USC00291153","2018-12-05","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  117",",,7","  -28",",,7",,,,,"   36",",,7,",,,,,,,,,"  -28",",,7,0730",,
"USC00291153","2018-12-06","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","  -28",",,7",,,,,"   36",",,7,",,,,,,,,,"   33",",,7,0730",,
"USC00291153","2018-12-07","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","   22",",,7",,,,,"   36",",,7,",,,,,,,,,"   22",",,7,0730",,
"USC00291153","2018-12-08","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","   71",",,7,0730","    0",",,7","    0",",,7","   61",",,7","    0",",,7",,,,,"   36",",,7,",,,,,,,,,"    6",",,7,0730",,
"USC00291153","2018-12-09","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   83",",,7","  -22",",,7",,,,,"   36",",,7,",,,,,,,,,"   -6",",,7,0730",,
"USC00291153","2018-12-10","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   50",",,7","   -6",",,7",,,,,"   36",",,7,",,,,,,,,,"   -6",",,7,0730",,
"USC00291153","2018-12-11","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   83",",,7","  -17",",,7",,,,,"   36",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2018-12-12","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  106",",,7","   11",",,7",,,,,"   36",",,7,",,,,,,,,,"   33",",,7,0730",,
"USC00291153","2018-12-13","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","   38",",,7,0730","    0",",,7","    0",",,7","  194",",,7","   17",",,7",,,,,"   36",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2018-12-14","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  106",",,7","  -33",",,7",,,,,"   36",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2018-12-15","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -44",",,7",,,,,"   36",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2018-12-16","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,"   36",",,7,",,,,,,,,,"   44",",,7,0730",,
"USC00291153","2018-12-17","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   44",",,7",,,,,"   36",",,7,",,,,,,,,,"   44",",,7,0730",,
"USC00291153","2018-12-18","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","   33",",,7",,,,,"   36",",,7,",,,,,,,,,"   67",",,7,0730",,
"USC00291153","2018-12-19","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  144",",,7","    6",",,7",,,,,"   36",",,7,",,,,,,,,,"    6",",,7,0730",,
"USC00291153","2018-12-20","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   -6",",,7",,,,,"   36",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2018-12-21","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -33",",,7",,,,,"   36",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2018-12-22","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","  -33",",,7",,,,,"   36",",,7,",,,,,,,,,"   56",",,7,0730",,
"USC00291153","2018-12-23","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","    0",",,7",,,,,"   36",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2018-12-24","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  106",",,7","  -11",",,7",,,,,"   36",",,7,",,,,,,,,,"    6",",,7,0730",,
"USC00291153","2018-12-25","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   -6",",,7",,,,,"   36",",,7,",,,,,,,,,"   44",",,7,0730",,
"USC00291153","2018-12-26","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  161",",,7","   44",",,7",,,,,"   36",",,7,",,,,,,,,,"   89",",,7,0730",,
"USC00291153","2018-12-27","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","   13",",,7,0730","    0",",,7","    0",",,7","  133",",,7","   50",",,7",,,,,"   36",",,7,",,,,,,,,,"   50",",,7,0730",,
"USC00291153","2018-12-28","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","   -6",",,7",,,,,"   36",",,7,",,,,,,,,,"   -6",",,7,0730",,
"USC00291153","2018-12-29","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   11",",,7","  -50",",,7",,,,,"   36",",,7,",,,,,,,,,"  -50",",,7,0730",,
"USC00291153","2018-12-30","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    5",",,7,0730","   13",",,7","    0",",,7","   11",",,7","  -72",",,7",,,,,"   36",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2018-12-31","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","  -33",",,7",,,,,"   36",",,7,",,,,,,,,,"   39",",,7,0730",,
"USC00291153","2019-01-01","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","  -39",",,7",,,,,"   38",",,7,",,,,,,,,,"  -39",",,7,0730",,
"USC00291153","2019-01-02","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  -28",",,7","  -50",",,7",,,,,"   38",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2019-01-03","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  -11",",,7","  -67",",,7",,,,,"   38",",,7,",,,,,,,,,"  -67",",,7,0730",,
"USC00291153","2019-01-04","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -78",",,7",,,,,"   38",",,7,",,,,,,,,,"  -39",",,7,0730",,
"USC00291153","2019-01-05","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  178",",,7","  -39",",,7",,,,,"   38",",,7,",,,,,,,,,"    0",",,7,0730",,
"USC00291153","2019-01-06","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","    0",",,7",,,,,"   38",",,7,",,,,,,,,,"   72",",,7,0730",,
"USC00291153","2019-01-07","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   44",",,7",,,,,"   38",",,7,",,,,,,,,,"   67",",,7,0730",,
"USC00291153","2019-01-08","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   22",",,7",,,,,"   38",",,7,",,,,,,,,,"   22",",,7,0730",,
"USC00291153","2019-01-09","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","   22",",,7",,,,,"   38",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2019-01-10","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","   22",",,7",,,,,"   38",",,7,",,,,,,,,,"   33",",,7,0730",,
"USC00291153","2019-01-11","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   33",",,7",,,,,"   38",",,7,",,,,,,,,,"  111",",,7,0730",,
"USC00291153","2019-01-12","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   11",",,7",,,,,"   38",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2019-01-13","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  117",",,7","   -6",",,7",,,,,"   38",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2019-01-14","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   89",",,7","   17",",,7",,,,,"   38",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2019-01-15","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   56",",,7","    6",",,7",,,,,"   38",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2019-01-16","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  139",",,7","   22",",,7",,,,,"   38",",,7,",,,,,,,,,"   39",",,7,0730",,
"USC00291153","2019-01-17","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","    6",",,7",,,,,"   38",",,7,",,,,,,,,,"    6",",,7,0730",,
"USC00291153","2019-01-18","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  222",",,7","    6",",,7",,,,,"   38",",,7,",,,,,,,,,"  128",",,7,0730",,
"USC00291153","2019-01-19","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","    6",",,7",,,,,"   38",",,7,",,,,,,,,,"    6",",,7,0730",,
"USC00291153","2019-01-20","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  167",",,7","  -22",",,7",,,,,"   38",",,7,",,,,,,,,,"  -11",",,7,0730",,
"USC00291153","2019-01-21","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","  -11",",,7",,,,,"   38",",,7,",,,,,,,,,"   28",",,7,0730",,
"USC00291153","2019-01-22","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   22",",,7",,,,,"   38",",,7,",,,,,,,,,"   61",",,7,0730",,
"USC00291153","2019-01-23","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","  -39",",,7",,,,,"   38",",,7,",,,,,,,,,"  -28",",,7,0730",,
"USC00291153","2019-01-24","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  139",",,7","  -39",",,7",,,,,"   38",",,7,",,,,,,,,,"   72",",,7,0730",,
"USC00291153","2019-01-25","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","  -33",",,7",,,,,"   38",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2019-01-26","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  144",",,7","  -61",",,7",,,,,"   38",",,7,",,,,,,,,,"  -39",",,7,0730",,
"USC00291153","2019-01-27","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  150",",,7","  -44",",,7",,,,,"   38",",,7,",,,,,,,,,"    0",",,7,0730",,
"USC00291153","2019-01-28","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","    0",",,7",,,,,"   38",",,7,",,,,,,,,,"   39",",,7,0730",,
"USC00291153","2019-01-29","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","  -11",",,7",,,,,"   38",",,7,",,,,,,,,,"    0",",,7,0730",,
"USC00291153","2019-01-30","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   72",",,7","  -33",",,7",,,,,"   38",",,7,",,,,,,,,,"  -28",",,7,0730",,
"USC00291153","2019-01-31","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  117",",,7","  -39",",,7",,,,,"   38",",,7,",,,,,,,,,"  -28",",,7,0730",,
"USC00291153","2019-02-01","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","  -39",",,7",,,,,"   51",",,7,",,,,,,,,,"   39",",,7,0730",,
"USC00291153","2019-02-02","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   11",",,7",,,,,"   51",",,7,",,,,,,,,,"   44",",,7,0730",,
"USC00291153","2019-02-03","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   44",",,7",,,,,"   51",",,7,",,,,,,,,,"  139",",,7,0730",,
"USC00291153","2019-02-04","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","  117",",,7",,,,,"   51",",,7,",,,,,,,,,"  128",",,7,0730",,
"USC00291153","2019-02-05","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","   94",",,7",,,,,"   51",",,7,",,,,,,,,,"   94",",,7,0730",,
"USC00291153","2019-02-06","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   89",",,7",,,,,"   51",",,7,",,,,,,,,,"  128",",,7,0730",,
"USC00291153","2019-02-07","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   22",",,7",,,,,"   51",",,7,",,,,,,,,,"   22",",,7,0730",,
"USC00291153","2019-02-08","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","  -61",",,7",,,,,"   51",",,7,",,,,,,,,,"  -61",",,7,0730",,
"USC00291153","2019-02-09","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   67",",,7","  -61",",,7",,,,,"   51",",,7,",,,,,,,,,"  -44",",,7,0730",,
"USC00291153","2019-02-10","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","   83",",,7","  -44",",,7",,,,,"   51",",,7,",,,,,,,,,"   17",",,7,0730",,
"USC00291153","2019-02-11","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  117",",,7","   17",",,7",,,,,"   51",",,7,",,,,,,,,,"   39",",,7,0730",,
"USC00291153","2019-02-12","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  172",",,7","  -39",",,7",,,,,"   51",",,7,",,,,,,,,,"  -33",",,7,0730",,
"USC00291153","2019-02-13","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  161",",,7","  -33",",,7",,,,,"   51",",,7,",,,,,,,,,"  -28",",,7,0730",,
"USC00291153","2019-02-14","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","  -33",",,7",,,,,"   51",",,7,",,,,,,,,,"  161",",,7,0730",,
"USC00291153","2019-02-15","32.5158","-104.3828","979.3","BRANTLEY DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","  156",",,7",,,,,"   51",",,7,",,,,,,,,,"  167",",,7,0730",,
