"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094850","2018-08-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   30",",,W,0700","    0",",,W","    0",",,W,2400","  250",",,W","  133",",,W",,,,,,,,,,,,,,,,,"  315",",,W",,,,,,,,,"  112",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  283",",,W","  106",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-13","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  311",",,W","  172",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-14","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  427",",,W,0700","    0",",,W","    0",",,W,2400","  278",",,W","  150",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,"    0",",,7",,,,,"   89",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-15","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  217",",,W","  144",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,"   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-16","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  244",",,W","  133",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,"   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-17","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  222",",,W","  122",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-18","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  206",",,W","  117",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-19","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  261",",,W","  106",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-20","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    3",",,W,0700","    0",",,W","    0",",,W,2400","  222",",,W","  139",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,,,,,,,"   54",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-21","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  161",",,W","  111",",,W",,,,,,,,,,,,,,,,,"  315",",,W",,,,,,,,,"  116",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-22","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  233",",,W","  106",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,,,,,,,"   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-23","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  272",",,W","  139",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-24","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   43",",,W,0700","    0",",,W","    0",",,W,2400","  211",",,W","  144",",,W",,,,,,,,,,,,,,,,,"  180",",,W",,,,,,,,,"  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-25","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   23",",,W,0700","    0",",,W","    0",",,W,2400","  217",",,W","  139",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-26","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  267",",,W","  133",",,W",,,,,,,,,,,,,,,,,"  180",",,W",,,,,,,,,"   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-27","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  409",",,W,0700","    0",",,W","    0",",,W,2400","  278",",,W","  167",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"  125",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-28","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   30",",,W,0700","    0",",,W","    0",",,W,2400","  167",",,W","  100",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,,,,,,,"   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-29","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   13",",,W,0700","    0",",,W","    0",",,W,2400","  133",",,W","   56",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,,,,,,,"   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-30","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  217",",,W","   39",",,W",,,,,,,,,,,,,,,,,"  180",",,W",,,,,,,,,"   76",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-31","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   43",",,W,0700","    0",",,W","    0",",,W,2400","  206",",,W","  117",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"  103",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  424",",,W,0700","    0",",,W","    0",",,W,2400","  272",",,W","  161",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,"    0",",,7",,,,,"  130",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    5",",,W,0700","    0",",,W","    0",",,W,2400","  228",",,W","  161",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,"    0",",,7",,,,,"   89",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  222",",,W","  139",",,W",,,,,,,,,,,,,,,,,"   50",",,W",,,"    0",",,7",,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  211",",,W,0700","    0",",,W","    0",",,W,2400","  233",",,W","  139",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,"    0",",,7",,,,,"   89",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  683",",,W,0700","    0",",,W","    0",",,W,2400","  200",",,W","   83",",,W",,,,,,,,,,,,,,,,,"  315",",,W",,,"    0",",,7",,,,,"  103",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  172",",,W","   61",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,"    0",",,7",,,,,"   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  189",",,W","   61",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,"    0",",,7",,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  156",",,W","   44",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,"    0",",,7",,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  200",",,W","   28",",,W",,,,,,,,,,,,,,,,,"  135",",,W",,,"    0",",,7",,,,,"   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  217",",,W","   78",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,"    0",",,7",,,,,"   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-09-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  267",",,W","  122",",,W",,,,,,,,,,,,,,,,,"  180",",,W",,,"    0",",,7",,,,,"   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
