"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094850","2018-07-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  239",",,W","   89",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,"    0",",,7",,,,,"   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  278",",,W","  111",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  311",",,W","  167",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  272",",,W","  150",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  250",",,W","  117",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,"    0",",,7",,,,,"   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  267",",,W","   94",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,"    0",",,7",,,,,"   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  274",",,W,0700","    0",",,W","    0",",,W,2400","  239",",,W","  144",",,W",,,,,,,,,,,,,,,,,"  180",",,W",,,,,,,,,"  130",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-13","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   64",",,W,0700","    0",",,W","    0",",,W,2400","  261",",,W","  183",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,"    0",",,7",,,,,"   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-14","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  294",",,W","  167",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-15","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  311",",,W","  167",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-16","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  267",",,W","  144",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,"  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-17","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  172",",,W","   89",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,,,,,,,"   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-18","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  244",",,W","   61",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-19","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  272",",,W","  133",",,W",,,,,,,,,,,,,,,,,"  180",",,W",,,,,,,,,"  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-20","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    5",",,W,0700","    0",",,W","    0",",,W,2400","  239",",,W","  150",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-21","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  147",",,W,0700","    0",",,W","    0",",,W,2400","  167",",,W","  139",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   85",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-22","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   28",",,W,0700","    0",",,W","    0",",,W,2400","  200",",,W","  128",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-23","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  233",",,W","  133",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-24","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   30",",,W,0700","    0",",,W","    0",",,W,2400","  261",",,W","  128",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,"  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-25","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","  155",",,W,0700","    0",",,W","    0",",,W,2400","  244",",,W","  117",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,"   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-26","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   25",",,W,0700","    0",",,W","    0",",,W,2400","  200",",,W","  122",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,"    0",",,7",,,,,"  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-27","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    5",",,W,0700","    0",",,W","    0",",,W,2400","  144",",,W","  100",",,W",,,,,,,,,,,,,,,,,"  315",",,W",,,"    0",",,7",,,,,"   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-28","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  233",",,W","   94",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-29","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  239",",,W","  100",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-30","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  267",",,W","  106",",,W",,,,,,,,,,,,,,,,,"   45",",,W",,,,,,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-07-31","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   25",",,W,0700","    0",",,W","    0",",,W,2400","  283",",,W","  128",",,W",,,,,,,,,,,,,,,,,"  360",",,W",,,,,,,,,"   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   64",",,W,0700","    0",",,W","    0",",,W,2400","  194",",,W","   89",",,W",,,,,,,,,,,,,,,,,"  315",",,W",,,,,,,,,"   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  144",",,W","   89",",,W",,,,,,,,,,,,,,,,,"  315",",,W",,,,,,,,,"   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  239",",,W","  111",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    5",",,W,0700","    0",",,W","    0",",,W,2400","  261",",,W","  161",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   58",",,W,0700","    0",",,W","    0",",,W,2400","  283",",,W","  178",",,W",,,,,,,,,,,,,,,,,"  225",",,W",,,,,,,,,"  103",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  244",",,W","  139",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  200",",,W","   94",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,"   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","   30",",,W,0700","    0",",,W","    0",",,W,2400","  272",",,W","  128",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,"  139",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    0",",,W,0700","    0",",,W","    0",",,W,2400","  256",",,W","  150",",,W",,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,"   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094850","2018-08-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","    3",",,W,0700","    0",",,W","    0",",,W,2400","  272",",,W","  139",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,"   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
