"USC00094648","2018-07-07","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US",,,"    0",",,7","    0",",,7","  306",",,7","  189",",,7","    4",",,7",,,"   94",",,7",,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-08","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","   20",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  189",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-09","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  161",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-10","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  161",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-11","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  194",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-12","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  206",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-13","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-14","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  211",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-15","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  200",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-16","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  152",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  206",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-17","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  505",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  200",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-18","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-19","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","   13",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  189",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-20","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  194",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-21","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  279",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  183",",,7",,,,,,,,,"  183",",,7,0700",,,"    1",",,7",,,,,,,"    1",",,7",,,,
"USC00094648","2018-07-22","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  183",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-23","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  130",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  178",",,7",,,,,,,,,"  178",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00094648","2018-07-24","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  211",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  172",",,7",,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-25","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","   43",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  178",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-26","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  172",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-27","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-28","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-29","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  161",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-30","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-07-31","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  102",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  200",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-08-01","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","   94",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  189",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-08-02","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  894",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  189",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00094648","2018-08-03","34.4758","-84.4461","446.5","JASPER 1 NNW, GA US","  137",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  194",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
