"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00105462","2018-04-11","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","  133",",,7","    6",",,7",,,,,,,,,"  117",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-12","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","   69",",,7,1600",,,"    0",",,7","  117",",,7","  -28",",,7",,,,,,,,,"  -22",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-13","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","   67",",,7","  -33",",,7",,,,,,,,,"   67",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-14","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","  106",",,7","  -17",",,7",,,,,,,,,"   94",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-15","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","  150",",,7","   -6",",,7",,,,,,,,,"  150",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-16","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    3",",,7,1600","    0",",,7,1600","    0",",,7","  150",",,7","   11",",,7",,,,,,,,,"   33",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-17","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","   56",",,7","  -33",",,7",,,,,,,,,"   50",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-18","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","   78",",,7","  -67",",,7",,,,,,,,,"   72",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-19","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","  128",",,7","  -11",",,7",,,,,,,,,"  117",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00105462","2018-04-20","43.9178","-113.61517","1797.4","MACKAY LOST RIVER RANGER STATION, ID US","    0",",,7,1600","    0",",,7,1600","    0",",,7","  167",",,7","    6",",,7",,,,,,,,,"  156",",,7,1600",,,,,,,,,,,,,,,,,,,,,,,,
