"USC00362574","2018-06-14","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  133",",,7",,,,,"  133",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-15","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  122",",,7",,,,,"  122",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-16","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  122",",,7",,,,,"  122",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-17","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  306",",,7","  122",",,7",,,,,"  206",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-18","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  200",",,7",,,,,"  244",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-19","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  344",",,7","  228",",,7",,,,,"  256",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-20","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  300",",,7","  189",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-21","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","  175",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  189",",,7",,,,,"  200",",,7,0600",,,"    1",",,7",,,,,,,,
"USC00362574","2018-06-22","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","   28",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  183",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,
"USC00362574","2018-06-23","40.5044","-80.0889","218.5","EMSWORTH L D OHIO RIVER, PA US","   64",",,7,0600","    0",",,7,0600","    0",",,7,0600","  250",",,7","  183",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,
