"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00147271","2018-06-02","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  378",",,7","  144",",,7",,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-03","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","   89",",,7",,,,,"  167",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-04","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  161",",,7",,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-05","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  311",",,7","  133",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-06","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  372",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-07","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    5",",,7,0600","    0",",,7,0600","    0",",,7,0600","  344",",,7","  167",",,7",,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-08","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  172",",,7",,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-09","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  356",",,7","  178",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-10","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  367",",,7","  189",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-11","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  383",",,7","  167",",,7",,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-12","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  144",",,7",,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-13","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  156",",,7",,,,,"  239",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-14","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  200",",,7",,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-15","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  367",",,7","  211",",,7",,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-16","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  378",",,7","  200",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-17","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-18","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  194",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-19","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  350",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-20","38.4746","-100.9176","906.5","SCOTT CITY, KS US"," 1852",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  150",",,7",,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-21","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  156",",,7",,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-22","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  150",",,7",,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-23","38.4746","-100.9176","906.5","SCOTT CITY, KS US","  173",",,7,0600","    0",",,7,0600","    0",",,7,0600","  294",",,7","  128",",,7",,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-24","38.4746","-100.9176","906.5","SCOTT CITY, KS US","  183",",,7,0600","    0",",,7,0600","    0",",,7,0600","  306",",,7","  133",",,7",,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-25","38.4746","-100.9176","906.5","SCOTT CITY, KS US","  274",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  111",",,7",,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-26","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  156",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-27","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  356",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-28","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  389",",,7","  183",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-29","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  378",",,7","  189",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-06-30","38.4746","-100.9176","906.5","SCOTT CITY, KS US","   86",",,7,0600","    0",",,7,0600","    0",",,7,0600","  367",",,7","  172",",,7",,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-01","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  144",",,7",,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-02","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  144",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-03","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-04","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  344",",,7","  194",",,7",,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-05","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  356",",,7","  178",",,7",,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-06","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  311",",,7","  178",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-07","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  172",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-08","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  183",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-09","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  156",",,7",,,,,"  167",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-10","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  344",",,7","  167",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-11","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  189",",,7",,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-12","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  211",",,7",,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-13","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  344",",,7","  217",",,7",,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-14","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  194",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-15","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  317",",,7","  200",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-16","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  339",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-17","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  194",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-18","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  200",",,7",,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-19","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  361",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-20","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  394",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-21","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  383",",,7","  194",",,7",,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-22","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  333",",,7","  211",",,7",,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-23","38.4746","-100.9176","906.5","SCOTT CITY, KS US","  269",",,7,0600","    0",",,7,0600","    0",",,7,0600","  356",",,7","  194",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-24","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  306",",,7","  200",",,7",,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-25","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  322",",,7","  189",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-26","38.4746","-100.9176","906.5","SCOTT CITY, KS US","  333",",,7,0600","    0",",,7,0600","    0",",,7,0600","  356",",,7","  178",",,7",,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-27","38.4746","-100.9176","906.5","SCOTT CITY, KS US","   58",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  167",",,7",,,,,"  167",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-28","38.4746","-100.9176","906.5","SCOTT CITY, KS US","   25",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  150",",,7",,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-29","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  144",",,7",,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-30","38.4746","-100.9176","906.5","SCOTT CITY, KS US","  157",",,7,0600","    0",",,7,0600","    0",",,7,0600","  267",",,7","  150",",,7",,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-07-31","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","  117",",,7",,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00147271","2018-08-01","38.4746","-100.9176","906.5","SCOTT CITY, KS US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  117",",,7",,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
