"RQC00660426","2018-04-05","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   38",",,7",,,,,"  272",",,7","  178",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-06","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","  282",",,7",,,,,"  289",",,7","  161",",,7",,,,,"  178",",,7",,,,,,
"RQC00660426","2018-04-08","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US",,,,,,,"  217",",,7","  183",",,7","    2",",,7","   51",",,7","  217",",,7",,,,,,
"RQC00660426","2018-04-09","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","  330",",,7",,,,,,,,,,,,,"  178",",,7",,,,,,
"RQC00660426","2018-04-10","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  294",",,7","  156",",,7",,,,,"  200",",,7",,,,,,
"RQC00660426","2018-04-11","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   76",",,7",,,,,"  256",",,7","  183",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-12","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   25",",,7",,,,,"  294",",,7","  172",",,7",,,,,"  172",",,7",,,,,,
"RQC00660426","2018-04-13","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US"," 1016",",,7",,,,,"  294",",,7","  172",",,7",,,,,"  178",",,7",,,,,,
"RQC00660426","2018-04-14","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","  599",",,7",,,,,"  283",",,7","  172",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-15","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    3",",,7",,,,,"  289",",,7","  172",",,7",,,,,"  200",",,7",,,,,,
"RQC00660426","2018-04-16","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  311",",,7","  172",",,7",,,,,"  189",",,7",,,,,,
"RQC00660426","2018-04-17","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","  521",",,7",,,,,"  289",",,7","  172",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-18","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   13",",,7",,,,,"  233",",,7","  178",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-19","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   89",",,7",,,,,"  294",",,7","  183",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-20","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  311",",,7","  183",",,7",,,,,"  183",",,7",,,,,,
"RQC00660426","2018-04-21","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","  104",",,7",,,,,,,"  183",",,7",,,,,"  200",",,7",,,,,,
"RQC00660426","2018-04-22","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   15",",,7",,,,,"  289",",,7","  189",",,7",,,,,"  194",",,7",,,,,,
"RQC00660426","2018-04-23","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  267",",,7","  183",",,7",,,,,"  189",",,7",,,,,,
"RQC00660426","2018-04-24","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   64",",,7",,,,,"  272",",,7","  189",",,7",,,,,"  194",",,7",,,,,,
"RQC00660426","2018-04-26","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US",,,,,,,"  289",",,7","  178",",,7","    2",",,7","    0",",,7","  183",",,7",,,,,,
"RQC00660426","2018-04-27","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  311",",,7","  183",",,7",,,,,"  200",",,7",,,,,,
"RQC00660426","2018-04-28","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  328",",,7","  172",",,7",,,,,"  178",",,7",,,,,,
"RQC00660426","2018-04-29","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  306",",,7","  172",",,7",,,,,"  178",",,7",,,,,,
"RQC00660426","2018-04-30","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  300",",,7","  167",",,7",,,,,"  178",",,7",,,,,,
"RQC00660426","2018-05-01","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","   25",",,7",,,,,"  294",",,7","  172",",,7",,,,,"  178",",,7",,,,,,
"RQC00660426","2018-05-02","18.3494","-66.7525","323.1","ARECIBO OBSERVATORY, PR US","    0",",,7",,,,,"  300",",,7","  178",",,7",,,,,"  189",",,7",,,,,,
