"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00138814","2018-03-31","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","   44",",,E"," -113",",,E"
"SWE00138814","2018-04-01","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","   50",",,E","  -86",",,E"
"SWE00138814","2018-04-02","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","   37",",,E","  -77",",,E"
"SWE00138814","2018-04-03","59.22","12.08","170.0","BLOMSKOG A, SW","   54",",,E","   33",",,E","  -96",",,E"
"SWE00138814","2018-04-04","59.22","12.08","170.0","BLOMSKOG A, SW","  121",",,E","   66",",,E","    5",",,E"
"SWE00138814","2018-04-05","59.22","12.08","170.0","BLOMSKOG A, SW","   25",",,E","   50",",,E","   14",",,E"
"SWE00138814","2018-04-06","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","   75",",,E","   -7",",,E"
"SWE00138814","2018-04-07","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  108",",,E","  -28",",,E"
"SWE00138814","2018-04-08","59.22","12.08","170.0","BLOMSKOG A, SW","    9",",,E","  101",",,E","    0",",,E"
"SWE00138814","2018-04-09","59.22","12.08","170.0","BLOMSKOG A, SW","   26",",,E","   62",",,E","   28",",,E"
"SWE00138814","2018-04-10","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","   77",",,E","   -3",",,E"
"SWE00138814","2018-04-11","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","   85",",,E","  -21",",,E"
"SWE00138814","2018-04-12","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  111",",,E","  -12",",,E"
"SWE00138814","2018-04-13","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  125",",,E","    5",",,E"
"SWE00138814","2018-04-14","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  170",",,E","   33",",,E"
"SWE00138814","2018-04-15","59.22","12.08","170.0","BLOMSKOG A, SW","   46",",,E","  131",",,E","   52",",,E"
"SWE00138814","2018-04-16","59.22","12.08","170.0","BLOMSKOG A, SW","    1",",,E","   99",",,E","   51",",,E"
"SWE00138814","2018-04-17","59.22","12.08","170.0","BLOMSKOG A, SW","    4",",,E","  109",",,E","   57",",,E"
"SWE00138814","2018-04-18","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  153",",,E","   42",",,E"
"SWE00138814","2018-04-19","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  192",",,E","   12",",,E"
"SWE00138814","2018-04-20","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  208",",,E","   35",",,E"
"SWE00138814","2018-04-21","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  160",",,E","   29",",,E"
"SWE00138814","2018-04-22","59.22","12.08","170.0","BLOMSKOG A, SW","    2",",,E","  150",",,E","  -16",",,E"
"SWE00138814","2018-04-23","59.22","12.08","170.0","BLOMSKOG A, SW","   79",",,E","   98",",,E","   43",",,E"
"SWE00138814","2018-04-24","59.22","12.08","170.0","BLOMSKOG A, SW","   17",",,E","   78",",,E","   30",",,E"
"SWE00138814","2018-04-25","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  131",",,E","    1",",,E"
"SWE00138814","2018-04-26","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  116",",,E","  -18",",,E"
"SWE00138814","2018-04-27","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  116",",,E","   46",",,E"
"SWE00138814","2018-04-28","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  129",",,E","    6",",,E"
"SWE00138814","2018-04-29","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  141",",,E","  -24",",,E"
"SWE00138814","2018-04-30","59.22","12.08","170.0","BLOMSKOG A, SW","  164",",,E","  107",",,E","    1",",,E"
"SWE00138814","2018-05-01","59.22","12.08","170.0","BLOMSKOG A, SW","   36",",,E","   87",",,E","   30",",,E"
"SWE00138814","2018-05-02","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  119",",,E","   15",",,E"
"SWE00138814","2018-05-03","59.22","12.08","170.0","BLOMSKOG A, SW","   10",",,E","   95",",,E","   20",",,E"
"SWE00138814","2018-05-04","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  139",",,E","  -10",",,E"
"SWE00138814","2018-05-05","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  179",",,E","   34",",,E"
"SWE00138814","2018-05-06","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  177",",,E","   68",",,E"
"SWE00138814","2018-05-07","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  211",",,E","   21",",,E"
"SWE00138814","2018-05-08","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  246",",,E","   70",",,E"
"SWE00138814","2018-05-09","59.22","12.08","170.0","BLOMSKOG A, SW","    0",",,E","  240",",,E","   62",",,E"
"SWE00138814","2018-05-10","59.22","12.08","170.0","BLOMSKOG A, SW","   24",",,E","  229",",,E","   75",",,E"
