"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00292030","2018-07-08","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,,,,,"   97",",,7,0730",,,,,,,,,"  211",",,7","  367",",,7","  233",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-09","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,,,"  109",",,7,0730",,,,,,,,,"  206",",,7","  367",",,7","  250",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-10","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,,,"  102",",,7,0730",,,,,,,,,"  206",",,7","  367",",,7","  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-11","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  222",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,"  211",",,7","  372",",,7","  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-12","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  217",",,7","  356",",,7","  239",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-13","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  211",",,7",,,,,,,,,"  109",",,7,0730",,,,,,,,,"  217",",,7","  356",",,7","  250",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-14","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   13",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  189",",,7",,,,,,,,,"   66",",,7,0730",,,,,,,,,"  206",",,7","  367",",,7","  217",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-15","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  217",",,7","  389",",,7","  233",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-16","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  372",",,7","  211",",,7",,,,,,,,,"  104",",,7,0730",,,,,,,,,"  222",",,7","  400",",,7","  250",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-17","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  217",",,7",,,,,,,,,"   97",",,7,0730",,,,,,,,,"  222",",,7","  400",",,7","  250",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-18","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  372",",,7","  222",",,7",,,,,,,,,"  112",",,7,0730",,,,,,,,,"  228",",,7","  378",",,7","  261",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-19","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  389",",,7","  228",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,"  228",",,7","  389",",,7","  278",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-20","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  411",",,7","  233",",,7",,,,,,,,,"  102",",,7,0730",,,,,,,,,"  222",",,7","  394",",,7","  278",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-21","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  406",",,7","  222",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  222",",,7","  378",",,7","  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-22","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  400",",,7","  228",",,7",,,,,,,,,"  135",",,7,0730",,,,,,,,,"  217",",,7","  378",",,7","  256",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-23","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  411",",,7","  222",",,7",,,,,,,,,"  163",",,7,0730",,,,,,,,,"  217",",,7","  394",",,7","  278",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-24","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","  112",",,7,0730","    0",",,7","    0",",,7","  361",",,7","  189",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,"  217",",,7","  394",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-25","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  328",",,7","  194",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  233",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-26","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   13",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,,,,,"   81",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-27","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-28","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  294",",,7","  189",",,7",,,,,,,,,"   36",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  206",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-29","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  361",",,7","  206",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  211",",,7","  544",",G,7","  222",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-30","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    8",",,7,0730","    0",",,7","    0",",,7","  367",",,7","  183",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-07-31","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    8",",,7,0730","    0",",,7","    0",",,7","  300",",,7","  178",",,7",,,,,,,,,"   74",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  194",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-01","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   10",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,"  211",",,7","  394",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-02","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  206",",,7","  383",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-03","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"  124",",,7,0730",,,,,,,,,"  211",",,7","  378",",,7","  261",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-04","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  367",",,7","  189",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,"  189",",,7","  344",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-05","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  222",",,7",,,,,,,,,"  198",",,7,0730",,,,,,,,,"  206",",,7","  367",",,7","  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-06","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  222",",,7",,,,,,,,,"  132",",,7,0730",,,,,,,,,"  189",",,7","  372",",,7","  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-07","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  206",",,7",,,,,,,,,"  114",",,7,0730",,,,,,,,,"  189",",,7","  372",",,7","  239",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-08","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   33",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  178",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  178",",,7","  367",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-09","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  317",",,7","  200",",,7",,,,,,,,,"  114",",,7,0730",,,,,,,,,"  189",",,7","  328",",,7","  222",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-10","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  189",",,7","  356",",,7","  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-11","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  300",",,7","  178",",,7",,,,,,,,,"   38",",,7,0730",,,,,,,,,"  172",",,7","  294",",,7","  194",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-12","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  311",",,7","  161",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,"  172",",,7","  317",",,7","  183",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-13","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  322",",,7","  183",",,7",,,,,,,,,"  124",",,7,0730",,,,,,,,,"  172",",,7","  344",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-14","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   36",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  189",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  178",",,7","  339",",,7","  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-15","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   86",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  172",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  178",",,7","  344",",,7","  178",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-16","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-17","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  194",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,"  189",",,7","  367",",,7","  233",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-18","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,,,,,"   58",",,7,0730",,,,,,,,,"  161",",,7","  350",",,7","  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-19","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   30",",,7,0730","    0",",,7","    0",",,7","  317",",,7","  167",",,7",,,,,,,,,"  112",",,7,0730",,,,,,,,,"  183",",,7","  344",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-20","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   38",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,"  112",",,7,0730",,,,,,,,,"  178",",,7","  339",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-21","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  294",",,7","  183",",,7",,,,,,,,,"   66",",,7,0730",,,,,,,,,"  189",",,7","  328",",,7","  222",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-22","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   13",",,7,0730","    0",",,7","    0",",,7","  339",",,7","  178",",,7",,,,,,,,,"   97",",,7,0730",,,,,,,,,"  189",",,7","  344",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-23","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  200",",,7",,,,,,,,,"   74",",,7,0730",,,,,,,,,"  189",",,7","  328",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-24","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,,,"  102",",,7,0730",,,,,,,,,"  194",",,7","  339",",,7","  239",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-25","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  211",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  194",",,7","  350",",,7","  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-26","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   15",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  206",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,"  194",",,7","  350",",,7","  217",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-27","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"  130",",,7,0730",,,,,,,,,"  183",",,7","  350",",,7","  239",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-28","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  200",",,7",,,,,,,,,"  124",",,7,0730",,,,,,,,,"  167",",,7","  333",",,7","  272",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-29","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  183",",,7",,,,,,,,,"  114",",,7,0730",,,,,,,,,"  183",",,7","  339",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-30","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  189",",,7","  339",",,7","  261",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-08-31","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  367",",,7","  222",",,7",,,,,,,,,"  109",",,7,0730",,,,,,,,,"  189",",,7","  339",",,7","  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-01","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   51",",,7,0730","    0",",,7","    0",",,7","  367",",,7","  161",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,"  178",",,7","  350",",,7","  167",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-02","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   13",",,7,0730","    0",",,7","    0",",,7","  250",",,7","  156",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,"  156",",,7","  233",",,7","  178",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-03","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    5",",,7,0730","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,"  156",",,7","  350",",,7","  194",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-04","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   23",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  161",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,"  178",",,7","  333",",,7","  178",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-05","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  317",",,7","  150",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,"  167",",,7","  344",",,7","  178",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-06","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","  185",",,7,0730","    0",",,7","    0",",,7","  294",",,7","  167",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  167",",,7","  344",",,7","  172",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-07","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","  172",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  167",",,7","  344",",,7","  183",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-08","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","  163",",,7,0730","    0",",,7","    0",",,7","  278",",,7","  150",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,"  172",",,7","  344",",,7","  172",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-09","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  272",",,7","  156",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,"  189",",,7","  339",",,7","  189",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-10","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","   28",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  139",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  161",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-11","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  161",",,7",,,,,,,,,"   41",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  189",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-12","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  306",",,7","  178",",,7",,,,,,,,,"  112",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  189",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-13","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  189",",,7",,,,,,,,,"   97",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-14","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  189",",,7",,,,,,,,,"  104",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  194",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-15","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  328",",,7","  178",",,7",,,,,,,,,"   97",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  189",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
"USC00292030","2018-09-16","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  311",",,7","  189",",,7",,,,,,,,,"   81",",,7,0730",,,,,,,,,"  161",",,7","  344",",,7","  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,
