"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00048245","2018-06-14","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  201",",,a","   13",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-15","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  208",",,a","   53",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-16","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  179",",,a","   52",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-17","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  149",",,a","   46",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-18","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  154",",,a","   39",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-19","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  172",",,a","   17",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-20","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  156",",,a","   65",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-21","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  205",",,a","   20",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-22","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  206",",,a","   -1",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-23","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  204",",,a","    6",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-24","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  182",",,a","   39",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-25","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  179",",,a","    8",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-26","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  184",",,a","   -3",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-27","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","  150",",,a","  158",",,a","   80",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-28","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","   98",",,a","  139",",,a","   59",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-29","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    2",",,a","  163",",,a","   27",",,a",,,,,,,,,,,,
"ASN00048245","2018-06-30","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    0",",,a","  183",",,a","   45",",,a",,,,,,,,,,,,
"ASN00048245","2018-07-01","-30.0362","145.9521","107.3","BOURKE AIRPORT AWS, AS","    2",",,a","  162",",,a","   52",",,a",,,,,,,,,,,,
