"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00131986","2018-04-02","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  151",",,E","  -21",",,E"
"GME00131986","2018-04-03","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  200",",,E","   55",",,E"
"GME00131986","2018-04-04","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  214",",,E","   47",",,E"
"GME00131986","2018-04-05","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","   11",",,E","    0",",,E","  132",",,E","    7",",,E"
"GME00131986","2018-04-06","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  130",",,E","  -23",",,E"
"GME00131986","2018-04-07","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  186",",,E","   -6",",,E"
"GME00131986","2018-04-08","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  194",",,E","   -1",",,E"
"GME00131986","2018-04-09","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  199",",,E","   36",",,E"
"GME00131986","2018-04-10","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","  153",",,E","    0",",,E","  194",",,E","   49",",,E"
"GME00131986","2018-04-11","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  166",",,E","   50",",,E"
"GME00131986","2018-04-12","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    0",",,E","    0",",,E","  190",",,E","   52",",,E"
"GME00131986","2018-04-13","48.6106","10.2692","468.0","HERMARINGEN ALLEWIND, GM","    2",",,E","    0",",,E","  148",",,E","   23",",,E"
