"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00048135","2018-09-03","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  200",",,7",,,,,,,,,,,,,,,"  178",",,7","  344",",,7","  206",",,7,0800","   32",",,7",,,,,,,,
"USC00048135","2018-09-04","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  206",",,7",,,,,,,,,,,,,,,"  172",",,7","  344",",,7","  222",",,7,0800","   34",",,7",,,,,,,,
"USC00048135","2018-09-05","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800","   47",",,7",,,,,,,,
"USC00048135","2018-09-06","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,,,"    0",",,7,0800",,,,,,,"  189",",,7","  361",",,7","  211",",,7,0800","   51",",,7",,,,,,,,
"USC00048135","2018-09-07","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-09-08","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,,,"    0",",,7,0800",,,,,,,"  211",",,7","  361",",,7","  211",",,7,0800","   32",",,7",,,,,,,,
"USC00048135","2018-09-09","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-09-10","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00048135","2018-09-11","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0800","   53",",,7",,,,,,,,
"USC00048135","2018-09-12","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00048135","2018-09-13","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  150",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  156",",,7","  267",",,7","  178",",,7,0800","   42",",,7",,,,,,,,
"USC00048135","2018-09-14","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  144",",,7",,,,,,,"   58",",,7,0800",,,,,,,"  156",",,7","  256",",,7","  183",",,7,0800","   51",",,7",,,,,,,,
"USC00048135","2018-09-15","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  139",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  144",",,7","  256",",,7","  167",",,7,0800","   51",",,7",,,,,,,,
"USC00048135","2018-09-16","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  128",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  133",",,7","  261",",,7","  133",",,7,0800","   55",",,7",,,,,,,,
"USC00048135","2018-09-17","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  133",",,7",,,,,,,"   41",",,7,0800",,,,,,,"  122",",,7","  267",",,7","  133",",,7,0800","   43",",,7",,,,,,,,
"USC00048135","2018-09-18","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  133",",,7",,,,,,,"   46",",,7,0800",,,,,,,"  122",",,7","  267",",,7","  139",",,7,0800","   42",",,7",,,,,,,,
"USC00048135","2018-09-19","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,"   46",",,7,0800",,,,,,,"  128",",,7","  272",",,7","  178",",,7,0800","   34",",,7",,,,,,,,
"USC00048135","2018-09-20","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  178",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  144",",,7","  283",",,7","  194",",,7,0800","   53",",,7",,,,,,,,
"USC00048135","2018-09-21","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  178",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  133",",,7","  283",",,7","  189",",,7,0800","   51",",,7",,,,,,,,
"USC00048135","2018-09-22","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  167",",,7",,,,,,,"   64",",,7,0800",,,,,,,"  139",",,7","  289",",,7","  178",",,7,0800","   43",",,7",,,,,,,,
"USC00048135","2018-09-23","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-09-24","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-09-25","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  200",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  139",",,7","  278",",,7","  211",",,7,0800","   61",",,7",,,,,,,,
"USC00048135","2018-09-26","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  200",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  144",",,7","  300",",,7","  206",",,7,0800","   53",",,7",,,,,,,,
"USC00048135","2018-09-27","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  183",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  144",",,7","  289",",,7","  189",",,7,0800","   14",",,7",,,,,,,,
"USC00048135","2018-09-28","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  178",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  144",",,7","  278",",,7","  183",",,7,0800","   40",",,7",,,,,,,,
"USC00048135","2018-09-29","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  122",",,7",,,,,,,"   64",",,7,0800",,,,,,,"  144",",,7","  289",",,7","  150",",,7,0800","   56",",,7",,,,,,,,
"USC00048135","2018-09-30","40.7141","-122.4161","327.7","SHASTA DAM, CA US","   66",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  117",",,7",,,,,,,"   25",",,7,0800",,,,,,,"  144",",,7","  256",",,7","  144",",,7,0800","   40",",,7",,,,,,,,
"USC00048135","2018-10-01","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    8",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  117",",,7",,,,,,,"    5",",,7,0800",,,,,,,"  139",",,7","  278",",,7","  156",",,7,0800","   29",",,7",,,,,,,,
"USC00048135","2018-10-02","40.7141","-122.4161","327.7","SHASTA DAM, CA US","   18",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  117",",,7",,,,,,,"    5",",,7,0800",,,,,,,"  150",",,7","  183",",,7","  156",",,7,0800","   40",",,7",,,,,,,,
"USC00048135","2018-10-03","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  156",",,7",,,,,,,"   18",",,7,0800",,,,,,,"  150",",,7","  228",",,7","  167",",,7,0800","   95",",,7",,,,,,,,
"USC00048135","2018-10-04","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    3",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  156",",,7",,,,,,,"   25",",,7,0800",,,,,,,"  144",",,7","  239",",,7","  172",",,7,0800","   32",",,7",,,,,,,,
"USC00048135","2018-10-05","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    3",",,7,0800","    0",",,7","    0",",,7","  200",",,7","  122",",,7",,,,,,,"   13",",,7,0800",,,,,,,"  144",",,7","  217",",,7","  128",",,7,0800","   48",",,7",,,,,,,,
"USC00048135","2018-10-06","40.7141","-122.4161","327.7","SHASTA DAM, CA US","  259",",,7,0800","    0",",,7","    0",",,7","  211",",,7","  117",",,7",,,,,,,"    5",",,7,0800",,,,,,,"  144",",,7","  228",",,7","  133",",,7,0800","   45",",,7",,,,,,,,
"USC00048135","2018-10-07","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-10-08","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-10-09","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  133",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  117",",,7","  256",",,7","  167",",,7,0800","  114",",,7",,,,,,,,
"USC00048135","2018-10-10","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  150",",,7",,,,,,,"   71",",,7,0800",,,,,,,"  128",",,7","  261",",,7","  156",",,7,0800","   60",",,7",,,,,,,,
"USC00048135","2018-10-11","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  144",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  128",",,7","  233",",,7","  161",",,7,0800","   48",",,7",,,,,,,,
"USC00048135","2018-10-12","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  144",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  122",",,7","  239",",,7","  156",",,7,0800","   39",",,7",,,,,,,,
"USC00048135","2018-10-13","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  150",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  117",",,7","  239",",,7","  167",",,7,0800","   90",",,7",,,,,,,,
"USC00048135","2018-10-14","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  161",",,7",,,,,,,"   64",",,7,0800",,,,,,,"  117",",,7","  239",",,7","  172",",,7,0800","   72",",,7",,,,,,,,
"USC00048135","2018-10-15","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  144",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  100",",,7","  244",",,7","  150",",,7,0800","   95",",,7",,,,,,,,
"USC00048135","2018-10-16","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  144",",,7",,,,,,,"   64",",,7,0800",,,,,,,"   94",",,7","  217",",,7","  172",",,7,0800","   80",",,7",,,,,,,,
"USC00048135","2018-10-17","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,,,"   64",",,7,0800",,,,,,,"  111",",,7","  228",",,7","  178",",,7,0800","   63",",,7",,,,,,,,
"USC00048135","2018-10-18","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-10-19","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  122",",,7",,,,,,,"   46",",,7,0800",,,,,,,"  117",",,7","  228",",,7","  167",",,7,0800","   42",",,7",,,,,,,,
"USC00048135","2018-10-20","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-10-21","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  117",",,7",,,,,,,"   58",",,7,0800",,,,,,,"  117",",,7","  250",",,7","  122",",,7,0800","   32",",,7",,,,,,,,
"USC00048135","2018-10-22","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,,,"    8",",,7,0800",,,,,,,"  117",",,7","  244",",,7","  128",",,7,0800","   31",",,7",,,,,,,,
"USC00048135","2018-10-23","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  117",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  117",",,7","  222",",,7","  117",",,7,0800","   27",",,7",,,,,,,,
"USC00048135","2018-10-24","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-10-25","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,"   38",",,7,0800",,,,,,,"  122",",,7","  200",",,7",,,"   32",",,7",,,,,,,,
"USC00048135","2018-10-26","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  139",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  117",",,7","  211",",,7","  144",",,7,0800","   16",",,7",,,,,,,,
"USC00048135","2018-10-27","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  133",",,7",,,,,,,"    5",",,7,0800",,,,,,,"  117",",,7","  228",",,7","  133",",,7,0800","    5",",,7",,,,,,,,
"USC00048135","2018-10-28","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  133",",,7",,,,,,,"   33",",,7,0800",,,,,,,"  133",",,7","  217",",,7","  139",",,7,0800","   24",",,7",,,,,,,,
"USC00048135","2018-10-29","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-10-30","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","   94",",,7",,,,,,,"   28",",,7,0800",,,,,,,"  100",",,7","  189",",,7","  117",",,7,0800","   35",",,7",,,,,,,,
"USC00048135","2018-10-31","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  111",",,7",,,,,,,"   30",",,7,0800",,,,,,,"  100",",,7","  217",",,7","  128",",,7,0800","   37",",,7",,,,,,,,
"USC00048135","2018-11-01","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","  106",",,7",,,,,,,"   25",",,7,0800",,,,,,,"   89",",,7","  178",",,7","  161",",,7,0800","   63",",,7",,,,,,,,
"USC00048135","2018-11-02","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  100",",,7",,,,,,,"   25",",,7,0800",,,,,,,"   72",",,7","  211",",,7","  133",",,7,0800","   50",",,7",,,,,,,,
"USC00048135","2018-11-03","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,"   28",",,7,0800",,,,,,,"   94",",,7","  228",",,7","  156",",,7,0800","   23",",,7",,,,,,,,
"USC00048135","2018-11-04","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  133",",,7",,,,,,,"   28",",,7,0800",,,,,,,"   94",",,7","  233",",,7","  150",",,7,0800","   63",",,7",,,,,,,,
"USC00048135","2018-11-05","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","  117",",,7",,,,,,,"   10",",,7,0800",,,,,,,"  106",",,7","  178",",,7","  128",",,7,0800","   39",",,7",,,,,,,,
"USC00048135","2018-11-06","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","  106",",,7",,,,,,,"   51",",,7,0800",,,,,,,"   83",",,7","  183",",,7","  111",",,7,0800","  126",",,7",,,,,,,,
"USC00048135","2018-11-07","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  228",",,7","   94",",,7",,,,,,,"   25",",,7,0800",,,,,,,"   56",",,7","  189",",,7","  122",",,7,0800","   64",",,7",,,,,,,,
"USC00048135","2018-11-08","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-11-09","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","  111",",,7",,,,,,,"   30",",,7,0800",,,,,,,"   89",",,7","  178",",,7","  128",",,7,0800","   43",",,7",,,,,,,,
"USC00048135","2018-11-10","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","   50",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   44",",,7","  178",",,7","   67",",,7,0800","   98",",,7",,,,,,,,
"USC00048135","2018-11-11","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","   67",",,7",,,,,,,"   36",",,7,0800",,,,,,,"   67",",,7","  172",",,7","  122",",,7,0800","  179",",,7",,,,,,,,
"USC00048135","2018-11-12","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-11-13","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  228",",,7","   89",",,7",,,,,,,"   66",",,7,0800",,,,,,,"   78",",,7","  172",",,7","   94",",,7,0800","  113",",,7",,,,,,,,
"USC00048135","2018-11-14","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  189",",,7","   89",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   67",",,7","  139",",,7","   89",",,7,0800","   16",",,7",,,,,,,,
"USC00048135","2018-11-15","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","   61",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   61",",,7","  144",",,7","   72",",,7,0800","   31",",,7",,,,,,,,
"USC00048135","2018-11-16","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   67",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   61",",,7","  144",",,7","   83",",,7,0800","   16",",,7",,,,,,,,
"USC00048135","2018-11-17","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","   78",",,7",,,,,,,"   18",",,7,0800",,,,,,,"   67",",,7","  167",",,7","   89",",,7,0800","   23",",,7",,,,,,,,
"USC00048135","2018-11-18","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","   83",",,7",,,,,,,"   18",",,7,0800",,,,,,,"   61",",,7","  178",",,7","   94",",,7,0800","   24",",,7",,,,,,,,
"USC00048135","2018-11-19","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","   83",",,7",,,,,,,"   10",",,7,0800",,,,,,,"   67",",,7","  172",",,7","   94",",,7,0800","   19",",,7",,,,,,,,
"USC00048135","2018-11-20","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","   78",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   72",",,7","  161",",,7","   83",",,7,0800","   35",",,7",,,,,,,,
"USC00048135","2018-11-21","40.7141","-122.4161","327.7","SHASTA DAM, CA US","   13",",,7,0800","    0",",,7","    0",",,7","  189",",,7","   72",",,7",,,,,,,"    8",",,7,0800",,,,,,,"   67",",,7","  133",",,7","   72",",,7,0800","   34",",,7",,,,,,,,
"USC00048135","2018-11-22","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-11-23","40.7141","-122.4161","327.7","SHASTA DAM, CA US"," 1024",",,7,0800","    0",",,7","    0",",,7","  106",",,7","   72",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   56",",,7","  133",",,7","   89",",,7,0800","  105",",,7",,,,,,,,
"USC00048135","2018-11-24","40.7141","-122.4161","327.7","SHASTA DAM, CA US","  411",",,7,0800","    0",",,7","    0",",,7","  117",",,7","   78",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   78",",,7","  111",",,7","   89",",,7,0800","   74",",,7",,,,,,,,
"USC00048135","2018-11-25","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","   78",",,7",,,,,,,"   13",",,7,0800",,,,,,,"   56",",,7","  150",",,7","  106",",,7,0800","   58",",,7",,,,,,,,
"USC00048135","2018-11-26","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  183",",,7","  100",",,7",,,,,,,"   66",",,7,0800",,,,,,,"   83",",,7","  156",",,7","  106",",,7,0800","   51",",,7",,,,,,,,
"USC00048135","2018-11-27","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-11-28","40.7141","-122.4161","327.7","SHASTA DAM, CA US","  338",",,7,0800","    0",",,7","    0",",,7","  111",",,7","   83",",,7",,,,,,,"    3",",,7,0800",,,,,,,"   89",",,7","  106",",,7","   89",",,7,0800","   48",",,7",,,,,,,,
"USC00048135","2018-11-29","40.7141","-122.4161","327.7","SHASTA DAM, CA US","  513",",,7,0800","    0",",,7","    0",",,7","  122",",,7","   72",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   94",",,7","  106",",,7","   94",",,7,0800","    5",",,7",,,,,,,,
"USC00048135","2018-11-30","40.7141","-122.4161","327.7","SHASTA DAM, CA US","  356",",,7,0800","    0",",,7","    0",",,7","  111",",,7","   56",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   56",",,7","  106",",,7","   89",",,7,0800","   55",",,7",,,,,,,,
"USC00048135","2018-12-01","40.7141","-122.4161","327.7","SHASTA DAM, CA US","   36",",,7,0800","    0",",,7","    0",",,7","  111",",,7","   44",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   56",",,7","  117",",,7","   50",",,7,0800","   71",",,7",,,,,,,,
"USC00048135","2018-12-02","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7","   28",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   44",",,7","  128",",,7","   28",",,7,0800","   27",",,7",,,,,,,,
"USC00048135","2018-12-03","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7","   28",",,7",,,,,,,"   10",",,7,0800",,,,,,,"   39",",,7","  100",",,7","   33",",,7,0800","   55",",,7",,,,,,,,
"USC00048135","2018-12-04","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  106",",,7","   28",",,7",,,,,,,"   10",",,7,0800",,,,,,,"   39",",,7","   89",",,7","   83",",,7,0800","   72",",,7",,,,,,,,
"USC00048135","2018-12-05","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048135","2018-12-06","40.7141","-122.4161","327.7","SHASTA DAM, CA US","   18",",,7,0800","    0",",,7","    0",",,7","  128",",,7","   67",",,7",,,,,,,"   13",",,7,0800",,,,,,,"   44",",,7","  106",",,7","   72",",,7,0800","   61",",,7",,,,,,,,
"USC00048135","2018-12-07","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  128",",,7","   56",",,7",,,,,,,"   18",",,7,0800",,,,,,,"   39",",,7","  150",",,7","   78",",,7,0800","   51",",,7",,,,,,,,
"USC00048135","2018-12-08","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","   56",",,7",,,,,,,"   13",",,7,0800",,,,,,,"   39",",,7","  133",",,7","   72",",,7,0800","   45",",,7",,,,,,,,
"USC00048135","2018-12-09","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  161",",,7","   56",",,7",,,,,,,"   13",",,7,0800",,,,,,,"   39",",,7","  150",",,7","   78",",,7,0800","   14",",,7",,,,,,,,
"USC00048135","2018-12-10","40.7141","-122.4161","327.7","SHASTA DAM, CA US","   25",",,7,0800","    0",",,7","    0",",,7","  111",",,7","   67",",,7",,,,,,,"   10",",,7,0800",,,,,,,"   39",",,7","  150",",,7","   72",",,7,0800","   10",",,7",,,,,,,,
"USC00048135","2018-12-11","40.7141","-122.4161","327.7","SHASTA DAM, CA US","    0",",,7,0800","    0",",,7","    0",",,7","  150",",,7","   67",",,7",,,,,,,"   13",",,7,0800",,,,,,,"   50",",,7","  128",",,7","   72",",,7,0800","   63",",,7",,,,,,,,
