"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00465002","2018-05-20","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  124",",,H,0600","    0",",,H","    0",",,H,0600","  361",",,H","  161",",,H",,,,,"  194",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-21","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600","    0",",,H","    0",",,H,0600","  322",",,H","  139",",,H",,,,,"  139",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-22","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600","    0",",,H","    0",",,H,0600","  356",",,H","  139",",,H",,,,,"  178",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-23","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  264",",,H,0600","    0",",,H","    0",",,H,0600","  317",",,H","  167",",,H",,,,,"  167",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-24","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    8",",,H,0600",,,,,"  278",",,H","  122",",,H",,,,,"  122",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-25","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600",,,,,"  356",",,H","  122",",,H",,,,,"  128",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-26","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600",,,,,"  378",",,H","  128",",,H",,,,,"  167",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-27","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  470",",,H,0600",,,,,"  322",",,H","  167",",,H",,,,,"  183",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-28","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600",,,,,"  339",",,H","  183",",,H",,,,,"  183",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-29","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600",,,,,"  372",",,H","  178",",,H",,,,,"  178",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-05-31","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,H,0600",,,,,"  339",",,H","  178",",,H",,,,,"  228",",,H,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-01","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   33",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  183",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-02","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  188",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  189",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-03","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   71",",,7,0600","    0",",,7","    0",",,7,0600","  267",",,7","  189",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-04","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   30",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  161",",,7",,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-05","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  289",",,7","  111",",,7",,,,,"  117",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-06","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   41",",,7,0600","    0",",,7","    0",",,7,0600","  233",",,7","   83",",,7",,,,,"   89",",,7,0600","    0",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-06-07","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  206",",,7","   72",",,7",,,,,"   78",",,7,0600","    0",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-06-08","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","   78",",,7",,,,,"  122",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-09","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  122",",,7",,,,,"  178",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-10","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  372",",,7","  178",",,7",,,,,"  178",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-11","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  267",",,7,0600","    0",",,7","    0",",,7,0600","  267",",,7","  178",",,7",,,,,"  178",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-12","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   48",",,7,0600","    0",",,7","    0",",,7,0600","  267",",,7","  150",",,7",,,,,"  150",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-14","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   48",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  161",",,7",,,,,"  161",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-15","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  117",",,7",,,,,"  117",",,7,0600","    0",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-06-16","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  117",",,7",,,,,"  117",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-17","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    5",",,7,0600","    0",",,7","    0",",,7,0600","  372",",,7","  117",",,7",,,,,"  200",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-06-18","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  122",",,7,0600","    0",",,7","    0",",,7,0600","  367",",,7","  194",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-19","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    5",",,7,0600","    0",",,7","    0",",,7,0600",,,"  194",",,7",,,,,"  228",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-21","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   28",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  206",",,7",,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-22","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  130",",,7,0600","    0",",,7","    0",",,7,0600","  306",",,7","  189",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-23","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   25",",,7,0600","    0",",,7","    0",",,7,0600","  300",",,7","  194",",,7",,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-24","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   28",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  183",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-25","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    5",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  178",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-26","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  294",",,7","  156",",,7",,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-27","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  156",",,7",,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-28","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  315",",,7,0600","    0",",,7","    0",",,7,0600","  306",",,7","  183",",,7",,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00465002","2018-06-29","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  161",",,7",,,,,"  161",",,7,0600",,,"    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-06-30","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,"  161",",,7",,,,,"  167",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-01","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-02","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-03","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-04","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-05","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-06","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    3",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-07","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   58",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-08","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-09","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-10","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-11","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   18",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-07-12","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-13","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-14","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-15","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-16","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   13",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-07-17","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   97",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-18","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-19","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  122",",,7,0600","    0",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00465002","2018-07-20","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  167",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-21","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   28",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  211",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-22","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  150",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-23","39.7204","-79.8561","274.3","LAKE LYNN, WV US","   46",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  189",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-24","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  206",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-25","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    5",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  206",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-26","39.7204","-79.8561","274.3","LAKE LYNN, WV US","  137",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  206",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-27","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  194",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-28","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    3",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  161",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
"USC00465002","2018-07-29","39.7204","-79.8561","274.3","LAKE LYNN, WV US","    0",",,7,0600","    0",",,7","    0",",,7,0600",,,,,,,,,"  133",",,7,0600","    0",",,7",,,,,,,,,,,,,,,,
