"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014763","2018-12-24","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   13",",,W,",,,,,"   28",",,W","  -27",",,W","   26",",,W",,,,,,,,,,,"  290",",,W","  300",",,W",,,"   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-12-25","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"    0",",,W","  -60",",,W","   45",",,W",,,,,,,,,,,"  300",",,W","  290",",,W",,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-12-26","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"    0",",,W","  -88",",,W","   25",",,W",,,,,,,,,,,"  280",",,W","  260",",,W",,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-12-27","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"    6",",,W","  -43",",,W","   24",",,W",,,,,,,,,,,"  290",",,W","  260",",,W",,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-12-28","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   69",",,W,",,,,,"  117",",,W","    0",",,W","   38",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"   94",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00014763","2018-12-29","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  106",",,W","  -43",",,W","   66",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"  130",",,W","  179",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-12-30","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   -5",",,W","  -55",",,W","   16",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-12-31","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  112",",,W,",,,,,"   28",",,W","  -55",",,W","   20",",,W",,,,,,,,,,,"  140",",,W","  130",",,W",,,"   81",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-01","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   18",",,W,",,,,,"   94",",,W","  -27",",,W","   67",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"  157",",,W","  224",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-02","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"    0",",,W","  -71",",,W","   22",",,W",,,,,,,,,,,"  280",",,W","  290",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-03","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   22",",,W","  -16",",,W","   39",",,W",,,,,,,,,,,"  290",",,W","  280",",,W",,,"  107",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-04","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"   50",",,W","  -38",",,W","   19",",,W",,,,,,,,,,,"  240",",,W","  230",",,W",,,"   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-05","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  114",",,W,",,,"    0",",,H","   39",",,W","  -16",",,W","   18",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00014763","2019-01-06","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    5",",,W,",,,,,"   33",",,W","  -71",",,W","   62",",,W",,,,,,,,,,,"  300",",,W","  310",",,W",,,"  139",",,W","  201",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-07","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -43",",,W"," -116",",,W","   32",",,W",,,,,,,,,,,"  140",",,W","  330",",,W",,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-08","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   43",",,W,",,,,,"   44",",,W","  -43",",,W","   27",",,W",,,,,,,,,,,"  120",",,W","  130",",,W",,,"   76",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-09","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  130",",,W,",,,,,"   33",",,W","  -21",",,W","   70",",,W",,,,,,,,,,,"  290",",,W","  320",",,W",,,"  139",",,W","  210",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-10","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  -21",",,W","  -71",",,W","   73",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"  130",",,W","  170",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-11","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  -66",",,W"," -138",",,W","   54",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-12","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -60",",,W"," -138",",,W","   23",",,W",,,,,,,,,,,"  270",",,W","  320",",,W",,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-13","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -43",",,W"," -143",",,W","   11",",,W",,,,,,,,,,,"  260",",,W","  260",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-14","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  -32",",,W"," -166",",,W","   21",",,W",,,,,,,,,,,"  280",",,W","  300",",,W",,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-15","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  -27",",,W"," -105",",,W","   22",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-16","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   11",",,W","  -77",",,W","   47",",,W",,,,,,,,,,,"  290",",,W","  280",",,W",,,"  116",",,W","  179",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-17","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -43",",,W"," -143",",,W","   15",",,W",,,,,,,,,,,"  320",",,W","  300",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-18","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    3",",,W,",,,,,"    0",",,W","  -71",",,W","   23",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   67",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-19","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   30",",,W,",,,,,"  -16",",,W","  -55",",,W","   22",",,W",,,,,,,,,,,"  280",",,W","   70",",,W",,,"   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-20","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  191",",,W,",,,,,"  -43",",,W"," -199",",,W","   64",",,W",,,,,,,,,,,"  290",",,W","  310",",,W",,,"  139",",,W","  183",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,
"USW00014763","2019-01-21","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,," -177",",,W"," -238",",,W","   78",",,W",,,,,,,,,,,"  290",",,W","  320",",,W",,,"  148",",,W","  206",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-22","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -82",",,W"," -193",",,W","   25",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"   67",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-23","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    3",",,W,",,,,,"   44",",,W"," -143",",,W","   39",",,W",,,,,,,,,,,"  220",",,W","  210",",,W",,,"  107",",,W","  174",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-24","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  566",",,W,",,,,,"  122",",,W","  -21",",,W","   58",",,W",,,,,,,,,,,"  180",",,W","  190",",,W",,,"  116",",,W","  179",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-25","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   -5",",,W","  -88",",,W","   43",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-26","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -49",",,W"," -116",",,W","   21",",,W",,,,,,,,,,,"  260",",,W","  250",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-27","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    8",",,W,",,,,,"   22",",,W"," -138",",,W","   26",",,W",,,,,,,,,,,"  270",",,W","  120",",,W",,,"   81",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-28","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -49",",,W"," -143",",,W","   26",",,W",,,,,,,,,,,"  300",",,W","  310",",,W",,,"   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-01-29","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   74",",,W,",,,,,"  -27",",,W"," -149",",,W","   22",",,W",,,,,,,,,,,"  120",",,W","  160",",,W",,,"   72",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-30","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    8",",,W,",,,,,"  -21",",,W"," -199",",,W","   52",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"  143",",,W","  183",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-01-31","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,," -127",",,W"," -232",",,W","   39",",,W",,,,,,,,,,,"  260",",,W","  260",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-01","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -99",",,W"," -199",",,W","   35",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-02","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   -5",",,W"," -205",",,W","   33",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"   98",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-03","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"   67",",,W","  -16",",,W","   12",",,W",,,,,,,,,,,"  280",",,W","  310",",,W",,,"   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-04","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  156",",,W","  -27",",,W","    4",",,W",,,,,,,,,,,"  180",",,W","  170",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-05","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   13",",,W,",,,,,"  122",",,W","  -10",",,W","   23",",,W",,,,,,,,,,,"  320",",,W","  340",",,W",,,"   81",",,W","  152",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-06","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  160",",,W,",,,,,"   50",",,W","  -32",",,W","   26",",,W",,,,,,,,,,,"  150",",,W","  130",",,W",,,"   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-07","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   25",",,W,",,,,,"   56",",,W","   11",",,W","   21",",,W",,,,,,,,,,,"   60",",,W","  110",",,W",,,"   40",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-08","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   69",",,W,",,,,,"   78",",,W","  -55",",,W","   50",",,W",,,,,,,,,,,"  280",",,W","  290",",,W",,,"  161",",,W","  197",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-09","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  -27",",,W","  -82",",,W","   79",",,W",,,,,,,,,,,"  290",",,W","  300",",,W",,,"  170",",,W","  228",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-10","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -21",",,W","  -82",",,W","   26",",,W",,,,,,,,,,,"  280",",,W","  300",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-11","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   17",",,W","  -66",",,W","   20",",,W",,,,,,,,,,,"  300",",,W","  330",",,W",,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-12","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  112",",,W,",,,,,"  -27",",,W","  -93",",,W","   28",",,W",,,,,,,,,,,"   60",",,W","   60",",,W",,,"   72",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-13","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   33",",,W,",,,,,"   17",",,W","  -43",",,W","   42",",,W",,,,,,,,,,,"  270",",,W","  290",",,W",,,"   94",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-14","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"   11",",,W","  -55",",,W","   42",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"  107",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-15","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   15",",,W,",,,,,"   89",",,W","  -55",",,W","   42",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-16","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"   -5",",,W","  -71",",,W","   50",",,W",,,,,,,,,,,"  300",",,W","  330",",,W",,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-17","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   28",",,W,",,,,,"    0",",,W","  -99",",,W","   13",",,W",,,,,,,,,,,"  250",",,W","  310",",,W",,,"   54",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-18","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   30",",,W,",,,,,"  -16",",,W"," -110",",,W","   22",",,W",,,,,,,,,,,"  310",",,W","  290",",,W",,,"   67",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-19","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  -55",",,W"," -138",",,W","   32",",,W",,,,,,,,,,,"  280",",,W","  290",",,W",,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-20","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   48",",,W,",,,,,"  -32",",,W"," -132",",,W","   19",",,W",,,,,,,,,,,"  130",",,W","  130",",,W",,,"   45",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-21","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   23",",,W,",,,,,"   56",",,W","  -49",",,W","   52",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"  125",",,W","  165",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00014763","2019-02-22","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"   17",",,W","  -27",",,W","   47",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"  112",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-23","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"   28",",,W","  -93",",,W","    9",",,W",,,,,,,,,,,"  260",",,W","  260",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-24","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   89",",,W,",,,,,"   44",",,W","   -5",",,W","   38",",,W",,,,,,,,,,,"  270",",,W","  280",",,W",,,"  130",",,W","  179",",,W",,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-25","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    8",",,W,",,,,,"   17",",,W","  -60",",,W","  119",",,W",,,,,,,,,,,"  280",",,W","  270",",,W",,,"  206",",,W","  291",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-02-26","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  -60",",,W"," -110",",,W","   85",",,W",,,,,,,,,,,"  280",",,W","  270",",,W",,,"  139",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-27","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   41",",,W,",,,,,"  -88",",,W"," -143",",,W","   19",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-02-28","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   13",",,W,",,,"    0",",,W","  -49",",,W"," -132",",,W","   27",",,W",,,,,,,,,,,"  290",",,W","  300",",,W",,,"   76",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-01","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    3",",,W,",,,,,"   17",",,W"," -121",",,W","    9",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-02","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,2400",,,,,"   28",",,W","  -27",",,W","   26",",,W",,,,,,,,,,,"   60",",,W","   90",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-03","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   38",",,W,2400",,,,,"   28",",,W","  -32",",,W","   23",",,W",,,,,,,,,,,"  300",",,W","  290",",,W",,,"   81",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-04","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   25",",,W,2400",,,,,"    0",",,W","  -99",",,W","   47",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,"  107",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-05","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,2400",,,,,"  -38",",,W"," -155",",,W","   34",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-06","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,2400",,,,,"  -71",",,W"," -138",",,W","   55",",,W",,,,,,,,,,,"  280",",,W","  290",",,W",,,"  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-07","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,2400",,,,,"  -60",",,W"," -160",",,W","   41",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-08","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,2400",,,,,"    0",",,W"," -171",",,W","   17",",,W",,,,,,,,,,,"  280",",,W","  240",",,W",,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-03-09","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,2400",,,,,"   50",",,W"," -138",",,W","   14",",,W",,,,,,,,,,,"  110",",,W","  110",",,W",,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-03-10","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   33",",,W,2400",,,,,"   22",",,W","  -21",",,W","   39",",,W",,,,,,,,,,,"  120",",,W","  120",",,W",,,"  107",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2019-03-11","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,2400",,,,,"   50",",,W","  -10",",,W","   72",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2019-03-12","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,2400",,,,,"   11",",,W","  -43",",,W","   63",",,W",,,,,,,,,,,"  290",",,W","  280",",,W",,,"  116",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
