"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00402989","2018-06-26","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  328",",,7","  233",",,7",,,,,"  244",",,7,0800",,,,,,,,
"USC00402989","2018-06-27","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","  310",",,7,0800",,,,,"  333",",,7","  206",",,7",,,,,"  228",",,7,0800",,,,,,,,
"USC00402989","2018-06-28","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  328",",,7","  228",",,7",,,,,"  261",",,7,0800",,,,,,,,
"USC00402989","2018-06-29","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","  310",",,7,0800",,,,,"  272",",,7","  194",",,7",,,,,"  206",",,7,0800",,,,,,,,
"USC00402989","2018-06-30","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  317",",,7","  206",",,7",,,,,"  244",",,7,0800",,,,,,,,
"USC00402989","2018-07-01","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  328",",,7","  228",",,7",,,,,"  250",",,7,0800",,,,,,,,
"USC00402989","2018-07-02","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  333",",,7","  228",",,7",,,,,"  256",",,7,0800",,,,,,,,
"USC00402989","2018-07-03","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  322",",,7","  222",",,7",,,,,"  228",",,7,0800",,,,,,,,
"USC00402989","2018-07-04","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  333",",,7","  228",",,7",,,,,"  244",",,7,0800",,,,,,,,
"USC00402989","2018-07-05","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  356",",,7","  233",",,7",,,,,"  261",",,7,0800",,,,,,,,
"USC00402989","2018-07-06","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","    0",",,7,0800",,,,,"  344",",,7","  217",",,7",,,,,"  239",",,7,0800",,,,,,,,
"USC00402989","2018-07-07","35.96889","-87.13639","262.1","FAIRVIEW BOWIE NAT CTR, TN US","  533",",,7,0800",,,,,"  294",",,7","  206",",,7",,,,,"  217",",,7,0800",,,,,,,,
