"USC00257040","2018-06-21","41.0319","-98.9213","623.6","RAVENNA, NE US","  107",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  139",",,7",,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-22","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  106",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-23","41.0319","-98.9213","623.6","RAVENNA, NE US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  111",",,7",,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-24","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  150",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-25","41.0319","-98.9213","623.6","RAVENNA, NE US","  150",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  167",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-26","41.0319","-98.9213","623.6","RAVENNA, NE US","  178",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  156",",,7",,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-27","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  156",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-28","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  178",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-29","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  217",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-06-30","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  206",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-07-01","41.0319","-98.9213","623.6","RAVENNA, NE US","  262",",,7,0700","    0","T,,7,0700","    0",",,7,0700","  267",",,7","  139",",,7",,,,,,,,,"  139",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00257040","2018-07-02","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  133",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-07-03","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  172",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-07-04","41.0319","-98.9213","623.6","RAVENNA, NE US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  217",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00257040","2018-07-05","41.0319","-98.9213","623.6","RAVENNA, NE US","  140",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  178",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
