"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES"
"ASN00009542","2018-06-30","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    4",",,a","  160",",,a","   81",",,a",,,,,,,,,,
"ASN00009542","2018-07-01","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  207",",,a","   77",",,a",,,,,,,,,,
"ASN00009542","2018-07-02","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  193",",,a","  113",",,a",,,,,,,,,,
"ASN00009542","2018-07-03","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   46",",,a","  201",",,a","  134",",,a",,,,,,,,,,
"ASN00009542","2018-07-04","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  190",",,a","   82",",,a",,,,,,,,,,
"ASN00009542","2018-07-05","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   92",",,a","  102",",,a","   65",",,a",,,,,,,,,,
"ASN00009542","2018-07-06","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  158",",,a","  170",",,a","   70",",,a",,,,,,,,,,
"ASN00009542","2018-07-07","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  155",",,a","   99",",,a",,,,,,,,,,
"ASN00009542","2018-07-08","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  158",",,a","   87",",,a",,,,,,,,,,
"ASN00009542","2018-07-09","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  183",",,a","   60",",,a",,,,,,,,,,
"ASN00009542","2018-07-10","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  185",",,a","   56",",,a",,,,,,,,,,
"ASN00009542","2018-07-11","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  205",",,a","   72",",,a",,,,,,,,,,
"ASN00009542","2018-07-12","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  232",",,a","   83",",,a",,,,,,,,,,
"ASN00009542","2018-07-13","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  175",",,a","   85",",,a",,,,,,,,,,
"ASN00009542","2018-07-14","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  186",",,a","   55",",,a",,,,,,,,,,
"ASN00009542","2018-07-15","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   16",",,a","  166",",,a","   82",",,a",,,,,,,,,,
"ASN00009542","2018-07-16","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  195",",,a","  102",",,a",,,,,,,,,,
"ASN00009542","2018-07-17","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   26",",,a","  171",",,a","   60",",,a",,,,,,,,,,
"ASN00009542","2018-07-18","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  184",",,a","   93",",,a",,,,,,,,,,
"ASN00009542","2018-07-19","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  178",",,a","  132",",,a","   88",",,a",,,,,,,,,,
"ASN00009542","2018-07-20","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  193",",,a","   48",",,a",,,,,,,,,,
"ASN00009542","2018-07-21","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  218",",,a","   94",",,a",,,,,,,,,,
"ASN00009542","2018-07-22","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   28",",,a","  162",",,a","  121",",,a",,,,,,,,,,
"ASN00009542","2018-07-23","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   68",",,a","  178",",,a","   97",",,a",,,,,,,,,,
"ASN00009542","2018-07-24","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  184",",,a","   94",",,a",,,,,,,,,,
"ASN00009542","2018-07-25","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  211",",,a","   66",",,a",,,,,,,,,,
"ASN00009542","2018-07-26","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  203",",,a","  112",",,a",,,,,,,,,,
"ASN00009542","2018-07-27","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  193",",,a","   94",",,a",,,,,,,,,,
"ASN00009542","2018-07-28","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   24",",,a","  156",",,a","   87",",,a",,,,,,,,,,
"ASN00009542","2018-07-29","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  176",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-07-30","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  153",",,a","   97",",,a",,,,,,,,,,
"ASN00009542","2018-07-31","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    6",",,a","  180",",,a","   55",",,a",,,,,,,,,,
"ASN00009542","2018-08-01","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  210",",,a","   55",",,a",,,,,,,,,,
"ASN00009542","2018-08-02","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  232",",,a","  127",",,a","   58",",,a",,,,,,,,,,
"ASN00009542","2018-08-03","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   24",",,a","  168",",,a","   69",",,a",,,,,,,,,,
"ASN00009542","2018-08-04","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  126",",,a","  108",",,a","   75",",,a",,,,,,,,,,
"ASN00009542","2018-08-05","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  508",",,a","  129",",,a","   49",",,a",,,,,,,,,,
"ASN00009542","2018-08-06","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   64",",,a","  134",",,a","   67",",,a",,,,,,,,,,
"ASN00009542","2018-08-07","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  176",",,a","   95",",,a",,,,,,,,,,
"ASN00009542","2018-08-08","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  165",",,a","   76",",,a",,,,,,,,,,
"ASN00009542","2018-08-09","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   18",",,a","  130",",,a","  104",",,a",,,,,,,,,,
"ASN00009542","2018-08-10","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  254",",,a","  121",",,a","   51",",,a",,,,,,,,,,
"ASN00009542","2018-08-11","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  126",",,a","  151",",,a","   64",",,a",,,,,,,,,,
"ASN00009542","2018-08-12","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  184",",,a","   56",",,a",,,,,,,,,,
"ASN00009542","2018-08-13","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  230",",,a","   86",",,a",,,,,,,,,,
"ASN00009542","2018-08-14","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  187",",,a","  107",",,a",,,,,,,,,,
"ASN00009542","2018-08-15","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   38",",,a","  160",",,a","   77",",,a",,,,,,,,,,
"ASN00009542","2018-08-16","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   12",",,a","  179",",,a","   70",",,a",,,,,,,,,,
"ASN00009542","2018-08-17","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   52",",,a","  147",",,a","   92",",,a",,,,,,,,,,
"ASN00009542","2018-08-18","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  143",",,a","   59",",,a",,,,,,,,,,
"ASN00009542","2018-08-19","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  184",",,a","   50",",,a",,,,,,,,,,
"ASN00009542","2018-08-20","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  209",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-08-21","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  219",",,a","  121",",,a",,,,,,,,,,
"ASN00009542","2018-08-24","-33.6825","121.8275","142.0","ESPERANCE AERO, AS",,,"  169",",,a","  102",",,a",,,,,,,,,,
"ASN00009542","2018-08-25","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  195",",,a","   65",",,a",,,,,,,,,,
"ASN00009542","2018-08-26","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  215",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-08-27","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  243",",,a","   95",",,a",,,,,,,,,,
"ASN00009542","2018-08-28","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  206",",,a","   73",",,a",,,,,,,,,,
"ASN00009542","2018-08-29","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   14",",,a","  155",",,a","   80",",,a",,,,,,,,,,
"ASN00009542","2018-08-30","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   10",",,a","  144",",,a","   58",",,a",,,,,,,,,,
"ASN00009542","2018-08-31","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  100",",,a","  154",",,a","   87",",,a",,,,,,,,,,
"ASN00009542","2018-09-01","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   60",",,a","  151",",,a","   91",",,a",,,,,,,,,,
"ASN00009542","2018-09-02","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   12",",,a","  178",",,a","   63",",,a",,,,,,,,,,
"ASN00009542","2018-09-03","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  233",",,a","   89",",,a",,,,,,,,,,
"ASN00009542","2018-09-04","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  187",",,a","   77",",,a",,,,,,,,,,
"ASN00009542","2018-09-05","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   38",",,a","  111",",,a","   72",",,a",,,,,,,,,,
"ASN00009542","2018-09-06","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   90",",,a","  148",",,a","   56",",,a",,,,,,,,,,
"ASN00009542","2018-09-07","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  181",",,a","   53",",,a",,,,,,,,,,
"ASN00009542","2018-09-08","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  198",",,a","   75",",,a",,,,,,,,,,
"ASN00009542","2018-09-09","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  243",",,a","   93",",,a",,,,,,,,,,
"ASN00009542","2018-09-10","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  230",",,a","   95",",,a",,,,,,,,,,
"ASN00009542","2018-09-11","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   72",",,a","  147",",,a","   72",",,a",,,,,,,,,,
"ASN00009542","2018-09-12","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  188",",,a","   54",",,a",,,,,,,,,,
"ASN00009542","2018-09-13","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  197",",,a","   70",",,a",,,,,,,,,,
"ASN00009542","2018-09-14","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   18",",,a","  127",",,a","   72",",,a",,,,,,,,,,
"ASN00009542","2018-09-15","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   52",",,a","  150",",,a","   38",",,a",,,,,,,,,,
"ASN00009542","2018-09-16","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  224",",,a","   48",",,a",,,,,,,,,,
"ASN00009542","2018-09-17","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   12",",,a","  158",",,a","   80",",,a",,,,,,,,,,
"ASN00009542","2018-09-18","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   52",",,a","  169",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-09-19","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   48",",,a","  170",",,a","   96",",,a",,,,,,,,,,
"ASN00009542","2018-09-20","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    4",",,a","  235",",,a","   65",",,a",,,,,,,,,,
"ASN00009542","2018-09-21","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  247",",,a","   96",",,a",,,,,,,,,,
"ASN00009542","2018-09-22","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  233",",,a","  114",",,a",,,,,,,,,,
"ASN00009542","2018-09-23","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  293",",,a","  108",",,a",,,,,,,,,,
"ASN00009542","2018-09-24","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  261",",,a","  127",",,a",,,,,,,,,,
"ASN00009542","2018-09-25","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a",,,"  132",",,a",,,,,,,,,,
"ASN00009542","2018-09-26","-33.6825","121.8275","142.0","ESPERANCE AERO, AS",,,"  183",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-09-27","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  173",",,a","   81",",,a",,,,,,,,,,
"ASN00009542","2018-09-28","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  181",",,a","   89",",,a",,,,,,,,,,
"ASN00009542","2018-09-29","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  172",",,a","   52",",,a",,,,,,,,,,
"ASN00009542","2018-09-30","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  208",",,a","   85",",,a",,,,,,,,,,
"ASN00009542","2018-10-01","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","  196",",,a","  157",",,a","  134",",,a",,,,,,,,,,
"ASN00009542","2018-10-02","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   58",",,a","  157",",,a","  116",",,a",,,,,,,,,,
"ASN00009542","2018-10-03","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   24",",,a","  155",",,a","   97",",,a",,,,,,,,,,
"ASN00009542","2018-10-04","-33.6825","121.8275","142.0","ESPERANCE AERO, AS",,,"  181",",,a","   97",",,a",,,,,,,,,,
"ASN00009542","2018-10-05","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   78",",,a","  211",",,a","  115",",,a",,,,,,,,,,
"ASN00009542","2018-10-06","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   56",",,a","  199",",,a","  102",",,a",,,,,,,,,,
"ASN00009542","2018-10-07","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  186",",,a","  117",",,a",,,,,,,,,,
"ASN00009542","2018-10-08","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  198",",,a","  123",",,a",,,,,,,,,,
"ASN00009542","2018-10-09","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  204",",,a","   99",",,a",,,,,,,,,,
"ASN00009542","2018-10-10","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  205",",,a","   86",",,a",,,,,,,,,,
"ASN00009542","2018-10-11","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  246",",,a","  107",",,a",,,,,,,,,,
"ASN00009542","2018-10-12","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  269",",,a","  126",",,a",,,,,,,,,,
"ASN00009542","2018-10-13","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   16",",,a","  228",",,a","  143",",,a",,,,,,,,,,
"ASN00009542","2018-10-14","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    4",",,a","  193",",,a","  123",",,a",,,,,,,,,,
"ASN00009542","2018-10-15","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    4",",,a","  193",",,a","   91",",,a",,,,,,,,,,
"ASN00009542","2018-10-16","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   22",",,a","  235",",,a","   79",",,a",,,,,,,,,,
"ASN00009542","2018-10-17","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  280",",,a","  109",",,a",,,,,,,,,,
"ASN00009542","2018-10-18","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  241",",,a","  163",",,a",,,,,,,,,,
"ASN00009542","2018-10-19","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   60",",,a","  177",",,a","   69",",,a",,,,,,,,,,
"ASN00009542","2018-10-20","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  265",",,a","   69",",,a",,,,,,,,,,
"ASN00009542","2018-10-21","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  256",",,a","   90",",,a",,,,,,,,,,
"ASN00009542","2018-10-22","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  186",",,a","   67",",,a",,,,,,,,,,
"ASN00009542","2018-10-23","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  226",",,a","   58",",,a",,,,,,,,,,
"ASN00009542","2018-10-24","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  292",",,a","  114",",,a",,,,,,,,,,
"ASN00009542","2018-10-25","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  233",",,a","  142",",,a",,,,,,,,,,
"ASN00009542","2018-10-26","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  215",",,a","  117",",,a",,,,,,,,,,
"ASN00009542","2018-10-27","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  186",",,a","  138",",,a",,,,,,,,,,
"ASN00009542","2018-10-28","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  244",",,a","  128",",,a",,,,,,,,,,
"ASN00009542","2018-10-29","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  299",",,a","  134",",,a",,,,,,,,,,
"ASN00009542","2018-10-30","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   12",",,a","  173",",,a","  129",",,a",,,,,,,,,,
"ASN00009542","2018-10-31","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    4",",,a","  170",",,a","  124",",,a",,,,,,,,,,
"ASN00009542","2018-11-01","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   32",",,a","  206",",,a","  131",",,a",,,,,,,,,,
"ASN00009542","2018-11-02","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  210",",,a","   90",",,a",,,,,,,,,,
"ASN00009542","2018-11-03","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   38",",,a","  183",",,a","  118",",,a",,,,,,,,,,
"ASN00009542","2018-11-04","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   62",",,a","  236",",,a","  111",",,a",,,,,,,,,,
"ASN00009542","2018-11-05","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   42",",,a","  173",",,a","  104",",,a",,,,,,,,,,
"ASN00009542","2018-11-06","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   82",",,a","  151",",,a","   86",",,a",,,,,,,,,,
"ASN00009542","2018-11-07","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   20",",,a","  238",",,a","   55",",,a",,,,,,,,,,
"ASN00009542","2018-11-08","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  241",",,a","   87",",,a",,,,,,,,,,
"ASN00009542","2018-11-09","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  227",",,a","  100",",,a",,,,,,,,,,
"ASN00009542","2018-11-10","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  302",",,a","  124",",,a",,,,,,,,,,
"ASN00009542","2018-11-11","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   16",",,a","  196",",,a","  156",",,a",,,,,,,,,,
"ASN00009542","2018-11-12","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    8",",,a","  204",",,a","  127",",,a",,,,,,,,,,
"ASN00009542","2018-11-13","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  212",",,a","  100",",,a",,,,,,,,,,
"ASN00009542","2018-11-14","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  264",",,a","  131",",,a",,,,,,,,,,
"ASN00009542","2018-11-15","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  347",",,a","  128",",,a",,,,,,,,,,
"ASN00009542","2018-11-16","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  285",",,a","  158",",,a",,,,,,,,,,
"ASN00009542","2018-11-17","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  355",",,a","  174",",,a",,,,,,,,,,
"ASN00009542","2018-11-18","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    8",",,a","  223",",,a","  149",",,a",,,,,,,,,,
"ASN00009542","2018-11-19","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    6",",,a","  195",",,a","  128",",,a",,,,,,,,,,
"ASN00009542","2018-11-20","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  185",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-11-21","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   30",",,a","  177",",,a","  102",",,a",,,,,,,,,,
"ASN00009542","2018-11-22","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  249",",,a","   74",",,a",,,,,,,,,,
"ASN00009542","2018-11-23","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  245",",,a","  130",",,a",,,,,,,,,,
"ASN00009542","2018-11-24","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   74",",,a","  224",",,a","  120",",,a",,,,,,,,,,
"ASN00009542","2018-11-25","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  301",",,a","   98",",,a",,,,,,,,,,
"ASN00009542","2018-11-26","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   74",",,a","  174",",,a","  105",",,a",,,,,,,,,,
"ASN00009542","2018-11-27","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    6",",,a","  213",",,a","   66",",,a",,,,,,,,,,
"ASN00009542","2018-11-28","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  267",",,a","   87",",,a",,,,,,,,,,
"ASN00009542","2018-11-29","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  212",",,a","  124",",,a",,,,,,,,,,
"ASN00009542","2018-11-30","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  209",",,a","  106",",,a",,,,,,,,,,
"ASN00009542","2018-12-01","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  204",",,a","  114",",,a",,,,,,,,,,
"ASN00009542","2018-12-02","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  247",",,a","   77",",,a",,,,,,,,,,
"ASN00009542","2018-12-03","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  312",",,a","   99",",,a",,,,,,,,,,
"ASN00009542","2018-12-04","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  372",",,a","  163",",,a",,,,,,,,,,
"ASN00009542","2018-12-05","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  223",",,a","  152",",,a",,,,,,,,,,
"ASN00009542","2018-12-06","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  226",",,a","  133",",,a",,,,,,,,,,
"ASN00009542","2018-12-07","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  231",",,a","   73",",,a",,,,,,,,,,
"ASN00009542","2018-12-08","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    2",",,a","  273",",,a","  104",",,a",,,,,,,,,,
"ASN00009542","2018-12-09","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  278",",,a","  112",",,a",,,,,,,,,,
"ASN00009542","2018-12-10","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","    0",",,a","  368",",,a","  124",",,a",,,,,,,,,,
"ASN00009542","2018-12-11","-33.6825","121.8275","142.0","ESPERANCE AERO, AS","   16",",,a","  196",",,a","  169",",,a",,,,,,,,,,
