"USC00406534","2018-07-06","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","   56",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  211",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-07","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  211",",,7",,,,,,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-08","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  194",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-09","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  172",",,7",,,,,,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-10","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  183",",,7",,,,,,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-11","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  228",",,7",,,,,,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-12","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  206",",,7",,,,,,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-13","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  200",",,7",,,,,,,,,"  267",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-14","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  217",",,7",,,,,,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-15","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  206",",,7",,,,,,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-16","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","  170",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  222",",,7",,,,,,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00406534","2018-07-17","35.9833","-83.2008","315.8","NEWPORT 1 NW, TN US","  198",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  217",",,7",,,,,,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
