"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA004028060","2018-06-23","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  252",",,C","  115",",,C",,,,,"  184",",,C","    7",",,C","  500",",,C"
"CA004028060","2018-06-24","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  253",",,C","  145",",,C",,,,,"  199",",,C","    0",",,C","    0",",,C"
"CA004028060","2018-06-25","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  308",",,C","  134",",,C",,,,,"  221",",,C","   25",",,C","  760",",,C"
"CA004028060","2018-06-26","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","   49",",,C",,,,,"  237",",,C","  123",",,C",,,,,"  180",",,C","   24",",,C","  630",",,C"
"CA004028060","2018-06-27","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  241",",,C","   88",",,C",,,,,"  165",",,C","   24",",,C","  460",",,C"
"CA004028060","2018-06-28","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  260",",,C","  108",",,C",,,,,"  184",",,C","    0",",,C","    0",",,C"
"CA004028060","2018-06-29","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA",,,,,,,"  205",",,C","  109",",,C",,,,,"  157",",,C","   12",",,C","  460",",,C"
"CA004028060","2018-06-30","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","   28",",,C",,,,,"  232",",,C","  115",",,C",,,,,"  174",",,C","   20",",,C","  430",",,C"
"CA004028060","2018-07-01","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    4",",,C",,,,,"  232",",,C","  105",",,C",,,,,"  169",",,C",,,,
"CA004028060","2018-07-03","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA",,,,,,,,,,,,,,,,,"    0",",,C","    0",",,C"
"CA004028060","2018-07-04","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","   70",",,C",,,,,"  186",",,C","   90",",,C",,,,,"  138",",,C","   29",",,C","  520",",,C"
"CA004028060","2018-07-05","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  257",",,C","   73",",,C",,,,,"  165",",,C","   15",",,C","  350",",,C"
"CA004028060","2018-07-06","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  345",",,C","  149",",,C",,,,,"  247",",,C","   25",",,C","  370",",,C"
"CA004028060","2018-07-07","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  301",",,C","  141",",,C",,,,,"  221",",,C","   28",",,C","  610",",,C"
"CA004028060","2018-07-08","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  245",",,C","   99",",,C",,,,,"  172",",,C","    4",",,C","  350",",,C"
"CA004028060","2018-07-09","50.2667","-107.7333","825.0","SWIFT CURRENT CDA, SK CA","    0",",,C",,,,,"  330",",,C","  117",",,C",,,,,"  224",",,C","   12",",,C","  540",",,C"
