"USC00214861","2018-07-07","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","  117",",,7",,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-08","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  172",",,7",,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-09","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","  739",",,7,0600","    0",",,7,0600","    0",",,7,0600","  311",",,7","  183",",,7",,," -419",",X,7,0600",,,"  189",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,"    1",",,7",,
"USC00214861","2018-07-10","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  278",",,7","  161",",,7",,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-11","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","   30",",,7,0600","    0",",,7,0600","    0",",,7,0600","  261",",,7","  167",",,7",,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-12","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  300",",,7","  200",",,7",,,,,,,"  228",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-13","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","   10",",,7,0600","    0",",,7,0600","    0",",,7,0600","  272",",,7","  178",",,7",,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-14","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  283",",,7","  156",",,7",,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-15","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  289",",,7","  161",",,7",,,,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-16","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  122",",,7",,,"  320",",,7,0600",,,"  139",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-17","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  256",",,7","  100",",,7",,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00214861","2018-07-18","45.9646","-94.8892","408.4","LONG PRAIRIE, MN US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  244",",,7","  100",",,7",,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
