"USC00251361","2018-07-07","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  306",",,7","  139",",,7",,,,,"  144",",,7,0600","  180",",,7","  134",",,7","    1",",,7",,,,,,
"USC00251361","2018-07-08","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  139",",,7",,,,,"  156",",,7,0600",,,,,,,,,,,,
"USC00251361","2018-07-09","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  133",",,7",,,,,"  133",",,7,0600",,,,,,,"    1",",,7",,,,
"USC00251361","2018-07-10","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  128",",,7",,,,,"  128",",,7,0600","  135",",,7","  134",",,7",,,,,,,,
"USC00251361","2018-07-11","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  111",",,7",,,,,"  117",",,7,0600",,,,,,,,,,,,
"USC00251361","2018-07-12","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  117",",,7",,,,,"  128",",,7,0600",,,,,,,,,,,,
"USC00251361","2018-07-13","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  300",",,7","  111",",,7",,,,,"  117",",,7,0600","  315",",,7","  192",",,7",,,"    1",",,7",,,,
"USC00251361","2018-07-14","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  300",",,7","  117",",,7",,,,,"  133",",,7,0600",,,,,"    1",",,7",,,,,,
"USC00251361","2018-07-15","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  133",",,7",,,,,"  189",",,7,0600",,,,,"    1",",,7",,,,,,
"USC00251361","2018-07-16","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    5",",,7,0600","    0",",,7","    0",",,7,0600","  194",",,7","   94",",,7",,,,,"  117",",,7,0600",,,,,"    1",",,7",,,,,,
"USC00251361","2018-07-17","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","  124",",,7,0600","    0",",,7","    0",",,7,0600","  300",",,7","  117",",,7",,,,,"  117",",,7,0600","  135",",,7","  161",",,7","    1",",,7","    1",",,7",,,,
"USC00251361","2018-07-18","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  272",",,7","  111",",,7",,,,,"  144",",,7,0600","  180",",,7","  139",",,7","    1",",,7","    1",",,7",,,,
"USC00251361","2018-07-19","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  100",",,7",,,,,"  100",",,7,0600","  315",",,7","  183",",,7","    1",",,7",,,,,,
"USC00251361","2018-07-20","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  100",",,7",,,,,"  139",",,7,0600",,,,,,,,,,,,
"USC00251361","2018-07-21","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  139",",,7",,,,,"  183",",,7,0600",,,,,"    1",",,7",,,,,,
"USC00251361","2018-07-22","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","   74",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  139",",,7",,,,,"  156",",,7,0600","  270",",,7","  152",",,7","    1",",,7","    1",",,7",,,,
"USC00251361","2018-07-23","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  150",",,7",,,,,"  167",",,7,0600","  360",",,7","  170",",,7",,,,,,,,
"USC00251361","2018-07-24","41.0102","-103.8769","1575.8","BUSHNELL 15 S, NE US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  222",",,7","  117",",,7",,,,,"  122",",,7,0600",,,,,,,,,,,,
