"USC00049099","2018-05-03","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  272",",,7","  133",",,7",,,,,,,,,"  272",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-04","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  317",",,7","  150",",,7",,,,,,,,,"  311",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-05","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  361",",,7","  161",",,7",,,,,,,,,"  356",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-06","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  378",",,7","  189",",,7",,,,,,,,,"  372",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-07","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  372",",,7","  222",",,7",,,,,,,,,"  361",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-08","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  378",",,7","  200",",,7",,,,,,,,,"  378",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-09","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  400",",,7","  217",",,7",,,,,,,,,"  394",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-10","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  394",",,7","  206",",,7",,,,,,,,,"  356",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-11","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  356",",,7","  183",",,7",,,,,,,,,"  306",",,7,1530",,,,,,,,,,,,,,
"USC00049099","2018-05-12","34.128","-116.0369","602.0","TWENTYNINE PALMS, CA US","    0",",,7,1530",,,,,"  306",",,7","  167",",,7",,,,,,,,,"  278",",,7,1530",,,,,,,,,,,,,,
