"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00040842","2018-06-14","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  243",",,a","  129",",,a",,,,,,,,
"ASN00040842","2018-06-15","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  232",",,a","  115",",,a",,,,,,,,
"ASN00040842","2018-06-16","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  224",",,a","   53",",,a",,,,,,,,
"ASN00040842","2018-06-17","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  199",",,a","   82",",,a",,,,,,,,
"ASN00040842","2018-06-18","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  182",",,a","   89",",,a",,,,,,,,
"ASN00040842","2018-06-19","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  199",",,a","   62",",,a",,,,,,,,
"ASN00040842","2018-06-20","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  216",",,a","   65",",,a",,,,,,,,
"ASN00040842","2018-06-21","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  214",",,a","   91",",,a",,,,,,,,
"ASN00040842","2018-06-22","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  214",",,a","  108",",,a",,,,,,,,
"ASN00040842","2018-06-23","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  209",",,a","   88",",,a",,,,,,,,
"ASN00040842","2018-06-24","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  223",",,a","   73",",,a",,,,,,,,
"ASN00040842","2018-06-25","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  212",",,a","   97",",,a",,,,,,,,
"ASN00040842","2018-06-26","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  208",",,a","  128",",,a",,,,,,,,
"ASN00040842","2018-06-27","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   10",",,a","  172",",,a","  145",",,a",,,,,,,,
"ASN00040842","2018-06-28","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   90",",,a","  200",",,a","  135",",,a",,,,,,,,
"ASN00040842","2018-06-29","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    2",",,a","  220",",,a","  115",",,a",,,,,,,,
"ASN00040842","2018-06-30","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    2",",,a","  233",",,a","  115",",,a",,,,,,,,
"ASN00040842","2018-07-01","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  220",",,a","  140",",,a",,,,,,,,
"ASN00040842","2018-07-02","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    4",",,a","  232",",,a","  144",",,a",,,,,,,,
"ASN00040842","2018-07-03","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  226",",,a","  122",",,a",,,,,,,,
"ASN00040842","2018-07-04","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  228",",,a","  140",",,a",,,,,,,,
"ASN00040842","2018-07-05","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   24",",,a","  231",",,a","  155",",,a",,,,,,,,
"ASN00040842","2018-07-06","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   82",",,a","  234",",,a","  174",",,a",,,,,,,,
"ASN00040842","2018-07-07","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   22",",,a","  242",",,a","  180",",,a",,,,,,,,
"ASN00040842","2018-07-08","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  198",",,a","   91",",,a",,,,,,,,
"ASN00040842","2018-07-09","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  198",",,a","   61",",,a",,,,,,,,
"ASN00040842","2018-07-10","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  210",",,a","   83",",,a",,,,,,,,
"ASN00040842","2018-07-11","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  199",",,a","   94",",,a",,,,,,,,
"ASN00040842","2018-07-12","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   10",",,a","  207",",,a","  140",",,a",,,,,,,,
"ASN00040842","2018-07-13","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  211",",,a","   85",",,a",,,,,,,,
"ASN00040842","2018-07-14","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  201",",,a","   49",",,a",,,,,,,,
"ASN00040842","2018-07-15","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  206",",,a","   42",",,a",,,,,,,,
"ASN00040842","2018-07-16","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  220",",,a","   66",",,a",,,,,,,,
"ASN00040842","2018-07-17","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  225",",,a","   43",",,a",,,,,,,,
"ASN00040842","2018-07-18","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  226",",,a","   47",",,a",,,,,,,,
"ASN00040842","2018-07-19","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  209",",,a","   54",",,a",,,,,,,,
"ASN00040842","2018-07-20","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  247",",,a","   84",",,a",,,,,,,,
"ASN00040842","2018-07-21","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  179",",,a","   70",",,a",,,,,,,,
"ASN00040842","2018-07-22","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  196",",,a","   71",",,a",,,,,,,,
"ASN00040842","2018-07-23","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  218",",,a","   72",",,a",,,,,,,,
"ASN00040842","2018-07-24","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  217",",,a","   81",",,a",,,,,,,,
"ASN00040842","2018-07-25","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  222",",,a","   88",",,a",,,,,,,,
"ASN00040842","2018-07-26","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    2",",,a","  243",",,a","  140",",,a",,,,,,,,
"ASN00040842","2018-07-27","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  228",",,a","   99",",,a",,,,,,,,
"ASN00040842","2018-07-28","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  241",",,a","  109",",,a",,,,,,,,
"ASN00040842","2018-07-29","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  234",",,a","  105",",,a",,,,,,,,
"ASN00040842","2018-07-30","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   12",",,a","  234",",,a","  121",",,a",,,,,,,,
"ASN00040842","2018-07-31","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  216",",,a","   57",",,a",,,,,,,,
"ASN00040842","2018-08-01","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  218",",,a","   59",",,a",,,,,,,,
"ASN00040842","2018-08-02","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  218",",,a","   79",",,a",,,,,,,,
"ASN00040842","2018-08-03","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  228",",,a","  101",",,a",,,,,,,,
"ASN00040842","2018-08-04","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  235",",,a","  116",",,a",,,,,,,,
"ASN00040842","2018-08-05","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  237",",,a","   87",",,a",,,,,,,,
"ASN00040842","2018-08-06","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  252",",,a","  116",",,a",,,,,,,,
"ASN00040842","2018-08-07","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    2",",,a","  219",",,a","  141",",,a",,,,,,,,
"ASN00040842","2018-08-08","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  207",",,a","   54",",,a",,,,,,,,
"ASN00040842","2018-08-09","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  210",",,a","   58",",,a",,,,,,,,
"ASN00040842","2018-08-10","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  218",",,a","   84",",,a",,,,,,,,
"ASN00040842","2018-08-11","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  234",",,a","  102",",,a",,,,,,,,
"ASN00040842","2018-08-12","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  250",",,a","  106",",,a",,,,,,,,
"ASN00040842","2018-08-13","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  205",",,a","   56",",,a",,,,,,,,
"ASN00040842","2018-08-14","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  213",",,a","   56",",,a",,,,,,,,
"ASN00040842","2018-08-15","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  231",",,a","   64",",,a",,,,,,,,
"ASN00040842","2018-08-16","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  274",",,a","   84",",,a",,,,,,,,
"ASN00040842","2018-08-17","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  270",",,a","   74",",,a",,,,,,,,
"ASN00040842","2018-08-18","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  252",",,a","   80",",,a",,,,,,,,
"ASN00040842","2018-08-19","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  229",",,a","   83",",,a",,,,,,,,
"ASN00040842","2018-08-20","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  213",",,a","   94",",,a",,,,,,,,
"ASN00040842","2018-08-21","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  228",",,a","   33",",,a",,,,,,,,
"ASN00040842","2018-08-22","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  244",",,a","   74",",,a",,,,,,,,
"ASN00040842","2018-08-23","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  216",",,a","   74",",,a",,,,,,,,
"ASN00040842","2018-08-24","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  227",",,a","  108",",,a",,,,,,,,
"ASN00040842","2018-08-25","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  219",",,a","  125",",,a",,,,,,,,
"ASN00040842","2018-08-26","-27.3917","153.1292","4.5","BRISBANE AERO, AS","  124",",,a","  190",",,a","  153",",,a",,,,,,,,
"ASN00040842","2018-08-27","-27.3917","153.1292","4.5","BRISBANE AERO, AS","   78",",,a","  237",",,a","  100",",,a",,,,,,,,
"ASN00040842","2018-08-28","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  209",",,a","  100",",,a",,,,,,,,
"ASN00040842","2018-08-29","-27.3917","153.1292","4.5","BRISBANE AERO, AS","    0",",,a","  246",",,a","   80",",,a",,,,,,,,
