"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"THW00041018","2018-12-23","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-24","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  251","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-25","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  167",",,S",,,"  242","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-26","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  246","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-27","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  167",",,S",,,"  252","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-28","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-29","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  236","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-30","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-31","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  277",",,S",,,,,"  221","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-01","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  217","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  282",",,S",,,,,"  217","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-03","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  287",",,S","  152",",,S",,,"  232","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  195",",,S",,,"  238","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-05","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  200",",,S",,,"  253","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-06","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  265","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  205",",,S",,,"  272","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  267","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-09","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  199",",,S",,,"  274","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  269","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  332",",,S","  186",",,S",,,"  264","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-15","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  317",",,S","  199",",,S",,,"  259","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-16","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-17","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  313",",,S",,,,,"  246","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-18","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  294",",,S",,,,,"  234","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-19","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  197",",,S",,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-21","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-22","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  235","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-23","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  236","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-24","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  164",",,S",,,"  236","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-25","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  246","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-26","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  239","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-27","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  220","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-28","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  149",",,S",,,"  229","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-29","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  156",",,S",,,"  247","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-30","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  323",",,S",,,,,"  254","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-01-31","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  337",",,S","  177",",,S",,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-01","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-03","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  188",",,S",,,"  271","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  196",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-05","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  360",",,S","  199",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-06","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  198",",,S",,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-09","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  183",",,S",,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  188",",,S",,,"  290","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  349",",,S","  235",",,S",,,"  290","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  210",",,S",,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-15","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  277","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-16","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-17","17.38333","102.8","178.0","UDON THANI, TH","  363",",,S",,,,,,,,,,,"  215","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-18","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,,,"  198",",,S",,,"  251","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-19","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  278","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  212",",,S",,,"  289","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-21","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  293","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-22","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  216",",,S",,,"  298","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-23","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  291","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-24","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  293","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-25","17.38333","102.8","178.0","UDON THANI, TH","  178",",,S",,,,,,,"  230",",,S",,,"  289","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-26","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,"  314",",,S",,,,,"  264","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-27","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-02-28","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  228",",,S",,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-01","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,,,,,"  290","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  301","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-03","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,"  238",",,S",,,"  304","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  298","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-05","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  363",",,S",,,,,"  294","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-06","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  211",",,S",,,"  299","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  299","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  216",",,S",,,"  295","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-09","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  306","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  310","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  296","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  370",",,S","  194",",,S",,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  210",",,S",,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-15","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  216",",,S",,,"  295","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-16","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  237",",,S",,,"  292","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-17","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  238",",,S",,,"  296","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-18","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  304","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-19","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  311","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  304","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-21","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  311","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-22","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  224",",,S",,,"  316","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-23","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  214",",,S",,,"  318","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-24","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,,,,,,,"  302","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-25","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,,,"  250",",,S",,,"  297","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-26","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-27","17.38333","102.8","178.0","UDON THANI, TH","   41",",,S",,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-28","17.38333","102.8","178.0","UDON THANI, TH","   28",",,S",,,,,,,,,,,"  278","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-29","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  229",",,S",,,"  308","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-30","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  233",",,S",,,"  309","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-03-31","17.38333","102.8","178.0","UDON THANI, TH","   79",",,S",,,,,,,"  235",",,S",,,"  306","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-01","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  359",",,S",,,,,"  303","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-02","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,,,"  237",",,S",,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-03","17.38333","102.8","178.0","UDON THANI, TH","   18",",,S",,,,,,,,,,,"  287","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  238",",,S",,,"  301","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-05","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-06","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  235",",,S",,,"  302","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  236",",,S",,,"  313","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  246",",,S",,,"  320","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-09","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  251",",,S",,,"  331","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  333","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  410",",,S","  255",",,S",,,"  345","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  407",",,S","  263",",,S",,,"  341","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  338","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  267",",,S",,,"  336","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-15","17.38333","102.8","178.0","UDON THANI, TH","   33",",,S",,,,,,,,,,,"  312","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-16","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,,,"  236",",,S",,,"  322","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-17","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  337","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-18","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  396",",,S",,,,,"  332","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-19","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,,,,,"  334","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  263",",,S",,,"  348","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-21","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  350","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-22","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  304","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-23","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  303","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-24","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  252",",,S",,,"  338","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-25","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  338","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-26","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  256",",,S",,,"  329","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-27","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  400",",,S","  258",",,S",,,"  342","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-28","17.38333","102.8","178.0","UDON THANI, TH","   69",",,S",,,,,"  381",",,S",,,,,"  300","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-29","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,,,"  240",",,S",,,"  326","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-04-30","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  332","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-01","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  404",",,S",,,,,"  339","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  402",",,S","  273",",,S",,,"  344","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-03","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  337","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-04","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  260",",,S",,,"  303","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-05","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  386",",,S",,,,,"  317","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-06","17.38333","102.8","178.0","UDON THANI, TH","   28",",,S",,,,,,,,,,,"  301","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-07","17.38333","102.8","178.0","UDON THANI, TH","   25",",,S",,,,,,,,,,,"  301","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-08","17.38333","102.8","178.0","UDON THANI, TH","   64",",,S",,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-09","17.38333","102.8","178.0","UDON THANI, TH","   28",",,S",,,,,"  320",",,S","  249",",,S",,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-10","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  339",",,S","  247",",,S",,,"  289","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  361",",,S","  260",",,S",,,"  308","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  365",",,S","  269",",,S",,,"  312","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-13","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,"  354",",,S",,,,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-14","17.38333","102.8","178.0","UDON THANI, TH","   33",",,S",,,,,,,,,,,"  272","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-15","17.38333","102.8","178.0","UDON THANI, TH","   13",",,S",,,,,,,"  249",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-16","17.38333","102.8","178.0","UDON THANI, TH","    8",",,S",,,,,"  355",",,S",,,,,"  291","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-17","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,"  380",",,S","  253",",,S",,,"  318","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-18","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  387",",,S","  265",",,S",,,"  327","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-19","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  398",",,S","  273",",,S",,,"  341","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  346","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-21","17.38333","102.8","178.0","UDON THANI, TH","   18",",,S",,,,,,,,,,,"  301","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-22","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,"  348",",,S","  250",",,S",,,"  297","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-23","17.38333","102.8","178.0","UDON THANI, TH","   71",",,S",,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-24","17.38333","102.8","178.0","UDON THANI, TH","   20",",,S",,,,,,,"  248",",,S",,,"  287","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-25","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  349",",,S","  260",",,S",,,"  299","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-26","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,,,,,"  302","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-27","17.38333","102.8","178.0","UDON THANI, TH","   30",",,S",,,,,"  336",",,S","  260",",,S",,,"  277","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-28","17.38333","102.8","178.0","UDON THANI, TH","  127",",,S",,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-29","17.38333","102.8","178.0","UDON THANI, TH","   91",",,S",,,,,"  337",",,S",,,,,"  280","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-30","17.38333","102.8","178.0","UDON THANI, TH","  251",",,S",,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-05-31","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,"  340",",,S",,,,,"  288","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-01","17.38333","102.8","178.0","UDON THANI, TH","  650",",,S",,,,,,,,,,,"  269","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-02","17.38333","102.8","178.0","UDON THANI, TH","  526",",,S",,,,,"  335",",,S",,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-03","17.38333","102.8","178.0","UDON THANI, TH","   79",",,S",,,,,"  344",",,S","  238",",,S",,,"  301","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-04","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  339",",,S",,,,,"  296","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-05","17.38333","102.8","178.0","UDON THANI, TH","  104",",,S",,,,,,,,,,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-06","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,"  348",",,S","  248",",,S",,,"  303","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-07","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  306","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  356",",,S","  266",",,S",,,"  311","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-09","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  363",",,S","  268",",,S",,,"  315","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  267",",,S",,,"  316","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-11","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  305","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-12","17.38333","102.8","178.0","UDON THANI, TH","  216",",,S",,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-13","17.38333","102.8","178.0","UDON THANI, TH","   41",",,S",,,,,"  357",",,S",,,,,"  305","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-14","17.38333","102.8","178.0","UDON THANI, TH","  114",",,S",,,,,"  336",",,S",,,,,"  291","H,,S",,,,,,,,,,,,,,
"THW00041018","2019-06-15","17.38333","102.8","178.0","UDON THANI, TH","   74",",,S",,,,,"  363",",,S",,,,,"  299","H,,S",,,,,,,,,,,,,,
