"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00047016","2018-06-13","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  170",",,a","   85",",,a",,,,,,,,
"ASN00047016","2018-06-14","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   12",",,a","  177",",,a","   75",",,a",,,,,,,,
"ASN00047016","2018-06-15","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   10",",,a","  165",",,a","   82",",,a",,,,,,,,
"ASN00047016","2018-06-16","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   55",",,a","  135",",,a","   85",",,a",,,,,,,,
"ASN00047016","2018-06-17","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   34",",,a","  145",",,a","   50",",,a",,,,,,,,
"ASN00047016","2018-06-18","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   20",",,a","  148",",,a","   31",",,a",,,,,,,,
"ASN00047016","2018-06-19","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  115",",,a","   -5",",,a",,,,,,,,
"ASN00047016","2018-06-20","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  115",",,a","   35",",,a",,,,,,,,
"ASN00047016","2018-06-21","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  135",",,a","  -15",",,a",,,,,,,,
"ASN00047016","2018-06-22","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  135",",,a","  -10",",,a",,,,,,,,
"ASN00047016","2018-06-23","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  159",",,a","  -20",",,a",,,,,,,,
"ASN00047016","2018-06-24","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  145",",,a","    8",",,a",,,,,,,,
"ASN00047016","2018-06-25","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  126",",,a","    5",",,a",,,,,,,,
"ASN00047016","2018-06-26","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  120",",,a","    7",",,a",,,,,,,,
"ASN00047016","2018-06-27","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    9",",,a","  125",",,a","   25",",,a",,,,,,,,
"ASN00047016","2018-06-28","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    2",",,a",,,"   10",",,a",,,,,,,,
"ASN00047016","2018-06-29","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a",,,,,,,"    2",",,a",,,"  155",",,a"
"ASN00047016","2018-06-30","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  153",",,a","   50",",,a",,,,,,,,
"ASN00047016","2018-07-01","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  145",",,a","    3",",,a",,,,,,,,
"ASN00047016","2018-07-02","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  151",",,a","   -5",",,a",,,,,,,,
"ASN00047016","2018-07-03","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  155",",,a","   10",",,a",,,,,,,,
"ASN00047016","2018-07-04","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  199",",,a","   60",",,a",,,,,,,,
"ASN00047016","2018-07-05","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  215",",,a","   80",",,a",,,,,,,,
"ASN00047016","2018-07-06","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   10",",,a","  165",",,a","   95",",,a",,,,,,,,
"ASN00047016","2018-07-07","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  150",",,a","   83",",,a",,,,,,,,
"ASN00047016","2018-07-08","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    3",",,a","  170",",,a","   75",",,a",,,,,,,,
"ASN00047016","2018-07-09","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    4",",,a","  150",",,a","   93",",,a",,,,,,,,
"ASN00047016","2018-07-10","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  140",",,a","   15",",,a",,,,,,,,
"ASN00047016","2018-07-11","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  138",",,a","   -5",",,a",,,,,,,,
"ASN00047016","2018-07-12","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","   10",",,a","  115",",,a","   45",",,a",,,,,,,,
"ASN00047016","2018-07-13","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    2",",,a","  121",",,a","   -1",",,a",,,,,,,,
"ASN00047016","2018-07-14","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  151",",,a","    0",",,a",,,,,,,,
"ASN00047016","2018-07-15","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  175",",,a","   50",",,a",,,,,,,,
"ASN00047016","2018-07-16","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  188",",,a","   64",",,a",,,,,,,,
"ASN00047016","2018-07-17","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  219",",,a","   79",",,a",,,,,,,,
"ASN00047016","2018-07-18","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  195",",,a","   69",",,a",,,,,,,,
"ASN00047016","2018-07-19","-34.0398","141.2652","43.0","LAKE VICTORIA STORAGE, AS","    0",",,a","  220",",,a","   75",",,a",,,,,,,,
