"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014933","2019-07-13","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  317",",,W","  206",",,W",,,,,"   24",",,W",,,,,,," 1224",",,W",,,"  261","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-14","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  228",",,W",,,,,"   36",",,W",,,,,,," 1357",",,W",,,"  283","H,,S",,,,,"  170",",,W","  160",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-15","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   52",",,W",,,,,,," 1302",",,W",,,"  277","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-16","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  206",",,W",,,,,"   28",",,W",,,,,,," 0824",",,W",,,"  257","H,,S",,,,,"  250",",,W","  240",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-17","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  419",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  206",",,W",,,,,"   48",",,W",,,,,,," 1041",",,W",,,"  257","H,,S",,,,,"   10",",,W","   20",",,W",,,,,,,,,"  139",",,W","  197",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-18","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  250",",,W",,,,,"   60",",,W",,,,,,," 0239",",,W",,,"  287","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,,,"   89",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-19","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  356",",,W","  261",",,W",,,,,"   54",",,W",,,,,,," 1612",",,W",,,"  309","H,,S",,,,,"  200",",,W","  180",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-20","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  320",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  200",",,W",,,,,"   47",",,W",,,,,,," 1811",",,W",,,"  295","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"  165",",,W","  237",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-21","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  250",",,W","  200",",,W",,,,,"   32",",,W",,,,,,," 2137",",,W",,,"  220","H,,S",,,,,"   20",",,W","   80",",,W",,,,,,,,,"   63",",,W","  112",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-22","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  172",",,W",,,,,"   44",",,W",,,,,,," 1333",",,W",,,"  224","H,,S",,,,,"  350",",,W","  360",",,W",,,,,,,,,"   81",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-23","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  144",",,W",,,,,"   27",",,W",,,,,,," 1107",",,W",,,"  212","H,,S",,,,,"  330",",,W","  350",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-24","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  161",",,W",,,,,"   16",",,W",,,,,,," 2018",",,W",,,"  224","H,,S",,,,,"  160",",,W","  100",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-25","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    8",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  172",",,W",,,,,"   37",",,W",,,,,,," 1010",",,W",,,"  227","H,,S",,,,,"  210",",,W","  210",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-26","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  206",",,W",,,,,"   58",",,W",,,,,,," 0920",",,W",,,"  248","H,,S",,,,,"  210",",,W","  200",",,W",,,,,,,,,"  103",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-27","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   84",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  217",",,W",,,,,"   46",",,W",,,,,,," 1543",",,W",,,"  259","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-28","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  284",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  211",",,W",,,,,"   43",",,W",,,,,,," 2237",",,W",,,"  257","H,,S",,,,,"  190",",,W","  220",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-29","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  194",",,W",,,,,"   47",",,W",,,,,,," 1418",",,W",,,"  239","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-30","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  161",",,W",,,,,"   21",",,W",,,,,,," 1628",",,W",,,"  219","H,,S",,,,,"   30",",,W","  140",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-07-31","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   46",",,W,2400","    0",",,W","    0",",,W","  233",",,W","  172",",,W",,,,,"   28",",,W",,,,,,," 0710",",,W",,,"  206","H,,S",,,,,"  140",",,W","  110",",,W",,,,,,,,,"   63",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-01","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  144",",,W",,,,,"   30",",,W",,,,,,,,,,,"  208","H,,S",,,,,"  120",",,W","  100",",,W",,,,,,,,,"   58",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-02","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  172",",,W",,,,,"   30",",,W",,,,,,,,,,,"  231","H,,S",,,,,"  130",",,W","  150",",,W",,,,,,,,,"   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-03","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  300",",,W","  200",",,W",,,,,"   27",",,W",,,,,,,,,,,"  243","H,,S",,,,,"  110",",,W","  110",",,W",,,,,,,,,"   76",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-04","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  189",",,W",,,,,"   14",",,W",,,,,,,,,,,"  251","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-05","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  194",",,W",,,,,"   35",",,W",,,,,,,,,,,"  253","H,,S",,,,,"   50",",,W","  250",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-06","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  194",",,W",,,,,"   24",",,W",,,,,,,,,,,"  252","H,,S",,,,,"   20",",,W","  360",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-07","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  183",",,W",,,,,"   26",",,W",,,,,,,,,,,"  248","H,,S",,,,,"  240",",,W","  180",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-08","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  206",",,W",,,,,"   31",",,W",,,,,,,,,,,"  251","H,,S",,,,,"   10",",,W","  350",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-09","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  161",",,W",,,,,"   14",",,W",,,,,,,,,,,"  231","H,,S",,,,,"  150",",,W","   70",",,W",,,,,,,,,"   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-10","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  206",",,W",,,,,"   37",",,W",,,,,,,,,,,"  250","H,,S",,,,,"  170",",,W","  140",",,W",,,,,,,,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-11","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   23",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  222",",,W",,,,,"   22",",,W",,,,,,,,,,,"  256","H,,S",,,,,"  240",",,W","  230",",,W",,,,,,,,,"  139",",,W","  174",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-12","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   71",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  217",",,W",,,,,"   29",",,W",,,,,,,,,,,"  249","H,,S",,,,,"  240",",,W","  250",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-13","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  211",",,W",,,,,"   41",",,W",,,,,,,,,,,"  254","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-14","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  167",",,W",,,,,"   44",",,W",,,,,,,,,,,"  219","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-15","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  156",",,W",,,,,"   21",",,W",,,,,,,,,,,"  208","H,,S",,,,,"  190",",,W","  170",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-16","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  183",",,W",,,,,"   22",",,W",,,,,,,,,,,"  222","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-17","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  300",",,W","  200",",,W",,,,,"   38",",,W",,,,,,,,,,,"  241","H,,S",,,,,"  170",",,W","  140",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-18","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  518",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  178",",,W",,,,,"   38",",,W",,,,,,,,,,,"  236","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,,,"  130",",,W","  197",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-19","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  289",",,W","  189",",,W",,,,,"   29",",,W",,,,,,,,,,,"  233","H,,S",,,,,"  120",",,W","  110",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-20","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  704",",,W,2400","    0","T,,W","    0",",,W","  317",",,W","  194",",,W",,,,,"   33",",,W",,,,,,,,,,,"  251","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,,,"  161",",,W","  246",",,W",,,,,"    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-21","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  119",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  183",",,W",,,,,"   30",",,W",,,,,,,,,,,"  244","H,,S",,,,,"  260",",,W","  270",",,W",,,,,,,,,"  125",",,W","  174",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-22","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  156",",,W",,,,,"   27",",,W",,,,,,,,,,,"  210","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-23","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  161",",,W",,,,,"   36",",,W",,,,,,,,,,,"  211","H,,S",,,,,"  110",",,W","  110",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-24","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  161",",,W",,,,,"   44",",,W",,,,,,,,,,,"  201","H,,S",,,,,"  140",",,W","  110",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-25","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  211",",,W","  167",",,W",,,,,"   43",",,W",,,,,,,,,,,"  193","H,,S",,,,,"  110",",,W","  100",",,W",,,,,,,,,"   67",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-26","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  172",",,W",,,,,"   33",",,W",,,,,,,,,,,"  196","H,,S",,,,,"  310",",,W","  290",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-27","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  144",",,W",,,,,"   54",",,W",,,,,,,,,,,"  206","H,,S",,,,,"  290",",,W","  300",",,W",,,,,,,,,"  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-28","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  122",",,W",,,,,"   38",",,W",,,,,,,,,,,"  190","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-29","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  124",",,W,2400","    0","T,,W","    0",",,W","  311",",,W","  178",",,W",,,,,"   47",",,W",,,,,,,,,,,"  228","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-30","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  172",",,W",,,,,"   29",",,W",,,,,,,,,,,"  208","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-08-31","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    0",",,W","    0",",,W","  194",",,W","  150",",,W",,,,,"   26",",,W",,,,,,,,,,,"  179","H,,S",,,,,"   60",",,W","  110",",,W",,,,,,,,,"   54",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-01","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  150",",,W",,,,,"   19",",,W",,,,,,,,,,,"  193","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-02","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  283",",,W","  183",",,W",,,,,"   41",",,W",,,,,,,,,,,"  228","H,,S",,,,,"  160",",,W","  120",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-03","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  172",",,W",,,,,"   51",",,W",,,,,,,,,,,"  252","H,,S",,,,,"  300",",,W","  290",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-04","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  128",",,W",,,,,"   23",",,W",,,,,,,,,,,"  195","H,,S",,,,,"   30",",,W","   20",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-05","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  144",",,W",,,,,"   43",",,W",,,,,,,,,,,"  206","H,,S",,,,,"  160",",,W","  140",",,W",,,,,,,,,"   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-06","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  172",",,W",,,,,"   46",",,W",,,,,,,,,,,"  226","H,,S",,,,,"   10",",,W","   30",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-07","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   23",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  156",",,W",,,,,"   25",",,W",,,,,,,,,,,"  203","H,,S",,,,,"   90",",,W","  100",",,W",,,,,,,,,"   58",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-08","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   20",",,W,2400","    0",",,W","    0",",,W","  211",",,W","  172",",,W",,,,,"   35",",,W",,,,,,,,,,,"  187","H,,S",,,,,"  100",",,W","  100",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-09","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  112",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  183",",,W",,,,,"   42",",,W",,,,,,,,,,,"  213","H,,S",,,,,"  280",",,W","  290",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-09-10","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  582",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  178",",,W",,,,,"   45",",,W",,,,,,,,,,,"  232","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,"  143",",,W","  201",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
