"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00053867","2018-07-05","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0","T,,W",,,,,"  344",",,W","  239",",,W","   13",",,W",,,,,,,,,"  160",",,W","  190",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,
"USW00053867","2018-07-06","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0","T,,W",,,,,"  350",",,W","  239",",,W","   11",",,W",,,,,,,,,"  230",",,W","  340",",,W","   63",",,W","   89",",,W",,,,,"    1",",,W",,,,,,
"USW00053867","2018-07-07","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  306",",,W","  228",",,W","   18",",,W",,,,,,,,,"   70",",,W","   80",",,W","   63",",,W","  103",",,W",,,,,"    1",",,W",,,,,,
"USW00053867","2018-07-08","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  322",",,W","  217",",,W","   20",",,W",,,,,,,,,"   30",",,W","   30",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,
"USW00053867","2018-07-09","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  333",",,W","  217",",,W","   16",",,W",,,,,,,,,"  300",",,W","  250",",,W","   54",",,W","   89",",,W",,,,,,,,,,,,
"USW00053867","2018-07-10","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  356",",,W","  189",",,W","   12",",,W",,,,,,,,,"  310",",,W","  300",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,
"USW00053867","2018-07-11","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  378",",,W","  228",",,W","   14",",,W",,,,,,,,,"  180",",,W","  210",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,
"USW00053867","2018-07-12","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","   23",",,W",,,,,"  372",",,W","  244",",,W","   15",",,W",,,,,,,,,"  200",",,W","  210",",,W","   67",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,
"USW00053867","2018-07-13","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  306",",,W","  244",",,W","   13",",,W",,,,,,,,,"   80",",,W","   70",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00053867","2018-07-14","33.97056","-80.99583","64.6","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","    0",",,W",,,,,"  333",",,W","  233",",,W","   10",",,W",,,,,,,,,"  160",",,W","  170",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,,
