"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CHM00058834","2018-06-27","26.633","118.0","128.0","NANPING, CH",,,"  372",",,S","  248",",,S","  309","H,,S"
"CHM00058834","2018-06-28","26.633","118.0","128.0","NANPING, CH",,,"  364",",,S","  253",",,S","  309","H,,S"
"CHM00058834","2018-06-29","26.633","118.0","128.0","NANPING, CH","  244",",,S","  371",",,S",,,"  307","H,,S"
"CHM00058834","2018-06-30","26.633","118.0","128.0","NANPING, CH",,,"  350",",,S","  254",",,S","  294","H,,S"
"CHM00058834","2018-07-01","26.633","118.0","128.0","NANPING, CH","  109",",,S","  362",",,S",,,"  276","H,,S"
"CHM00058834","2018-07-02","26.633","118.0","128.0","NANPING, CH","  155",",,S","  348",",,S","  245",",,S","  284","H,,S"
"CHM00058834","2018-07-03","26.633","118.0","128.0","NANPING, CH",,,"  348",",,S","  251",",,S","  294","H,,S"
"CHM00058834","2018-07-04","26.633","118.0","128.0","NANPING, CH",,,"  350",",,S","  260",",,S","  306","H,,S"
"CHM00058834","2018-07-05","26.633","118.0","128.0","NANPING, CH",,,"  348",",,S","  269",",,S","  308","H,,S"
"CHM00058834","2018-07-06","26.633","118.0","128.0","NANPING, CH","    8",",,S","  314",",,S",,,"  284","H,,S"
"CHM00058834","2018-07-07","26.633","118.0","128.0","NANPING, CH","  127",",,S","  312",",,S",,,"  261","H,,S"
"CHM00058834","2018-07-08","26.633","118.0","128.0","NANPING, CH",,,"  353",",,S","  248",",,S","  301","H,,S"
"CHM00058834","2018-07-09","26.633","118.0","128.0","NANPING, CH",,,"  368",",,S","  254",",,S","  312","H,,S"
"CHM00058834","2018-07-10","26.633","118.0","128.0","NANPING, CH",,,"  377",",,S","  253",",,S","  307","H,,S"
"CHM00058834","2018-07-11","26.633","118.0","128.0","NANPING, CH","    5",",,S","  312",",,S","  245",",,S","  261","H,,S"
"CHM00058834","2018-07-12","26.633","118.0","128.0","NANPING, CH","  475",",,S","  340",",,S","  241",",,S","  294","H,,S"
"CHM00058834","2018-07-13","26.633","118.0","128.0","NANPING, CH","    0",",,S","  354",",,S",,,"  302","H,,S"
"CHM00058834","2018-07-14","26.633","118.0","128.0","NANPING, CH",,,"  343",",,S",,,"  294","H,,S"
"CHM00058834","2018-07-15","26.633","118.0","128.0","NANPING, CH",,,"  350",",,S","  239",",,S","  297","H,,S"
"CHM00058834","2018-07-16","26.633","118.0","128.0","NANPING, CH",,,"  327",",,S","  258",",,S","  293","H,,S"
"CHM00058834","2018-07-17","26.633","118.0","128.0","NANPING, CH",,,"  354",",,S","  264",",,S","  302","H,,S"
"CHM00058834","2018-07-18","26.633","118.0","128.0","NANPING, CH",,,"  346",",,S",,,"  301","H,,S"
"CHM00058834","2018-07-19","26.633","118.0","128.0","NANPING, CH",,,"  336",",,S","  256",",,S","  289","H,,S"
"CHM00058834","2018-07-20","26.633","118.0","128.0","NANPING, CH",,,"  368",",,S","  252",",,S","  312","H,,S"
"CHM00058834","2018-07-21","26.633","118.0","128.0","NANPING, CH","  325",",,S","  374",",,S",,,"  300","H,,S"
"CHM00058834","2018-07-22","26.633","118.0","128.0","NANPING, CH","   10",",,S","  361",",,S","  238",",,S","  293","H,,S"
"CHM00058834","2018-07-23","26.633","118.0","128.0","NANPING, CH",,,"  357",",,S","  249",",,S","  304","H,,S"
"CHM00058834","2018-07-24","26.633","118.0","128.0","NANPING, CH","   20",",,S","  360",",,S","  264",",,S","  305","H,,S"
"CHM00058834","2018-07-25","26.633","118.0","128.0","NANPING, CH",,,"  368",",,S","  263",",,S","  319","H,,S"
"CHM00058834","2018-07-26","26.633","118.0","128.0","NANPING, CH",,,"  380",",,S",,,"  316","H,,S"
"CHM00058834","2018-07-27","26.633","118.0","128.0","NANPING, CH",,,"  371",",,S",,,"  299","H,,S"
"CHM00058834","2018-07-28","26.633","118.0","128.0","NANPING, CH",,,"  375",",,S","  250",",,S","  314","H,,S"
"CHM00058834","2018-07-29","26.633","118.0","128.0","NANPING, CH","   20",",,S","  387",",,S",,,"  310","H,,S"
"CHM00058834","2018-07-30","26.633","118.0","128.0","NANPING, CH",,,"  377",",,S","  249",",,S","  308","H,,S"
"CHM00058834","2018-07-31","26.633","118.0","128.0","NANPING, CH","   56",",,S","  369",",,S",,,"  283","H,,S"
"CHM00058834","2018-08-01","26.633","118.0","128.0","NANPING, CH",,,"  367",",,S","  247",",,S","  292","H,,S"
"CHM00058834","2018-08-02","26.633","118.0","128.0","NANPING, CH","  338",",,S","  363",",,S","  245",",,S","  278","H,,S"
"CHM00058834","2018-08-03","26.633","118.0","128.0","NANPING, CH","   23",",,S","  346",",,S","  247",",,S","  284","H,,S"
"CHM00058834","2018-08-04","26.633","118.0","128.0","NANPING, CH","  145",",,S","  363",",,S",,,"  297","H,,S"
"CHM00058834","2018-08-05","26.633","118.0","128.0","NANPING, CH","    0",",,S","  360",",,S","  246",",,S","  303","H,,S"
"CHM00058834","2018-08-06","26.633","118.0","128.0","NANPING, CH","   41",",,S","  376",",,S","  251",",,S","  304","H,,S"
"CHM00058834","2018-08-07","26.633","118.0","128.0","NANPING, CH","  168",",,S","  379",",,S",,,"  298","H,,S"
"CHM00058834","2018-08-08","26.633","118.0","128.0","NANPING, CH","   25",",,S","  371",",,S","  252",",,S","  303","H,,S"
"CHM00058834","2018-08-09","26.633","118.0","128.0","NANPING, CH",,,"  372",",,S","  250",",,S","  306","H,,S"
"CHM00058834","2018-08-10","26.633","118.0","128.0","NANPING, CH",,,"  374",",,S","  253",",,S","  314","H,,S"
