"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014926","2018-12-22","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    5",",,W,2400","    3",",,W,","    0","T,,W,","  -10",",,W","  -60",",,W",,,,,"   25",",,W",,,,,,,,,,,"  -50","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,"   58",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-23","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0","T,,W,","    0","T,,W,","  -10",",,W"," -116",",,W",,,,,"   53",",,W",,,,,,,,,,,"  -42","H,,S",,,,,,,"  270",",,W","  260",",,W",,,,,,,"   89",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-24","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0","T,,W,","  -49",",,W"," -138",",,W",,,,,"   11",",,W",,,,,,,,,,,"  -96","H,,S",,,,,,,"   80",",,W","   70",",,W",,,,,,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-25","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0","T,,W,","  -21",",,W","  -82",",,W",,,,,"   16",",,W",,,,,,,,,,,"  -57","H,,S",,,,,,,"  350",",,W","  340",",,W",,,,,,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-26","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   61",",,W,2400","   51",",,W,","    0","T,,W,","   -5",",,W","  -82",",,W",,,,,"   35",",,W",,,,,,,,,,,"  -48","H,,S",,,,,,,"   90",",,W","   90",",,W",,,,,,,"   54",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-27","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  102",",,W,2400","   74",",,W,","   80",",,W,","   11",",,W","  -32",",,W",,,,,"   44",",,W",,,,,,,,,,,"   -2","H,,S",,,,,,,"  350",",,W","  340",",,W",,,,,,,"   98",",,W","  161",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-28","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    3",",,W,2400","    8",",,W,","  130",",,W,","  -32",",,W"," -193",",,W",,,,,"   64",",,W",,,,,,,,,,,"  -72","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,"  116",",,W","  170",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-29","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0","T,,W,","  130",",,W,","  -93",",,W"," -227",",,W",,,,,"   34",",,W",,,,,,,,,,," -171","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,"   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-30","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   18",",,W,2400","    8",",,W,","  130",",,W,","  -16",",,W"," -105",",,W",,,,,"   39",",,W",,,,,,,,,,,"  -76","H,,S",,,,,,,"  140",",,W","  150",",,W",,,,,,,"   67",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2018-12-31","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   23",",,W,2400","   43",",,W,","  150",",,W,","  -27",",,W"," -182",",,W",,,,,"   62",",,W",,,,,,,,,,,"  -46","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,"  107",",,W","  165",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-01","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  150",",,W,"," -149",",,W"," -249",",,W",,,,,"   20",",,W",,,,,,,,,,," -188","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-02","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0","T,,W,","  150",",,W,","  -49",",,W"," -238",",,W",,,,,"   38",",,W",,,,,,,,,,," -163","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-03","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  150",",,W,","   28",",,W","  -99",",,W",,,,,"   33",",,W",,,,,,,,,,,"  -43","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-04","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  130",",,W,","   44",",,W","  -88",",,W",,,,,"   17",",,W",,,,,,,,,,,"  -18","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,"   54",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-05","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  130",",,W,","   56",",,W","  -77",",,W",,,,,"   29",",,W",,,,,,,,,,,"   -4","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,"   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-06","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  130",",,W,","   22",",,W","  -93",",,W",,,,,"   39",",,W",,,,,,,,,,,"  -46","H,,S",,,,,,,"  120",",,W","  110",",,W",,,,,,,"   89",",,W","  148",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-07","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","   22",",,W","  -10",",,W",,,,,"   32",",,W",,,,,,,,,,,"   14","H,,S",,,,,,,"  300",",,W","  130",",,W",,,,,,,"   89",",,W","  125",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-08","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0","T,,W,","  100",",,W,","   22",",,W"," -138",",,W",,,,,"   96",",,W",,,,,,,,,,,"  -39","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,"  157",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-09","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,"," -116",",,W"," -171",",,W",,,,,"   52",",,W",,,,,,,,,,," -142","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,"  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-10","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","  -60",",,W"," -149",",,W",,,,,"   27",",,W",,,,,,,,,,," -118","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-11","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","  -21",",,W"," -121",",,W",,,,,"   21",",,W",,,,,,,,,,,"  -73","H,,S",,,,,,,"  150",",,W","  130",",,W",,,,,,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-12","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","  -16",",,W","  -77",",,W",,,,,"   25",",,W",,,,,,,,,,,"  -47","H,,S",,,,,,,"   80",",,W","   70",",,W",,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-13","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","    0",",,W","  -38",",,W",,,,,"   38",",,W",,,,,,,,,,,"  -20","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,"   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-14","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","  -10",",,W"," -121",",,W",,,,,"   23",",,W",,,,,,,,,,,"  -18","H,,S",,,,,,,"  310",",,W","  230",",,W",,,,,,,"   63",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-15","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0","T,,W,","  100",",,W,","  -21",",,W"," -138",",,W",,,,,"   51",",,W",,,,,,,,,,,"  -59","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"  103",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-16","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","  -99",",,W"," -188",",,W",,,,,"   17",",,W",,,,,,,,,,," -133","H,,S",,,,,,,"  360",",,W","   10",",,W",,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-17","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,","  -88",",,W"," -177",",,W",,,,,"   25",",,W",,,,,,,,,,," -132","H,,S",,,,,,,"  310",",,W","  340",",,W",,,,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-18","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,"," -127",",,W"," -182",",,W",,,,,"   38",",,W",,,,,,,,,,," -146","H,,S",,,,,,,"   10",",,W","  360",",,W",,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-19","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,"," -160",",,W"," -227",",,W",,,,,"   34",",,W",,,,,,,,,,," -191","H,,S",,,,,,,"  350",",,W",,,,,,,,,"   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-20","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  100",",,W,"," -155",",,W"," -232",",,W",,,,,"   22",",,W",,,,,,,,,,," -201","H,,S",,,,,,,"   90",",,W","   50",",,W",,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-21","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    8",",,W,2400","   13",",,W,","  100",",,W,","  -93",",,W"," -210",",,W",,,,,"   51",",,W",,,,,,,,,,," -167","H,,S",,,,,,,"  140",",,W","  160",",,W",,,,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-22","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   13",",,W,2400","   33",",,W,","  150",",,W,","  -77",",,W"," -143",",,W",,,,,"   20",",,W",,,,,,,,,,,"  -96","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,"   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-23","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0","T,,W,","  150",",,W,","  -77",",,W"," -188",",,W",,,,,"   15",",,W",,,,,,,,,,," -122","H,,S",,,,,,,"  320",",,W","  210",",,W",,,,,,,"   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-24","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    5",",,W,","  150",",,W,","  -77",",,W"," -249",",,W",,,,,"   78",",,W",,,,,,,,,,," -139","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"  134",",,W","  170",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-25","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  150",",,W,"," -171",",,W"," -288",",,W",,,,,"   11",",,W",,,,,,,,,,," -231","H,,S",,,,,,,"  350",",,W","  360",",,W",,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-26","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    5",",,W,2400","    8",",,W,","  150",",,W,"," -132",",,W"," -271",",,W",,,,,"   26",",,W",,,,,,,,,,," -209","H,,S",,,,,,,"  320",",,W","  330",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-27","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   56",",,W,2400","   58",",,W,","  150",",,W,"," -166",",,W"," -293",",,W",,,,,"   39",",,W",,,,,,,,,,," -221","H,,S",,,,,,,"  130",",,W","  140",",,W",,,,,,,"   76",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-28","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   23",",,W,2400","   38",",,W,","  200",",,W,"," -121",",,W"," -221",",,W",,,,,"   53",",,W",,,,,,,,,,," -162","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,"  103",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-29","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0","T,,W,","  200",",,W,"," -221",",,W"," -338",",,W",,,,,"   72",",,W",,,,,,,,,,," -238","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  161",",,W","  201",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-30","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  200",",,W,"," -271",",,W"," -349",",,W",,,,,"   46",",,W",,,,,,,,,,," -323","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"   81",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-01-31","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0","T,,W,","  200",",,W,"," -199",",,W"," -366",",,W",,,,,"   22",",,W",,,,,,,,,,," -302","H,,S",,,,,,,"  150",",,W","  140",",,W",,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-01","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0","T,,W,","  200",",,W,","  -77",",,W"," -199",",,W",,,,,"   46",",,W",,,,,,,,,,," -164","H,,S",,,,,,,"  160",",,W","  160",",,W",,,,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-02","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  200",",,W,","   11",",,W"," -127",",,W",,,,,"   20",",,W",,,,,,,,,,,"  -84","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-03","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,","  200",",,W,","    6",",,W","  -27",",,W",,,,,"   25",",,W",,,,,,,,,,,"   -7","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,"   63",",,W","   94",",,W",,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-04","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    3",",,W,2400","    0","T,,W,","  200",",,W,","  -21",",,W"," -199",",,W",,,,,"   66",",,W",,,,,,,,,,,"  -76","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,"  107",",,W","  157",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-05","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   61",",,W,2400","   69",",,W,","  200",",,W,"," -121",",,W"," -205",",,W",,,,,"   27",",,W",,,,,,,,,,," -178","H,,S",,,,,,,"   90",",,W","  350",",,W",,,,,,,"   45",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-06","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   15",",,W,2400","   20",",,W,","  280",",,W,","  -88",",,W"," -127",",,W",,,,,"   26",",,W",,,,,,,,,,," -118","H,,S",,,,,,,"  350",",,W","   10",",,W",,,,,,,"   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-07","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   66",",,W,2400","  140",",,W,","  300",",,W,","  -93",",,W"," -227",",,W",,,,,"   60",",,W",,,,,,,,,,," -104","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,"  107",",,W","  143",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-08","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  360",",,W,"," -199",",,W"," -305",",,W",,,,,"   51",",,W",,,,,,,,,,," -217","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-09","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0","T,,W,","  360",",,W,"," -160",",,W"," -299",",,W",,,,,"   22",",,W",,,,,,,,,,," -241","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-10","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   30",",,W,2400","   36",",,W,","  360",",,W,"," -105",",,W"," -210",",,W",,,,,"   25",",,W",,,,,,,,,,," -153","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-11","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0","T,,W,","  380",",,W,","  -49",",,W"," -216",",,W",,,,,"   29",",,W",,,,,,,,,,," -127","H,,S",,,,,,,"  100",",,W","  100",",,W",,,,,,,"   67",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-12","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  102",",,W,2400","  130",",,W,","  460",",,W,","  -43",",,W"," -121",",,W",,,,,"   50",",,W",,,,,,,,,,,"  -61","H,,S",,,,,,,"  320",",,W","  330",",,W",,,,,,,"   94",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-13","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  460",",,W,","  -82",",,W"," -155",",,W",,,,,"   33",",,W",,,,,,,,,,," -122","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"   81",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-14","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    5",",,W,2400","   15",",,W,","  460",",,W,","  -82",",,W"," -199",",,W",,,,,"   60",",,W",,,,,,,,,,," -118","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  125",",,W","  157",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-15","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  460",",,W,"," -105",",,W"," -216",",,W",,,,,"   43",",,W",,,,,,,,,,," -171","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-16","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  460",",,W,","  -77",",,W"," -227",",,W",,,,,"   17",",,W",,,,,,,,,,," -157","H,,S",,,,,,,"   60",",,W","   60",",,W",,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-17","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  430",",,W,","  -49",",,W"," -166",",,W",,,,,"   35",",,W",,,,,,,,,,,"  -87","H,,S",,,,,,,"   40",",,W","   70",",,W",,,,,,,"   72",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-02-18","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","  430",",,W,","  -77",",,W"," -205",",,W",,,,,"   13",",,W",,,,,,,,,,," -134","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
