"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00039322","2017-02-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  295",",,a","  258",",,a"
"ASN00039322","2017-02-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  305",",,a","  263",",,a"
"ASN00039322","2017-02-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  291",",,a","  266",",,a"
"ASN00039322","2017-02-13","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  309",",,a","  271",",,a"
"ASN00039322","2017-02-14","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  300",",,a","  276",",,a"
"ASN00039322","2017-02-15","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  291",",,a","  257",",,a"
"ASN00039322","2017-02-16","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  302",",,a","  264",",,a"
"ASN00039322","2017-02-17","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  299",",,a","  260",",,a"
"ASN00039322","2017-02-18","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  311",",,a","  256",",,a"
"ASN00039322","2017-02-19","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  287",",,a","  256",",,a"
"ASN00039322","2017-02-20","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  304",",,a","  256",",,a"
"ASN00039322","2017-02-21","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  291",",,a","  264",",,a"
"ASN00039322","2017-02-22","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  283",",,a","  240",",,a"
"ASN00039322","2017-02-23","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  287",",,a","  243",",,a"
"ASN00039322","2017-02-24","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  287",",,a","  244",",,a"
"ASN00039322","2017-02-25","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  282",",,a","  247",",,a"
"ASN00039322","2017-02-26","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  286",",,a","  247",",,a"
"ASN00039322","2017-02-27","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  277",",,a","  228",",,a"
"ASN00039322","2017-02-28","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  275",",,a","  242",",,a"
"ASN00039322","2017-03-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  286",",,a","  249",",,a"
"ASN00039322","2017-03-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  288",",,a","  256",",,a"
"ASN00039322","2017-03-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  294",",,a","  262",",,a"
"ASN00039322","2017-03-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  291",",,a","  264",",,a"
"ASN00039322","2017-03-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  312",",,a","  263",",,a"
"ASN00039322","2017-03-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  321",",,a","  260",",,a"
"ASN00039322","2017-03-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  288",",,a","  235",",,a"
"ASN00039322","2017-03-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  282",",,a","  268",",,a"
"ASN00039322","2017-03-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  284",",,a","  201",",,a"
"ASN00039322","2017-03-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  293",",,a","  235",",,a"
"ASN00039322","2017-03-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  319",",,a","  248",",,a"
"ASN00039322","2017-03-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  303",",,a","  262",",,a"
"ASN00039322","2017-03-13","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  306",",,a","  268",",,a"
"ASN00039322","2017-03-14","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  289",",,a","  271",",,a"
"ASN00039322","2017-03-15","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  287",",,a","  222",",,a"
"ASN00039322","2017-03-16","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  285",",,a","  229",",,a"
"ASN00039322","2017-03-17","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  312",",,a","  229",",,a"
"ASN00039322","2017-03-18","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  307",",,a","  255",",,a"
"ASN00039322","2017-03-19","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  299",",,a","  263",",,a"
"ASN00039322","2017-03-20","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  288",",,a","  267",",,a"
"ASN00039322","2017-03-21","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  279",",,a","  235",",,a"
"ASN00039322","2017-03-22","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  266",",,a","  223",",,a"
"ASN00039322","2017-03-23","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  274",",,a",,
"ASN00039322","2017-03-24","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  290",",,a","  227",",,a"
"ASN00039322","2017-03-25","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  279",",,a","  255",",,a"
"ASN00039322","2017-03-26","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  280",",,a","  238",",,a"
"ASN00039322","2017-03-27","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  280",",,a","  241",",,a"
"ASN00039322","2017-03-28","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  279",",,a","  234",",,a"
"ASN00039322","2017-03-29","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  281",",,a","  239",",,a"
"ASN00039322","2017-03-30","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  280",",,a","  238",",,a"
"ASN00039322","2017-03-31","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  269",",,a","  207",",,a"
"ASN00039322","2017-04-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  266",",,a",,
"ASN00039322","2017-04-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  264",",,a","  238",",,a"
"ASN00039322","2017-04-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  262",",,a","  230",",,a"
"ASN00039322","2017-04-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  257",",,a","  219",",,a"
"ASN00039322","2017-04-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  254",",,a","  219",",,a"
"ASN00039322","2017-04-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  254",",,a","  225",",,a"
"ASN00039322","2017-04-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  253",",,a","  213",",,a"
"ASN00039322","2017-04-08","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  258",",,a","  213",",,a"
"ASN00039322","2017-04-09","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  260",",,a","  225",",,a"
"ASN00039322","2017-04-10","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  277",",,a","  234",",,a"
"ASN00039322","2017-04-11","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  255",",,a","  198",",,a"
"ASN00039322","2017-04-12","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  254",",,a","  210",",,a"
"ASN00039322","2017-04-13","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  254",",,a","  221",",,a"
"ASN00039322","2017-04-14","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  257",",,a","  221",",,a"
"ASN00039322","2017-04-15","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  251",",,a","  229",",,a"
"ASN00039322","2017-04-16","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  249",",,a","  224",",,a"
"ASN00039322","2017-04-17","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  252",",,a","  218",",,a"
"ASN00039322","2017-04-18","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  249",",,a","  212",",,a"
"ASN00039322","2017-04-19","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  249",",,a","  214",",,a"
"ASN00039322","2017-04-20","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  248",",,a","  213",",,a"
"ASN00039322","2017-04-21","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  249",",,a","  199",",,a"
"ASN00039322","2017-04-22","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  244",",,a","  208",",,a"
"ASN00039322","2017-04-23","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  242",",,a","  199",",,a"
"ASN00039322","2017-04-24","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  249",",,a","  211",",,a"
"ASN00039322","2017-04-25","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  246",",,a","  215",",,a"
"ASN00039322","2017-04-26","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  264",",,a","  218",",,a"
"ASN00039322","2017-04-27","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  236",",,a","  214",",,a"
"ASN00039322","2017-04-28","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS",,,"  143",",,a"
"ASN00039322","2017-04-29","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  239",",,a","  184",",,a"
"ASN00039322","2017-04-30","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  238",",,a","  198",",,a"
"ASN00039322","2017-05-01","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  239",",,a","  213",",,a"
"ASN00039322","2017-05-02","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  238",",,a","  212",",,a"
"ASN00039322","2017-05-03","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  245",",,a","  219",",,a"
"ASN00039322","2017-05-04","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  242",",,a","  199",",,a"
"ASN00039322","2017-05-05","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  240",",,a","  212",",,a"
"ASN00039322","2017-05-06","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  238",",,a","  203",",,a"
"ASN00039322","2017-05-07","-23.5293","151.2763","19.8","RUNDLE ISLAND, AS","  237",",,a","  198",",,a"
