"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00158555","2019-01-10","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   22",",,7","  -50",",,7",,,,,,,"  -33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-11","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   28",",,7,2400","   15",",,7","    0","T,,7","   22",",,7","  -56",",,7",,,,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00158555","2019-01-12","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  124",",,7,2400","    0","T,,7","    0",",,7","   61",",,7","    6",",,7",,,,,,,"   61",",,7,2400",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00158555","2019-01-13","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    5",",,7,2400","    0",",,7","    0",",,7","   61",",,7","    6",",,7",,,,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-14","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   11",",,7","  -17",",,7",,,,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-15","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   33",",,7","    6",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-16","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   67",",,7","   -6",",,7",,,,,,,"   56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-17","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   15",",,7,2400","    0",",,7","    0",",,7","   89",",,7","   50",",,7",,,,,,,"   56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-18","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   13",",,7,2400","    0",",,7","    0",",,7","   72",",,7","   28",",,7",,,,,,,"   72",",,7,2400",,,,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00158555","2019-01-19","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  424",",,7,2400","   46",",,7","   51",",,7","  122",",,7","  -33",",,7",,,,,,,"  -33",",,7,2400",,,,,,,,,,,,,"    1",",,7","    1",",,7","    1",",,7",,,"    1",",,7",,
"USC00158555","2019-01-20","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    5",",,7,2400","    8",",,7","   25",",,7","  -28",",,7","  -78",",,7",,,,,,,"  -61",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-01-21","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0","T,,7","   25",",,7","  -22",",,7","  -83",",,7",,,,,,,"  -39",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-01-22","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   66",",,7,2400","    0",",,7","    0","T,,7","  100",",,7","  -39",",,7",,,,,,,"   94",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-01-23","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  241",",,7,2400","    0",",,7","    0",",,7","  111",",,7","  -28",",,7",,,,,,,"  -28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-24","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   33",",,7","  -61",",,7",,,,,,,"  -22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-25","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    3",",,7","    0",",,7","  -11",",,7","  -89",",,7",,,,,,,"  -28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-26","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","   56",",,7","  -44",",,7",,,,,,,"   56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-27","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   78",",,7","  -17",",,7",,,,,,,"   11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-28","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   13",",,7,2400","    0","T,,7","    0",",,7","  111",",,7","  -44",",,7",,,,,,,"  -44",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-29","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   25",",,7,2400","   10",",,7","    0",",,7","  -11",",,7","  -94",",,7",,,,,,,"  -56",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-01-30","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0","T,,7","    0","T,,7","  -56",",,7"," -122",",,7",,,,,,," -111",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-01-31","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0","T,,7","   11",",,7"," -111",",,7",,,,,,,"    6",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-01","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    3",",,7,2400","    0",",,7","    0",",,7","  117",",,7","  -11",",,7",,,,,,,"   -6",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-02","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  167",",,7","  -11",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-03","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  206",",,7","    0",",,7",,,,,,,"  133",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-04","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   10",",,7,2400","    0",",,7","    0",",,7","  161",",,7","  128",",,7",,,,,,,"  133",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-05","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","  150",",,7","   50",",,7",,,,,,,"  133",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-06","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  434",",,7,2400","    0",",,7","    0",",,7","  183",",,7","  111",",,7",,,,,,,"  150",",,7,2400",,,,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00158555","2019-02-07","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  307",",,7,2400","    0","T,,7","    0",",,7","  194",",,7","  -44",",,7",,,,,,,"  -44",",,7,2400",,,"    0",",,7",,,,,,,,,,,"    1",",,7",,,,,,,"    1",",,7"
"USC00158555","2019-02-08","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   -6",",,7","  -78",",,7",,,,,,,"  -61",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-09","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   22",",,7","  -78",",,7",,,,,,,"   -6",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-10","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  211",",,7,2400","    0",",,7","    0",",,7","   56",",,7","   -6",",,7",,,,,,,"   56",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-11","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  384",",,7,2400","    0",",,7","    0",",,7","  144",",,7","   56",",,7",,,,,,,"  139",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-12","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  112",",,7,2400","    0",",,7","    0",",,7","  144",",,7","   28",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-13","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  100",",,7","  -11",",,7",,,,,,,"   72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-14","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  133",",,7","   67",",,7",,,,,,,"  122",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-15","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  183",",,7,2400","    8",",,7","    0","T,,7","  128",",,7","  -33",",,7",,,,,,,"  -33",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,"    1",",,7",,
"USC00158555","2019-02-16","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    3",",,7,2400","    0","T,,7","    0","T,,7","    6",",,7","  -44",",,7",,,,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,"    1",",,7",,
"USC00158555","2019-02-17","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","   50",",,7","    0",",,7",,,,,,,"    0",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-18","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   28",",,7","  -28",",,7",,,,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-19","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  259",",,7,2400","    0","T,,7","    0",",,7","   50",",,7","  -17",",,7",,,,,,,"   17",",,7,2400",,,,,,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,
"USC00158555","2019-02-20","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  457",",,7,2400","    0",",,7","    0",",,7","   89",",,7","   17",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00158555","2019-02-21","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    5",",,7,2400","    0","T,,7","    0",",,7","   67",",,7","  -11",",,7",,,,,,,"   50",",,7,2400",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00158555","2019-02-22","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    8",",,7,2400","    0",",,7","    0",",,7","   78",",,7","   44",",,7",,,,,,,"   72",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-02-23","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  241",",,7,2400","    0",",,7","    0",",,7","  167",",,7","   72",",,7",,,,,,,"  139",",,7,2400",,,,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00158555","2019-02-24","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  139",",,7","   28",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-25","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  100",",,7","  -22",",,7",,,,,,,"   22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-26","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  167",",,7","  -28",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-27","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  156",",,7","    6",",,7",,,,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-02-28","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   18",",,7,2400","    0",",,7","    0",",,7","   28",",,7","   -6",",,7",,,,,,,"    0",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-01","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","   33",",,7","   -6",",,7",,,,,,,"   28",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-03-02","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    3",",,7,2400","    0","T,,7","    0",",,7","   61",",,7","   22",",,7",,,,,,,"   22",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00158555","2019-03-03","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   10",",,7,2400","    8",",,7","    0",",,7","   22",",,7","  -72",",,7",,,,,,,"  -72",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-04","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  -33",",,7"," -117",",,7",,,,,,,"  -72",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-05","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   28",",,7","  -94",",,7",,,,,,,"  -61",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-06","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   28",",,7","  -83",",,7",,,,,,,"   -6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-07","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","   61",",,7","  -39",",,7",,,,,,,"   22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-08","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   13",",,7,2400","    0",",,7","    0",",,7","   78",",,7","   22",",,7",,,,,,,"   61",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-03-09","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  325",",,7,2400","    0",",,7","    0",",,7","  194",",,7","   56",",,7",,,,,,,"  122",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-10","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  133",",,7","   33",",,7",,,,,,,"   78",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-11","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  139",",,7","   33",",,7",,,,,,,"   33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-12","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","  139",",,7","   11",",,7",,,,,,,"  100",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-13","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  216",",,7,2400","    0",",,7","    0",",,7","  244",",,7","  100",",,7",,,,,,,"  167",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-14","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  681",",,7,2400","    0",",,7","    0",",,7","  211",",,7","   83",",,7",,,,,,,"   83",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-15","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  122",",,7","   11",",,7",,,,,,,"   11",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-03-16","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  128",",,7","    0",",,7",,,,,,,"   11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-17","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  150",",,7","    0",",,7",,,,,,,"   22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-18","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  128",",,7","   -6",",,7",,,,,,,"   11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-19","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  144",",,7","  -17",",,7",,,,,,,"   39",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-20","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   28",",,7,2400","    0",",,7","    0",",,7","  139",",,7","   33",",,7",,,,,,,"   72",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-03-21","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  117",",,7","   11",",,7",,,,,,,"   11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-22","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  189",",,7","    0",",,7",,,,,,,"   67",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-23","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  172",",,7","    6",",,7",,,,,,,"  100",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-24","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  119",",,7,2400","    0",",,7","    0",",,7","  206",",,7","   89",",,7",,,,,,,"  144",",,7,2400",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00158555","2019-03-25","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","  150",",,7","   78",",,7",,,,,,,"   78",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-03-26","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  128",",,7","   11",",,7",,,,,,,"   11",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-27","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  172",",,7","  -17",",,7",,,,,,,"   61",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-28","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","  222",",,7","   56",",,7",,,,,,,"  144",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-29","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   66",",,7,2400","    0",",,7","    0",",,7","  194",",,7","  117",",,7",,,,,,,"  156",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-30","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  231",",,7,2400","    0",",,7","    0",",,7","  172",",,7","   39",",,7",,,,,,,"   39",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-03-31","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","   83",",,7","   11",",,7",,,,,,,"   11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-01","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  111",",,7","   -6",",,7","   36",",,7,1700","   28",",,7","  161",",,7","   50",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-02","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  161",",,7","   -6",",,7","   43",",,7,1700","   50",",,7","  200",",,7","  106",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-03","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  211",",,7","   50",",,7","   43",",,7,1700","   72",",,7","  222",",,7","  106",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-04","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   36",",,7,2400","    0",",,7","    0",",,7","  161",",,7","   94",",,7","   20",",,7,1700","  106",",,7","  222",",,7","  117",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-04-05","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0","T,,7,2400","    0",",,7","    0",",,7","  172",",,7","  117",",,7","   10",",,7,1700","  122",",,7","  189",",,7","  128",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-04-06","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    3",",,7,2400","    0",",,7","    0",",,7","  239",",,7","   89",",,7","   30",",,7,1700","  122",",,7","  267",",,7","  178",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-07","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    3",",,7,2400","    0",",,7","    0",",,7","  222",",,7","  150",",,7","   38",",,7,1700","  161",",,7","  267",",,7","  172",",,7,2400",,,"    0",",,7",,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00158555","2019-04-08","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    3",",,7,2400","    0",",,7","    0",",,7","  239",",,7","  133",",,7","   30",",,7,1700","  156",",,7","  250",",,7","  133",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-04-09","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  261",",,7","   94",",,7","   43",",,7,1700","  139",",,7","  283",",,7","  128",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-04-10","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  283",",,7","   83",",,7","   71",",,7,1700",,,,,"  211",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-11","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  145",",,7,2400","    0",",,7","    0",",,7","  283",",,7","  144",",,7","   69",",,7,1700","  156",",,7","  256",",,7","  144",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00158555","2019-04-12","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  132",",,7,2400","    0",",,7","    0",",,7","  189",",,7","   78",",,7","   69",",,7,1700","  111",",,7","  239",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-13","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  343",",,7,2400","    0",",,7","    0",",,7","  172",",,7","   67",",,7","   36",",,7,1700","  100",",,7","  222",",,7","   94",",,7,2400",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00158555","2019-04-14","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","   23",",,7,2400","    0",",,7","    0",",,7","  111",",,7","   11",",,7","    8",",,7,1700","   83",",,7","  150",",,7","   11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-15","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  189",",,7","    0",",,7","   20",",,7,1700","   33",",,7","  211",",,7","  122",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-16","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  250",",,7","  100",",,7","   74",",,7,1700","  106",",,7","  250",",,7","  128",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-17","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","    0",",,7,2400","    0",",,7","    0",",,7","  256",",,7","  117",",,7","   66",",,7,1700","  144",",,7","  250",",,7","  194",",,7,2400",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00158555","2019-04-18","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  323",",,7,2400","    0",",,7","    0",",,7","  194",",,7","   83",",,7","   23",",,7,1700","  161",",,7","  239",",,7","   83",",,7,2400",,,,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00158555","2019-04-19","37.0683","-88.7724","125.9","WEST PADUCAH 2 W, KY US","  127",",,7,2400","    0",",,7","    0",",,7","  100",",,7","   72",",,7","   30",",,7,1700","   78",",,7","  194",",,7","   83",",,7,2400",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
