"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00156803","2018-03-21","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   62",",,E","  -59",",,E"
"NOE00156803","2018-03-22","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  104",",,E","  -15",",,E"
"NOE00156803","2018-03-23","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   37",",,E","  -10",",,E"
"NOE00156803","2018-03-24","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   96",",,E","   13",",,E"
"NOE00156803","2018-03-25","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  125",",,E","  -62",",,E"
"NOE00156803","2018-03-26","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   34",",,E","  -12",",,E"
"NOE00156803","2018-03-27","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   33",",,E","  -56",",,E"
"NOE00156803","2018-03-28","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   33",",,E"," -127",",,E"
"NOE00156803","2018-03-29","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   33",",,E"," -108",",,E"
"NOE00156803","2018-03-30","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   42",",,E"," -125",",,E"
"NOE00156803","2018-03-31","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   56",",,E"," -118",",,E"
"NOE00156803","2018-04-01","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   72",",,E"," -102",",,E"
"NOE00156803","2018-04-02","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   72",",,E"," -108",",,E"
"NOE00156803","2018-04-03","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   30",",,E","  -76",",,E"
"NOE00156803","2018-04-04","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   90",",,E","  -13",",,E"
"NOE00156803","2018-04-05","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   70",",,E","    8",",,E"
"NOE00156803","2018-04-06","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   86",",,E","   -4",",,E"
"NOE00156803","2018-04-07","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   75",",,E","  -15",",,E"
"NOE00156803","2018-04-08","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   43",",,E","   -8",",,E"
"NOE00156803","2018-04-09","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   56",",,E","   12",",,E"
"NOE00156803","2018-04-10","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   95",",,E","   19",",,E"
"NOE00156803","2018-04-11","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  110",",,E","  -27",",,E"
"NOE00156803","2018-04-12","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  137",",,E","  -51",",,E"
"NOE00156803","2018-04-13","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  136",",,E","  -32",",,E"
"NOE00156803","2018-04-14","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  174",",,E","    9",",,E"
"NOE00156803","2018-04-15","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  179",",,E","  -10",",,E"
"NOE00156803","2018-04-16","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   93",",,E","    4",",,E"
"NOE00156803","2018-04-17","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  154",",,E","   23",",,E"
"NOE00156803","2018-04-18","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  182",",,E","   29",",,E"
"NOE00156803","2018-04-19","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  198",",,E","   11",",,E"
"NOE00156803","2018-04-20","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  192",",,E","   32",",,E"
"NOE00156803","2018-04-21","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  159",",,E","   -6",",,E"
"NOE00156803","2018-04-22","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  168",",,E","  -18",",,E"
"NOE00156803","2018-04-23","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  134",",,E","   40",",,E"
"NOE00156803","2018-04-24","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  147",",,E","   -3",",,E"
"NOE00156803","2018-04-25","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  150",",,E","  -20",",,E"
"NOE00156803","2018-04-26","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  153",",,E","  -20",",,E"
"NOE00156803","2018-04-27","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  150",",,E","    5",",,E"
"NOE00156803","2018-04-28","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  149",",,E","  -18",",,E"
"NOE00156803","2018-04-29","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  149",",,E","  -10",",,E"
"NOE00156803","2018-04-30","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  131",",,E","   -7",",,E"
"NOE00156803","2018-05-01","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","   81",",,E","   36",",,E"
"NOE00156803","2018-05-02","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  140",",,E","   38",",,E"
"NOE00156803","2018-05-03","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  137",",,E","   32",",,E"
"NOE00156803","2018-05-04","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  142",",,E","   -1",",,E"
"NOE00156803","2018-05-05","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  233",",,E","   46",",,E"
"NOE00156803","2018-05-06","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  230",",,E","   81",",,E"
"NOE00156803","2018-05-07","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  224",",,E","   47",",,E"
"NOE00156803","2018-05-08","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  225",",,E","   63",",,E"
"NOE00156803","2018-05-09","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  234",",,E","   41",",,E"
"NOE00156803","2018-05-10","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  231",",,E","   58",",,E"
"NOE00156803","2018-05-11","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  216",",,E","  109",",,E"
"NOE00156803","2018-05-12","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  204",",,E","   79",",,E"
"NOE00156803","2018-05-13","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  223",",,E","   39",",,E"
"NOE00156803","2018-05-14","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  259",",,E","  120",",,E"
"NOE00156803","2018-05-15","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  271",",,E","   72",",,E"
"NOE00156803","2018-05-16","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  271",",,E","   79",",,E"
"NOE00156803","2018-05-17","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  213",",,E","   88",",,E"
"NOE00156803","2018-05-18","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  219",",,E","   52",",,E"
"NOE00156803","2018-05-19","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  233",",,E","   45",",,E"
"NOE00156803","2018-05-20","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  251",",,E","   45",",,E"
"NOE00156803","2018-05-21","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  227",",,E","   60",",,E"
"NOE00156803","2018-05-22","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  251",",,E","   74",",,E"
"NOE00156803","2018-05-23","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  256",",,E","   70",",,E"
"NOE00156803","2018-05-24","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  267",",,E","   67",",,E"
"NOE00156803","2018-05-25","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  292",",,E","   80",",,E"
"NOE00156803","2018-05-26","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  292",",,E","  101",",,E"
"NOE00156803","2018-05-27","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  280",",,E","  104",",,E"
"NOE00156803","2018-05-28","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  252",",,E","  118",",,E"
"NOE00156803","2018-05-29","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  271",",,E","  114",",,E"
"NOE00156803","2018-05-30","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  294",",,E","  117",",,E"
"NOE00156803","2018-05-31","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  281",",,E","  119",",,E"
"NOE00156803","2018-06-01","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  295",",,E","  102",",,E"
"NOE00156803","2018-06-02","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  300",",,E","  132",",,E"
"NOE00156803","2018-06-03","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  312",",,E","  121",",,E"
"NOE00156803","2018-06-04","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  291",",,E","  126",",,E"
"NOE00156803","2018-06-05","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  248",",,E","  111",",,E"
"NOE00156803","2018-06-06","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  243",",,E","   59",",,E"
"NOE00156803","2018-06-07","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  294",",,E","   90",",,E"
"NOE00156803","2018-06-08","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  276",",,E","  114",",,E"
"NOE00156803","2018-06-09","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  276",",,E","  118",",,E"
"NOE00156803","2018-06-10","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  264",",,E","  122",",,E"
"NOE00156803","2018-06-11","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  216",",,E","  144",",,E"
"NOE00156803","2018-06-12","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  244",",,E","  100",",,E"
"NOE00156803","2018-06-13","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  235",",,E","  109",",,E"
"NOE00156803","2018-06-14","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  208",",,E","  125",",,E"
"NOE00156803","2018-06-15","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  204",",,E","   93",",,E"
"NOE00156803","2018-06-16","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  209",",,E","   89",",,E"
"NOE00156803","2018-06-17","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  180",",,E","  101",",,E"
"NOE00156803","2018-06-18","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  191",",,E","   89",",,E"
"NOE00156803","2018-06-19","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  199",",,E","  120",",,E"
"NOE00156803","2018-06-20","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  162",",,E","   61",",,E"
"NOE00156803","2018-06-21","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  167",",,E","   75",",,E"
"NOE00156803","2018-06-22","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  204",",,E","   34",",,E"
"NOE00156803","2018-06-23","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  237",",,E","   63",",,E"
"NOE00156803","2018-06-24","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  253",",,E","   75",",,E"
"NOE00156803","2018-06-25","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  316",",,E","  118",",,E"
"NOE00156803","2018-06-26","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  303",",,E","  117",",,E"
"NOE00156803","2018-06-27","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  315",",,E","  107",",,E"
"NOE00156803","2018-06-28","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  301",",,E","  110",",,E"
"NOE00156803","2018-06-29","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  256",",,E","   93",",,E"
"NOE00156803","2018-06-30","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  259",",,E","   70",",,E"
"NOE00156803","2018-07-01","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  281",",,E","   70",",,E"
"NOE00156803","2018-07-02","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  298",",,E","   83",",,E"
"NOE00156803","2018-07-03","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  315",",,E","  104",",,E"
"NOE00156803","2018-07-04","59.5667","9.2106","20.0","NOTODDEN FLYPLASS, NO","  303",",,E","  125",",,E"
