"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013904","2018-11-30","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  261",",,W","  194",",,W","   48",",,W",,,,,,,"  209","H,,S",,,"  150",",,W","  160",",,W",,,"   98",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-01","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   10",",,W,2400","    0",",,W","    0",",,W","  267",",,W","   72",",,W","   32",",,W",,,,,,,"  207","H,,S",,,"  310",",,W","  300",",,W",,,"   98",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-02","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  211",",,W","   44",",,W","   35",",,W",,,,,,,"  135","H,,S",,,"   10",",,W","   10",",,W",,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-03","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  183",",,W","   50",",,W","   55",",,W",,,,,,,"  129","H,,S",,,"   10",",,W","   10",",,W",,,"   98",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-04","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   28",",,W","   42",",,W",,,,,,,"   88","H,,S",,,"   30",",,W","   30",",,W",,,"   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-05","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   39",",,W","   24",",,W",,,,,,,"   89","H,,S",,,"   40",",,W","   70",",,W",,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-06","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","  145",",,W,2400","    0",",,W","    0",",,W","  144",",,W","  106",",,W","   19",",,W",,,,,,,"  117","H,,S",,,"   10",",,W","   10",",,W",,,"   58",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-07","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","  886",",,W,2400","    0",",,W","    0",",,W","  133",",,W","   89",",,W","   62",",,W",,,,,,,"  121","H,,S",,,"   20",",,W","  350",",,W",,,"  112",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-08","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   10",",,W,2400","    0",",,W","    0",",,W","   89",",,W","   61",",,W","   61",",,W",,,,,,,"   84","H,,S",,,"  340",",,W","  330",",,W",,,"   98",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-09","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   17",",,W","   45",",,W",,,,,,,"   72","H,,S",,,"  330",",,W","  330",",,W",,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-10","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  161",",,W","   11",",,W","   17",",,W",,,,,,,"   73","H,,S",,,"  310",",,W","  300",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-11","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","  -16",",,W","   27",",,W",,,,,,,"   63","H,,S",,,"  190",",,W","  190",",,W",,,"   94",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-12","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  194",",,W","   83",",,W","   29",",,W",,,,,,,"  129","H,,S",,,"  180",",,W","  180",",,W",,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-13","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  228",",,W","   72",",,W","   57",",,W",,,,,,,"  172","H,,S",,,"  290",",,W","  290",",,W",,,"  116",",,W","  179",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-14","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  128",",,W","   72",",,W","   68",",,W",,,,,,,"   89","H,,S",,,"  320",",,W","  310",",,W",,,"  125",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-15","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  211",",,W","   22",",,W","   33",",,W",,,,,,,"  127","H,,S",,,"  330",",,W","  330",",,W",,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-16","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","  -21",",,W","   10",",,W",,,,,,,"   78","H,,S",,,"  190",",,W","  110",",,W",,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-17","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  228",",,W","   28",",,W","   10",",,W",,,,,,,"  127","H,,S",,,"  330",",,W","  290",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-18","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    8",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   17",",,W","   14",",,W",,,,,,,"   82","H,,S",,,"  110",",,W","  110",",,W",,,"   45",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-19","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  172",",,W","   94",",,W","   18",",,W",,,,,,,"  145","H,,S",,,"   90",",,W","   80",",,W",,,"   58",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-20","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  183",",,W","  100",",,W","   62",",,W",,,,,,,"  138","H,,S",,,"  330",",,W","  320",",,W",,,"  130",",,W","  183",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-21","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","   22",",,W","   29",",,W",,,,,,,"  121","H,,S",,,"  190",",,W","  200",",,W",,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-22","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","   61",",,W","   33",",,W",,,,,,,"  124","H,,S",,,"  200",",,W","  190",",,W",,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-23","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   39",",,W","   51",",,W",,,,,,,"  123","H,,S",,,"   20",",,W","   20",",,W",,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-24","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  183",",,W","    0",",,W","   16",",,W",,,,,,,"   78","H,,S",,,"  180",",,W","  190",",,W",,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-25","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  250",",,W","  150",",,W","   44",",,W",,,,,,,"  173","H,,S",,,"  150",",,W","  140",",,W",,,"   98",",,W","  116",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-26","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","  191",",,W,2400","    0",",,W","    0",",,W","  228",",,W","  122",",,W","   70",",,W",,,,,,,"  196","H,,S",,,"  170",",,W","  150",",,W",,,"  112",",,W","  165",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-27","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","  295",",,W,2400","    0",",,W","    0",",,W","  217",",,W","   89",",,W","   29",",,W",,,,,,,"  172","H,,S",,,"   20",",,W","  290",",,W",,,"   72",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-28","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","   44",",,W","   69",",,W",,,,,,,"   93","H,,S",,,"   10",",,W","   30",",,W",,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-29","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","   83",",,W","   56",",,W","   73",",,W",,,,,,,"   74","H,,S",,,"   10",",,W","   10",",,W",,,"  112",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-30","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   66",",,W,2400","    0",",,W","    0",",,W","   61",",,W","   39",",,W","   33",",,W",,,,,,,"   55","H,,S",,,"  360",",,W","   10",",,W",,,"   72",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2018-12-31","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    8",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   11",",,W","   26",",,W",,,,,,,"   82","H,,S",,,"  150",",,W","  220",",,W",,,"   63",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-01","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","   78",",,W","    6",",,W","   55",",,W",,,,,,,"   63","H,,S",,,"   20",",,W","   10",",,W",,,"  103",",,W","  112",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-02","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","  549",",,W,2400","    0",",,W","    0",",,W","   56",",,W","   28",",,W","   49",",,W",,,,,,,"   41","H,,S",,,"  360",",,W","  350",",,W",,,"   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-03","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   56",",,W,2400","    0",",,W","    0",",,W","  117",",,W","   -5",",,W","   30",",,W",,,,,,,"   51","H,,S",,,"  320",",,W","  320",",,W",,,"   81",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-04","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  194",",,W","  -16",",,W","   17",",,W",,,,,,,"   67","H,,S",,,"  310",",,W","  310",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-05","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  228",",,W","  -10",",,W","   20",",,W",,,,,,,"   92","H,,S",,,"  180",",,W","  190",",,W",,,"   67",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-06","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  239",",,W","    6",",,W","   35",",,W",,,,,,,"   93","H,,S",,,"  180",",,W","  180",",,W",,,"  103",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-07","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  250",",,W","  139",",,W","   35",",,W",,,,,,,"  197","H,,S",,,"  190",",,W","  200",",,W",,,"   81",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-08","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","   94",",,W","   26",",,W",,,,,,,"  177","H,,S",,,"   20",",,W","   20",",,W",,,"   81",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-09","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   50",",,W","   54",",,W",,,,,,,"  142","H,,S",,,"   20",",,W","   10",",,W",,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-10","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  161",",,W","   39",",,W","   15",",,W",,,,,,,"   98","H,,S",,,"  130",",,W","  130",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-11","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   84",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   50",",,W","   19",",,W",,,,,,,"  115","H,,S",,,"  150",",,W","  140",",,W",,,"   67",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-12","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   50",",,W","   43",",,W",,,,,,,"  142","H,,S",,,"  330",",,W","  320",",,W",,,"   89",",,W","  130",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-13","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   33",",,W","   54",",,W",,,,,,,"   77","H,,S",,,"  360",",,W","   50",",,W",,,"   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-14","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  106",",,W","   11",",,W","   28",",,W",,,,,,,"   67","H,,S",,,"   20",",,W","   20",",,W",,,"   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-15","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  111",",,W","   83",",,W","   17",",,W",,,,,,,"   92","H,,S",,,"  180",",,W","  180",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-16","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   13",",,W,2400","    0",",,W","    0",",,W","  144",",,W","  100",",,W","   13",",,W",,,,,,,"  112","H,,S",,,"  180",",,W","  190",",,W",,,"   36",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-17","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","   83",",,W","   19",",,W",,,,,,,"  167","H,,S",,,"  180",",,W","  230",",,W",,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-18","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    3",",,W,2400","    0",",,W","    0",",,W","  189",",,W","   83",",,W","   43",",,W",,,,,,,"  141","H,,S",,,"  220",",,W","  210",",,W",,,"   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-19","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","   17",",,W","   77",",,W",,,,,,,"  143","H,,S",,,"  330",",,W","  310",",,W",,,"  143",",,W","  233",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-20","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","   -5",",,W","   26",",,W",,,,,,,"   57","H,,S",,,"  350",",,W","  360",",,W",,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-21","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  194",",,W","  -27",",,W","   43",",,W",,,,,,,"   68","H,,S",,,"  150",",,W","  150",",,W",,,"  103",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-22","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   25",",,W,2400","    0",",,W","    0",",,W","  217",",,W","   61",",,W","   54",",,W",,,,,,,"  164","H,,S",,,"  350",",,W","  350",",,W",,,"  130",",,W","  157",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-23","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0","T,,W","    0",",,W","  139",",,W","  -10",",,W","   55",",,W",,,,,,,"   92","H,,S",,,"  340",",,W","  330",",,W",,,"  134",",,W","  170",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-24","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","  -38",",,W","   26",",,W",,,,,,,"   57","H,,S",,,"  170",",,W","  170",",,W",,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-25","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  161",",,W","   -5",",,W","   18",",,W",,,,,,,"   83","H,,S",,,"  160",",,W","  150",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-26","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   69",",,W,2400","    0",",,W","    0",",,W","  183",",,W","   28",",,W","   24",",,W",,,,,,,"  109","H,,S",,,"   40",",,W","   40",",,W",,,"   63",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-27","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","   28",",,W,2400","    0",",,W","    0",",,W","  200",",,W","   33",",,W","   18",",,W",,,,,,,"  132","H,,S",,,"  330",",,W","  140",",,W",,,"   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-28","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  222",",,W","   22",",,W","   60",",,W",,,,,,,"  113","H,,S",,,"  360",",,W","   10",",,W",,,"  170",",,W","  224",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-29","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   22",",,W","   56",",,W",,,,,,,"   87","H,,S",,,"   10",",,W","   10",",,W",,,"  134",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-30","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","   22",",,W","   22",",,W",,,,,,,"   73","H,,S",,,"  150",",,W","  140",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-01-31","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    3",",,W,2400","    0",",,W","    0",",,W","  161",",,W","   89",",,W","   16",",,W",,,,,,,"  109","H,,S",,,"  150",",,W","   50",",,W",,,"   54",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-02-01","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  194",",,W","  139",",,W","   17",",,W",,,,,,,"  156","H,,S",,,"  110",",,W","  110",",,W",,,"   45",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013904","2019-02-02","30.1831","-97.6799","146.3","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","    0","T,,W,2400","    0",",,W","    0",",,W","  194",",,W","  156",",,W","   22",",,W",,,,,,,"  168","H,,S",,,"  140",",,W","  140",",,W",,,"   54",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
