"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00428973","2018-06-19","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-20","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  333",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-21","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-22","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  306",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-23","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-24","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  300",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-25","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-26","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-27","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-28","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-29","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-06-30","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  256",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-01","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  339",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-02","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  328",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-03","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  333",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-04","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-05","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  372",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-06","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  372",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-07","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  367",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-08","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  367",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-09","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  367",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-10","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-11","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-12","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  361",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-13","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    3",",,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-14","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  306",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-15","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-16","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-17","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","   18",",,7,1700","    0",",,7,1700","    0",",,7,1700","  339",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-18","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-19","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  361",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-20","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-21","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","   48",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-22","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-23","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-24","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-25","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-26","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-27","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-28","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-29","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-30","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-07-31","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  344",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-08-01","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  339",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428973","2018-08-02","40.3603","-111.8972","1373.1","UTAH LAKE LEHI, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  328",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
