"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00406403","2018-07-07","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  102",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  222",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-08","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0","T,,7,0600",,,,,"  306",",,7","  222",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-09","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  222",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-10","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600",,,,,,,,,,,,,,,,,,,,,,
"USC00406403","2018-07-11","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","   94",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  228",",,7","  228",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-12","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  356",",,7","  228",",,7","  244",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-13","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  211",",,7","  217",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-14","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  211",",,7","  217",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-15","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    3",",,7,0600",,,,,"  356",",,7","  217",",,7","  244",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-16","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  206",",,7,0600","    0",",,7","    0",",,7,0600","  283",",,7","  228",",,7","  239",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-17","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  147",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  228",",,7","  244",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-18","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  233",",,7","  233",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-19","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  206",",,7","  217",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-20","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  206",",,7","  244",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-21","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  200",",,7","  206",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-22","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  200",",,7","  217",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-23","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  272",",,7","  217",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-24","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  306",",,7","  189",",,7","  189",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-25","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  306",",,7","  189",",,7","  211",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-26","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  194",",,7","  194",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-27","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  194",",,7","  233",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-28","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  189",",,7","  194",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-29","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  178",",,7","  183",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-30","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  183",",,7","  211",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-07-31","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  211",",,7","  228",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-01","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  180",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  206",",,7","  211",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-02","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  294",",,7","  211",",,7","  217",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-03","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  200",",,7","  200",",,7,0600","    1",",,7",,,,,,,,,,
"USC00406403","2018-08-04","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  189",",,7","  194",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-05","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  189",",,7","  239",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-06","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  124",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  228",",,7","  228",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-07","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  356",",,7","  228",",,7","  228",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-08","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  228",",,7","  250",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-09","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","   58",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  222",",,7","  233",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-10","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","   91",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  217",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-11","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","   30",",,7,0600","    0",",,7","    0",",,7,0600","  289",",,7","  189",",,7","  200",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-12","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  189",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-13","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  194",",,7","  194",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-14","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  183",",,7","  189",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-15","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  189",",,7","  233",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-16","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  233",",,7","  261",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-17","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  119",",,7,0600","    0",",,7","    0",",,7,0600","  306",",,7","  228",",,7","  233",",,7,0600",,,,,,,,,,,,
"USC00406403","2018-08-18","36.1135","-86.6781","170.7","NASHVILLE BERRY FIELD, TN US","  168",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  228",",,7","  233",",,7,0600",,,,,,,,,,,,
