"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA001017099","2018-06-26","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,,,,,,,,,,,,
"CA001017099","2018-06-27","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  182",",,C","  115",",,C",,,"  148",",,C",,,,
"CA001017099","2018-06-28","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  174",",,C","  108",",,C",,,"  141",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-06-29","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    7",",,C",,,"  157",",,C","  112",",,C",,,"  135",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-06-30","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","   19",",,C",,,"  163",",,C","  112",",,C",,,"  138",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-01","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  189",",,C","  112",",,C",,,"  151",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-02","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  178",",,C","   98",",,C",,,"  138",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-03","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  197",",,C","  108",",,C",,,"  153",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-04","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  236",",,C","  130",",,C",,,"  183",",,C",,,,
"CA001017099","2018-07-05","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  268",",,C","  172",",,C",,,"  220",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-06","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  227",",,C","  132",",,C",,,"  180",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-07","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","   56",",,C",,,"  201",",,C","  127",",,C",,,"  164",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-08","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  227",",,C","  126",",,C",,,"  177",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-09","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    4",",,C",,,"  188",",,C","  137",",,C",,,"  163",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-10","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  202",",,C","  123",",,C",,,"  163",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-11","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  231",",,C","  133",",,C",,,"  182",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-12","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  251",",,C","  161",",,C",,,"  206",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-13","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  249",",,C","  164",",,C",,,"  206",",,C",,,,
"CA001017099","2018-07-14","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  257",",,C","  148",",,C",,,"  203",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-15","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  280",",,C","  182",",,C",,,"  231",",,C","    0",",,C","    0",",,C"
"CA001017099","2018-07-16","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  277",",,C","  173",",,C",,,"  225",",,C",,,,
"CA001017099","2018-07-17","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  254",",,C","  165",",,C",,,"  209",",,C",,,,
"CA001017099","2018-07-18","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  203",",,C","  122",",,C",,,"  162",",,C",,,,
"CA001017099","2018-07-19","48.7833","-123.1333","178.0","SATURNA CAPMON CS, BC CA","    0",",,C",,,"  187",",,C","  107",",,C",,,"  147",",,C",,,,
