"USC00211422","2018-06-17","47.8663","-93.0266","391.7","CELINA 2 E, MN US","  284",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  172",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-18","47.8663","-93.0266","391.7","CELINA 2 E, MN US","   15",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  100",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-19","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   61",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-20","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-21","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","   94",",,7",,,,,"  139",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-22","47.8663","-93.0266","391.7","CELINA 2 E, MN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00211422","2018-06-23","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  150",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-24","47.8663","-93.0266","391.7","CELINA 2 E, MN US","  157",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  111",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-06-25","47.8663","-93.0266","391.7","CELINA 2 E, MN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00211422","2018-06-26","47.8663","-93.0266","391.7","CELINA 2 E, MN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00211422","2018-06-27","47.8663","-93.0266","391.7","CELINA 2 E, MN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00211422","2018-06-28","47.8663","-93.0266","391.7","CELINA 2 E, MN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00211422","2018-06-29","47.8663","-93.0266","391.7","CELINA 2 E, MN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00211422","2018-06-30","47.8663","-93.0266","391.7","CELINA 2 E, MN US","  287",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   72",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-01","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  156",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-02","47.8663","-93.0266","391.7","CELINA 2 E, MN US","  168",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   89",",,7",,,,,"  178",",,7,0700",,,,,"    1",",,7",,,,,,
"USC00211422","2018-07-03","47.8663","-93.0266","391.7","CELINA 2 E, MN US","   97",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  156",",,7",,,,,"  183",",,7,0700",,,,,"    1",",,7",,,,,,
"USC00211422","2018-07-04","47.8663","-93.0266","391.7","CELINA 2 E, MN US","   71",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  183",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-05","47.8663","-93.0266","391.7","CELINA 2 E, MN US","  130",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  133",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-06","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-07","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  117",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-08","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-09","47.8663","-93.0266","391.7","CELINA 2 E, MN US","  188",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  161",",,7",,,,,"  189",",,7,0700",,,,,"    1",",,7",,,,,,
"USC00211422","2018-07-10","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   89",",,7",,,,,"  128",",,7,0700",,,,,,,,,,,,
"USC00211422","2018-07-11","47.8663","-93.0266","391.7","CELINA 2 E, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  128",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,
