"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00208043","2018-05-03","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","   51",",,7,0800","  228",",,7","  -28",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-04","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   66",",,7,0800","    0",",,7","    0","T,,7,0800","  144",",,7","   33",",,7",,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-05","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  150",",,7","   11",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-06","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   97",",,7,0800","    0",",,7","    0",",,7,0800","  156",",,7","   11",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-07","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  144",",,7","  -28",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-08","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  206",",,7","    0",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-09","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","   56",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-10","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  104",",,7,0800","    0",",,7","    0",",,7,0800","  211",",,7","   39",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-11","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  211",",,7","  -39",",,7",,,,,,,,,"  -22",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-12","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  117",",,7","  -33",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-13","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  122",",,7","   -6",",,7",,,,,,,,,"   11",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-14","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  217",",,7","   11",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-15","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  233",",,7","   50",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-16","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  244",",,7","    6",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-17","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  250",",,7","    6",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-18","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  150",",,7","   17",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-19","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  172",",,7","   -6",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-20","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   33",",,7,0800","    0",",,7","    0",",,7,0800","  122",",,7","   22",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-21","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  167",",,7","    6",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-22","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  172",",,7","   17",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-23","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  244",",,7","   44",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-24","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","   44",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-25","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  175",",,7,0800","    0",",,7","    0",",,7,0800","  289",",,7","  117",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-26","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  142",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","  128",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-27","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","  128",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-28","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  239",",,7","  111",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-29","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  289",",,7","  128",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-30","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","   78",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-05-31","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   33",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","   72",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-01","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   15",",,7,0800","    0",",,7","    0",",,7,0800","  222",",,7","   89",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-02","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  117",",,7","   33",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-03","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  206",",,7","   28",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-04","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   94",",,7,0800","    0",",,7","    0",",,7,0800","  222",",,7","   39",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-05","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  139",",,7","   44",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-06","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  200",",,7","    0",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-07","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  200",",,7","   67",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-08","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  156",",,7","   22",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-09","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  217",",,7","   67",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-10","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","   78",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-11","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","   44",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-12","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","   50",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-13","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   64",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","  117",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-14","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  206",",,7","   50",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-15","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  222",",,7","   50",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-16","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","  106",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-17","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  211",",,7","   89",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-18","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   99",",,7,0800","    0",",,7","    0",",,7,0800","  300",",,7","  111",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-19","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  294",",,7","  150",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-20","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","  111",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-21","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  250",",,7","   56",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-22","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","   33",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-23","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","   56",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-24","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","   39",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-25","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  206",",,7","   17",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-26","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  233",",,7","   39",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-27","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  250",",,7","   89",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-28","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","  117",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-29","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","  117",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-06-30","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  300",",,7","  117",",,7",,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-01","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    5",",,7,0800","    0",",,7","    0",",,7,0800","  317",",,7","  117",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-02","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   38",",,7,0800","    0",",,7","    0",",,7,0800","  317",",,7","  150",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-03","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  167",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-04","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  322",",,7","  161",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-05","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  339",",,7","  183",",,7",,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-06","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  250",",,7","   72",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-07","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  228",",,7","   83",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-08","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  322",",,7","  167",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-09","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","   78",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-10","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","   72",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-11","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","   67",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-12","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","   78",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-13","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   69",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  178",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-14","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   33",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  144",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-15","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  124",",,7,0800","    0",",,7","    0",",,7,0800","  328",",,7","  133",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-16","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  311",",,7","  139",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-17","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","   33",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-18","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  239",",,7","   39",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-19","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","   33",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-20","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  289",",,7","  139",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-21","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   71",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","  156",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-22","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  127",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","  156",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-23","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    5",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  144",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-24","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  112",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","  122",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-25","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","  127",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","  100",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-26","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  189",",,7","  117",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-27","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    5",",,7,0800","    0",",,7","    0",",,7,0800","  189",",,7","  100",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-28","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  222",",,7","   72",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-29","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  239",",,7","   72",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-30","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","   94",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-07-31","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  311",",,7","  128",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-01","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","  122",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-02","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   69",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  111",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-03","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","   94",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-04","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   25",",,7,0800","    0",",,7","    0",",,7,0800","  228",",,7","  100",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-05","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   48",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","  144",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-06","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","   15",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  189",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-07","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  122",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,
"USC00208043","2018-08-08","46.6013","-85.2238","227.1","TAHQUAMENON FALLS STATE PARK, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  178",",,7","   67",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,,,,,,
