"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00116157","2018-09-24","38.9916","-88.1828","161.8","NEWTON, IL US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  183",",,7","  228",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-09-25","38.9916","-88.1828","161.8","NEWTON, IL US","  213",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  217",",,7","  222",",,7,2400",,,,,"    1",",,7",,,,,,,,
"USC00116157","2018-09-26","38.9916","-88.1828","161.8","NEWTON, IL US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  133",",,7","  133",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-09-27","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","  106",",,7","  106",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-09-28","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","   89",",,7","  111",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-09-29","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","   89",",,7","  133",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-09-30","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  128",",,7","  161",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-01","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  139",",,7","  211",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-02","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  194",",,7","  211",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-03","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  200",",,7","  244",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-04","38.9916","-88.1828","161.8","NEWTON, IL US","   46",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  161",",,7","  161",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-05","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  150",",,7","  239",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-06","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  206",",,7","  222",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-07","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  194",",,7","  222",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-08","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  211",",,7","  228",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-09","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  200",",,7","  228",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-10","38.9916","-88.1828","161.8","NEWTON, IL US","  221",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  128",",,7","  128",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-11","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   56",",,7","   56",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-12","38.9916","-88.1828","161.8","NEWTON, IL US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   28",",,7","   50",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-13","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   11",",,7","   89",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-14","38.9916","-88.1828","161.8","NEWTON, IL US","   48",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   83",",,7","  117",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-15","38.9916","-88.1828","161.8","NEWTON, IL US","   38",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   33",",,7","   33",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-16","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   11",",,7","   56",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-17","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   33",",,7","   39",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-18","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  144",",,7","    0",",,7","   33",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-19","38.9916","-88.1828","161.8","NEWTON, IL US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   17",",,7","  117",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-20","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  167",",,7","   17",",,7","   17",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-21","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","  -33",",,7","   39",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-22","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","   28",",,7","   83",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-23","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   28",",,7","   33",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-24","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   11",",,7","   61",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-25","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   56",",,7","   89",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-26","38.9916","-88.1828","161.8","NEWTON, IL US","  178",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   78",",,7","   78",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-27","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   50",",,7","   50",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-28","38.9916","-88.1828","161.8","NEWTON, IL US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  172",",,7","   50",",,7","   67",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-29","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  178",",,7","   28",",,7","   83",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-30","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","   83",",,7","  172",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-10-31","38.9916","-88.1828","161.8","NEWTON, IL US","  277",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   89",",,7","   89",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-11-01","38.9916","-88.1828","161.8","NEWTON, IL US","  325",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","   56",",,7","   56",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-11-02","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   28",",,7","   56",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-11-03","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   28",",,7","  106",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-11-04","38.9916","-88.1828","161.8","NEWTON, IL US","   89",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   72",",,7","   72",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-11-05","38.9916","-88.1828","161.8","NEWTON, IL US","  170",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   61",",,7","  117",",,7,2400",,,,,,,,,,,,,,
"USC00116157","2018-11-06","38.9916","-88.1828","161.8","NEWTON, IL US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   89",",,7","   89",",,7,2400",,,,,,,,,,,,,,
