"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00004839","2018-07-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  272",",,W","  156",",,W","   26",",,W",,,,,,,,,,,"  320",",,W","   20",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  117",",,W","   22",",,W",,,,,,,,,,,"  280",",,W","  130",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  278",",,W","  122",",,W","   22",",,W",,,,,,,,,,,"  260",",,W","  250",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  306",",,W","  156",",,W","   31",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  311",",,W","  217",",,W","   32",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  294",",,W","  167",",,W","   23",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  300",",,W","  156",",,W","   27",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-13","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  317",",,W","  200",",,W","   34",",,W",,,,,,,,,,,"  240",",,W","  250",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-14","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    8",",,W",,,,,"  272",",,W","  189",",,W","   22",",,W",,,,,,,,,,,"  250",",,W","  260",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-15","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  311",",,W","  183",",,W","   17",",,W",,,,,,,,,,,"  260",",,W","  250",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-07-16","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  300",",,W","  189",",,W","   27",",,W",,,,,,,,,,,"  320",",,W","   10",",,W","   72",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-07-17","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  267",",,W","  172",",,W","   35",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   94",",,W","  134",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-18","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  267",",,W","  117",",,W","   19",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-19","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  311",",,W","  128",",,W","   31",",,W",,,,,,,,,,,"  160",",,W","  150",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-20","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   36",",,W",,,,,"  306",",,W","  189",",,W","   53",",,W",,,,,,,,,,,"  140",",,W","  120",",,W","   94",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-07-21","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","  353",",,W",,,,,"  239",",,W","  200",",,W","   25",",,W",,,,,,,,,,,"   80",",,W","  320",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-07-22","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    3",",,W",,,,,"  256",",,W","  189",",,W","   29",",,W",,,,,,,,,,,"   90",",,W","   80",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-07-23","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    3",",,W",,,,,"  244",",,W","  183",",,W","   17",",,W",,,,,,,,,,,"  340",",,W","  360",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00004839","2018-07-24","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    3",",,W",,,,,"  261",",,W","  194",",,W","   26",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-07-25","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  172",",,W","   18",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","   63",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-07-26","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  244",",,W","  172",",,W","   34",",,W",,,,,,,,,,,"  320",",,W","  290",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-27","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  217",",,W","  139",",,W","   28",",,W",,,,,,,,,,,"  290",",,W","  310",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00004839","2018-07-28","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   46",",,W",,,,,"  239",",,W","  128",",,W","   15",",,W",,,,,,,,,,,"  270",",,W","  310",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-07-29","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  261",",,W","  133",",,W","   12",",,W",,,,,,,,,,,"  100",",,W","   90",",,W","   67",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-07-30","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  278",",,W","  128",",,W","   14",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-07-31","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   76",",,W",,,,,"  272",",,W","  139",",,W","   18",",,W",,,,,,,,,,,"   70",",,W","   50",",,W","   76",",,W","  112",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00004839","2018-08-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  278",",,W","  189",",,W","   29",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   72",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   18",",,W",,,,,"  278",",,W","  178",",,W","   33",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   98",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  272",",,W","  150",",,W","   12",",,W",,,,,,,,,,,"  260",",,W","  290",",,W","   54",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-08-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  333",",,W","  150",",,W","   23",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00004839","2018-08-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  328",",,W","  222",",,W","   56",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,,,
"USW00004839","2018-08-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   76",",,W",,,,,"  261",",,W","  194",",,W","   14",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","   63",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-08-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   20",",,W",,,,,"  278",",,W","  183",",,W","   16",",,W",,,,,,,,,,,"  260",",,W","  280",",,W","   54",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-08-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  261",",,W","  178",",,W","   23",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  278",",,W","  183",",,W","   27",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   94",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-08-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  294",",,W","  167",",,W","   25",",,W",,,,,,,,,,,"  100",",,W","  100",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  289",",,W","  139",",,W","   17",",,W",,,,,,,,,,,"  260",",,W","  280",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  306",",,W","  161",",,W","   15",",,W",,,,,,,,,,,"  310",",,W","  300",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-13","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  300",",,W","  156",",,W","   12",",,W",,,,,,,,,,,"  290",",,W","  280",",,W","   45",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-08-14","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  300",",,W","  156",",,W","   17",",,W",,,,,,,,,,,"  260",",,W","  260",",,W","   54",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-08-15","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  317",",,W","  189",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  220",",,W","   58",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,
"USW00004839","2018-08-16","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  294",",,W","  189",",,W","   20",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-17","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  256",",,W","  189",",,W","    8",",,W",,,,,,,,,,,"   20",",,W","  330",",,W","   36",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-08-18","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  278",",,W","  172",",,W","   13",",,W",,,,,,,,,,,"  280",",,W","  270",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-08-19","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  294",",,W","  156",",,W","   13",",,W",,,,,,,,,,,"  290",",,W","  330",",,W","   54",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00004839","2018-08-20","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  267",",,W","  178",",,W","   36",",,W",,,,,,,,,,,"   90",",,W","  140",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-21","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US",,,,,,,"  256",",,W","  178",",,W","   29",",,W",,,,,,,,,,,"  340",",,W","  350",",,W","   72",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00004839","2018-08-22","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  239",",,W","  128",",,W","   31",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00004839","2018-08-23","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  261",",,W","  117",",,W","   28",",,W",,,,,,,,,,,"  250",",,W","  230",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,
"USW00004839","2018-08-24","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0","T,,W",,,,,"  250",",,W","  133",",,W","   35",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   81",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-08-25","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  256",",,W","  183",",,W","   43",",,W",,,,,,,,,,,"  240",",,W","  220",",,W","   89",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00004839","2018-08-26","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  311",",,W","  200",",,W","   20",",,W",,,,,,,,,,,"   10",",,W","  340",",,W","   81",",,W","  116",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00004839","2018-08-27","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","  208",",,W",,,,,"  317",",,W","  211",",,W","   56",",,W",,,,,,,,,,,"  210",",,W","  230",",,W","  116",",,W","  165",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00004839","2018-08-28","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","  587",",,W",,,,,"  311",",,W","  194",",,W","   64",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","  148",",,W","  192",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-08-29","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   43",",,W",,,,,"  228",",,W","  133",",,W","   36",",,W",,,,,,,,,,,"  260",",,W","  270",",,W","   76",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00004839","2018-08-30","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  228",",,W","  117",",,W","   16",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00004839","2018-08-31","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W","    0",",,W","    0",",,W","  278",",,W","  128",",,W","   29",",,W",,,,,,,,,,,"  150",",,W","  190",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-09-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","  117",",,W",,,,,"  278",",,W","  211",",,W","   38",",,W",,,,,,,,,,,"  250",",,W","  270",",,W","  112",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-09-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   97",",,W",,,,,"  300",",,W","  206",",,W","   41",",,W",,,,,,,,,,,"  210",",,W","  190",",,W","  107",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-09-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   46",",,W",,,,,"  283",",,W","  206",",,W","   22",",,W",,,,,,,,,,,"  250",",,W","  250",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-09-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    8",",,W",,,,,"  311",",,W","  211",",,W","   31",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   67",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-09-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","   30",",,W",,,,,"  306",",,W","  206",",,W","   47",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   98",",,W","  148",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00004839","2018-09-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    5",",,W",,,,,"  239",",,W","  172",",,W","   25",",,W",,,,,,,,,,,"   60",",,W","   50",",,W","   45",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00004839","2018-09-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  211",",,W","  144",",,W","   26",",,W",,,,,,,,,,,"   80",",,W","   50",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00004839","2018-09-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  200",",,W","  133",",,W","   41",",,W",,,,,,,,,,,"   80",",,W","  100",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,
"USW00004839","2018-09-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  217",",,W","  122",",,W","   50",",,W",,,,,,,,,,,"   80",",,W","   70",",,W","   89",",,W","  139",",,W",,,,,,,,,,,,,,
"USW00004839","2018-09-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  222",",,W","  122",",,W","   26",",,W",,,,,,,,,,,"  310",",,W","   60",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00004839","2018-09-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  239",",,W","  111",",,W","   13",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","   54",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00004839","2018-09-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","    0",",,W",,,,,"  272",",,W","  117",",,W","   15",",,W",,,,,,,,,,,"  120",",,W","  140",",,W","   40",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
