"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00024121","2018-07-16","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  356",",,W","  144",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  280",",,W","  270",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-17","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  361",",,W","  128",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-18","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  383",",,W","  133",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-19","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  378",",,W","  139",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  150",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-20","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0","T,,W,2400","    0",",,W","    0",",,W","  378",",,W","  156",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  140",",,W","  130",",,W",,,,,,,,,"  130",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-21","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    5",",,W,2400","    0",",,W","    0",",,W","  361",",,W","  189",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  170",",,W","  150",",,W",,,,,,,,,"  174",",,W","  228",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-22","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  194",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   30",",,W","  180",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-23","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    3",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  194",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-24","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0","T,,W,2400","    0",",,W","    0",",,W","  378",",,W","  161",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-25","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  367",",,W","  172",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  280",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-26","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  378",",,W","  144",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-27","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  372",",,W","  144",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  280",",,W","  260",",,W",,,,,,,,,"  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-28","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  367",",,W","  128",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  240",",,W",,,,,,,,,"  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-29","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  361",",,W","  106",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-30","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  372",",,W","  117",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   30",",,W","   30",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-07-31","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  378",",,W","  150",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  260",",,W",,,,,,,,,"  139",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-01","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  361",",,W","  178",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  170",",,W","  150",",,W",,,,,,,,,"  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-02","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  139",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  300",",,W","  290",",,W",,,,,,,,,"  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-03","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  106",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"  112",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-04","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","   72",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  240",",,W",,,,,,,,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-05","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","   89",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  280",",,W","  210",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-06","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","   61",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   30",",,W","   30",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-07","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  356",",,W","   94",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   60",",,W","   50",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-08","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  372",",,W","  106",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   70",",,W","   60",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-09","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  389",",,W","  117",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   50",",,W","   40",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-10","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  394",",,W","  117",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-11","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  378",",,W","  150",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  290",",,W","  250",",,W",,,,,,,,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-12","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  356",",,W","  189",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-13","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  156",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  280",",,W","  260",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-14","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0","T,,W,2400","    0",",,W","    0",",,W","  356",",,W","  111",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-15","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","   66",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  150",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   30",",,W","   30",",,W",,,,,,,,,"  157",",,W","  197",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-16","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  139",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-17","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  128",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250",",,W","  260",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-18","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","   78",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  280",",,W","  240",",,W",,,,,,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-19","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","   78",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-20","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","   94",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  240",",,W",,,,,,,,,"  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-21","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  111",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  260",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-22","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  106",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  230",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-23","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","   72",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270",",,W","  250",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-24","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","   94",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  260",",,W",,,,,,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-25","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","   50",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  240",",,W",,,,,,,,,"  103",",,W","  161",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024121","2018-08-26","40.8288","-115.7886","1533.1","ELKO REGIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","   83",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  250",",,W",,,,,,,,,"  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
