"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00200230","2018-12-28","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","    0","T,,7,1800","    0",",,7,1800","  122",",,7","   17",",,7",,,,,,,,,"   17",",,7,1800",,,"  170",",,7",,,"  -11",",,7",,,"   17",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2018-12-29","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","   15",",,7,1800","    0","T,,7,1800","   17",",,7","  -22",",,7",,,,,,,,,"  -17",",,7,1800",,,,,,,"   -6",",,7",,,"   17",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2018-12-30","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   20",",,7,1800","   25",",,7,1800","   25",",,7,1800","   17",",,7","  -39",",,7",,,,,,,,,"  -11",",,7,1800",,,,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2018-12-31","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  178",",,7,1800","    0",",,7,1800","    0",",,7,1800","   33",",,7","  -50",",,7",,,,,,,,,"   28",",,7,1800",,,"  152",",,7",,,"  -11",",,7",,,"   -6",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   33",",,7,1800","    0","T,,7,1800","    0","T,,7,1800","   83",",,7","  -17",",,7",,,,,,,,,"  -17",",,7,1800",,,,,,,"  -11",",,7",,,"  -11",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","    5",",,7,1800","    0","T,,7,1800","    0",",,7","  -39",",,7",,,,,,,,,"    0",",,7,1800",,,,,,,"  -17",",,7",,,"  -11",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    5",",,7,1800","    0",",,7,1800","   33",",,7","  -17",",,7",,,,,,,,,"    6",",,7,1800",,,,,,,"  -11",",,7",,,"  -11",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  100",",,7","  -22",",,7",,,,,,,,,"   22",",,7,1800",,,,,,,"  -11",",,7",,,"  -11",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  100",",,7","  -50",",,7",,,,,,,,,"   56",",,7,1800",,,,,,,"  -17",",,7",,,"  -11",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   56",",,7","  -22",",,7",,,,,,,,,"   11",",,7,1800",,,,,,,"  -11",",,7",,,"   -6",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   18",",,7,1800","    0","T,,7,1800","    0",",,7,1800","   61",",,7","  -11",",,7",,,,,,,,,"   61",",,7,1800",,,"  143",",,7",,,"   -6",",,7",,,"   -6",",,7","    1",",,7",,,"    1",",,7",,,,,,,,,,,,
"USC00200230","2019-01-08","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   25",",,7,1800","    0",",,7,1800","    0",",,7,1800","  117",",,7","   22",",,7",,,,,,,,,"   39",",,7,1800",,,"  165",",,7",,,"   -6",",,7",,,"    6",",,7","    1",",,7",,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-01-09","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","   15",",,7,1800","    0","T,,7,1800","   39",",,7","  -56",",,7",,,,,,,,,"  -56",",,7,1800",,,"  139",",,7",,,"  -11",",,7",,,"    6",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    3",",,7,1800","    0","T,,7,1800","  -28",",,7","  -61",",,7",,,,,,,,,"  -44",",,7,1800",,,,,,,"  -17",",,7",,,"  -11",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-11","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0","T,,7,1800","  -11",",,7"," -117",",,7",,,,,,,,,"  -33",",,7,1800",,,,,,,"  -22",",,7",,,"  -17",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-12","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  -11",",,7","  -67",",,7",,,,,,,,,"  -28",",,7,1800",,,,,,,"  -22",",,7",,,"  -22",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-13","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","    0",",,7,1800","    6",",,7","  -67",",,7",,,,,,,,,"  -28",",,7,1800",,,,,,,"  -22",",,7",,,"  -22",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-14","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   17",",,7"," -139",",,7",,,,,,,,,"  -22",",,7,1800",,,,,,,"  -33",",,7",,,"  -22",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-15","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","    0","T,,7,1800","  -22",",,7","  -44",",,7",,,,,,,,,"  -33",",,7,1800",,,,,,,"  -28",",,7",,,"  -28",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-16","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    0",",,7,1800","    0",",,7,1800","    0",",,7","  -44",",,7",,,,,,,,,"  -44",",,7,1800",,,,,,,"  -28",",,7",,,"  -28",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-17","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    5",",,7,1800","    0","T,,7,1800","   -6",",,7"," -100",",,7",,,,,,,,,"  -17",",,7,1800",,,,,,,"  -28",",,7",,,"  -28",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-18","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    5",",,7,1800","    0","T,,7,1800","  -11",",,7","  -28",",,7",,,,,,,,,"  -28",",,7,1800",,,,,,,"  -28",",,7",,,"  -28",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-19","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  119",",,7,1800","  180",",,7,1800","  178",",,7,1800","  -28",",,7","  -83",",,7",,,,,,,,,"  -83",",,7,1800",,,"  148",",,7",,,"  -28",",,7",,,"  -28",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-20","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    5",",,7,1800","  152",",,7,1800","  -83",",,7"," -178",",,7",,,,,,,,," -150",",,7,1800",,,"  134",",,7",,,"  -28",",,7",,,"  -28",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-21","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","  152",",,7,1800","  -78",",,7"," -233",",,7",,,,,,,,," -128",",,7,1800","  102",",,7",,,,,"  -39",",,7",,,"  -28",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-22","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    0","T,,7,1800","  127",",,7,1800","  -44",",,7"," -222",",,7",,,,,,,,,"  -44",",,7,1800",,,,,,,"  -39",",,7",,,"  -39",",,7","    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-23","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  147",",,7,1800","    3",",,7,1800","   51",",,7,1800","   50",",,7","  -44",",,7",,,,,,,,,"   39",",,7,1800",,,"  134",",,7",,,"  -39",",,7",,,"  -33",",,7","    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,,,,
"USC00200230","2019-01-24","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","   25",",,7,1800","   39",",,7","  -44",",,7",,,,,,,,,"  -44",",,7,1800",,,,,,,"  -39",",,7",,,"  -39",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-25","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    8",",,7,1800","   13",",,7,1800","   51",",,7,1800","  -44",",,7"," -122",",,7",,,,,,,,," -122",",,7,1800",,,"  152",",,7",,,"  -39",",,7",,,"  -39",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-01-26","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    3",",,7,1800","   25",",,7,1800","  -67",",,7"," -189",",,7",,,,,,,,,"  -94",",,7,1800",,,,,,,"  -44",",,7",,,"  -39",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-27","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   41",",,7,1800","   81",",,7,1800","  127",",,7,1800","  -78",",,7"," -117",",,7",,,,,,,,," -117",",,7,1800",,,,,,,"  -44",",,7",,,"  -44",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-01-28","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  107",",,7,1800","  114",",,7,1800","  203",",,7,1800","  -44",",,7"," -222",",,7",,,,,,,,,"  -44",",,7,1800","  102",",,7","  183",",,7",,,"  -44",",,7",,,"  -44",",,7","    1",",,7",,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-01-29","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    8",",,7,1800","   15",",,7,1800","  152",",,7,1800","   11",",,7"," -144",",,7",,,,,,,,," -144",",,7,1800","  203",",,7","  206",",,7",,,"  -44",",,7",,,"  -44",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-01-30","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","  152",",,7,1800"," -144",",,7"," -239",",,7",,,,,,,,," -239",",,7,1800",,,"  174",",,7",,,"  -44",",,7",,,"  -44",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-01-31","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","  152",",,7,1800"," -144",",,7"," -278",",,7",,,,,,,,," -189",",,7,1800",,,,,,,"  -50",",,7",,,"  -44",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","  152",",,7,1800","  -83",",,7"," -217",",,7",,,,,,,,," -122",",,7,1800",,,,,,,"  -44",",,7",,,"  -44",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","  127",",,7,1800","   50",",,7"," -178",",,7",,,,,,,,,"   28",",,7,1800","  203",",,7",,,,,"  -44",",,7",,,"  -39",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","   25",",,7,1800","  111",",,7","   17",",,7",,,,,,,,,"   83",",,7,1800",,,,,,,"  -39",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   28",",,7,1800","    0",",,7,1800","    0",",,7,1800","  106",",,7","   44",",,7",,,,,,,,,"   89",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","    0",",,7,1800","    0",",,7,1800","   94",",,7","    6",",,7",,,,,,,,,"    6",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  109",",,7,1800","    8",",,7,1800","    0","T,,7,1800","   11",",,7","  -22",",,7",,,,,,,,,"    6",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,,,,
"USC00200230","2019-02-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   23",",,7,1800","    0",",,7,1800","    0",",,7,1800","   61",",,7","   -6",",,7",,,,,,,,,"   61",",,7,1800",,,"  228",",,7",,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,"    1",",,7",,
"USC00200230","2019-02-08","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","   15",",,7,1800","    0","T,,7,1800","  117",",,7"," -100",",,7",,,,,,,,," -100",",,7,1800",,,"  201",",,7",,,"  -33",",,7",,,"  -28",",,7","    1",",,7",,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-02-09","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    5",",,7,1800","    0","T,,7,1800","  -33",",,7"," -133",",,7",,,,,,,,,"  -50",",,7,1800",,,,,,,"  -28",",,7",,,"  -28",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","   10",",,7,1800","    0","T,,7,1800","  -33",",,7"," -117",",,7",,,,,,,,,"  -50",",,7,1800",,,,,,,"  -33",",,7",,,"  -28",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-02-11","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   18",",,7,1800","   20",",,7,1800","   25",",,7,1800","  -11",",,7","  -61",",,7",,,,,,,,,"  -17",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-12","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  160",",,7,1800","   28",",,7,1800","   51",",,7,1800","    6",",,7","  -39",",,7",,,,,,,,,"    6",",,7,1800",,,"  165",",,7",,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,"    1",",,7",,
"USC00200230","2019-02-13","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   46",",,7,1800","  114",",,7,1800","  102",",,7,1800","   11",",,7","  -67",",,7",,,,,,,,,"  -44",",,7,1800",,,"  170",",,7",,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-02-14","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","   51",",,7,1800","   72",",,7"," -128",",,7",,,,,,,,,"   44",",,7,1800","  127",",,7",,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-15","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","   25",",,7,1800","   44",",,7","  -56",",,7",,,,,,,,,"  -56",",,7,1800",,,"  174",",,7",,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-02-16","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","   25",",,7,1800","  -33",",,7","  -78",",,7",,,,,,,,,"  -39",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-17","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   20",",,7,1800","   25",",,7,1800","   51",",,7,1800","  -39",",,7","  -56",",,7",,,,,,,,,"  -56",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-18","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  102",",,7,1800","  140",",,7,1800","  178",",,7,1800","  -22",",,7","  -83",",,7",,,,,,,,,"  -50",",,7,1800","  178",",,7",,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-19","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","  127",",,7,1800","    0",",,7"," -200",",,7",,,,,,,,,"  -28",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-20","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   13",",,7,1800","    5",",,7,1800","  102",",,7,1800","   -6",",,7"," -100",",,7",,,,,,,,,"   -6",",,7,1800",,,"  143",",,7",,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,,,,
"USC00200230","2019-02-21","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   13",",,7,1800","    0",",,7,1800","   76",",,7,1800","   39",",,7","   -6",",,7",,,,,,,,,"   17",",,7,1800",,,"  152",",,7",,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-22","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","   76",",,7,1800","   44",",,7","  -89",",,7",,,,,,,,,"   11",",,7,1800","  178",",,7",,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-23","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","   25",",,7,1800","   44",",,7","  -61",",,7",,,,,,,,,"   22",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-02-24","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   86",",,7,1800","    5",",,7,1800","    0","T,,7,1800","   78",",,7","  -22",",,7",,,,,,,,,"  -22",",,7,1800",,,"  277",",,7",,,"  -33",",,7",,,"  -33",",,7","    1",",,7","    1",",,7",,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-02-25","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    8",",,7,1800","   23",",,7,1800","    0","T,,7,1800","  -22",",,7","  -89",",,7",,,,,,,,,"  -56",",,7,1800",,,"  232",",,7",,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-02-26","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    5",",,7,1800","    0","T,,7,1800","  -50",",,7"," -100",",,7",,,,,,,,,"  -61",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-02-27","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   36",",,7,1800","   41",",,7,1800","   51",",,7,1800","  -39",",,7","  -83",",,7",,,,,,,,,"  -50",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-02-28","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","   25",",,7,1800","  -11",",,7"," -161",",,7",,,,,,,,,"  -28",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","   25",",,7,1800","   22",",,7"," -144",",,7",,,,,,,,,"   -6",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","    0","T,,7,1800","    0",",,7","  -44",",,7",,,,,,,,,"  -11",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-03-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    8",",,7,1800","   25",",,7,1800","  -11",",,7"," -100",",,7",,,,,,,,,"  -61",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-03-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","   13",",,7,1800","   25",",,7,1800","  -61",",,7"," -150",",,7",,,,,,,,," -117",",,7,1800",,,,,,,"  -44",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-03-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    8",",,7,1800","   25",",,7,1800","  -61",",,7"," -144",",,7",,,,,,,,,"  -89",",,7,1800",,,,,,,"  -56",",,7",,,"  -44",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","   15",",,7,1800","   25",",,7,1800","  -67",",,7"," -172",",,7",,,,,,,,,"  -67",",,7,1800",,,,,,,"  -56",",,7",,,"  -56",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","   15",",,7,1800","   25",",,7,1800","  -28",",,7"," -122",",,7",,,,,,,,,"  -39",",,7,1800",,,,,,,"  -56",",,7",,,"  -50",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-08","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0","T,,7,1800","   44",",,7"," -133",",,7",,,,,,,,,"   28",",,7,1800",,,,,,,"  -50",",,7",,,"  -44",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-09","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0",",,7,1800","    0","T,,7,1800","   39",",,7","  -94",",,7",,,,,,,,,"    6",",,7,1800",,,"  134",",,7",,,"  -44",",,7",,,"  -39",",,7","    1",",,7",,,,,,,"    1",",,7",,,,,,,,
"USC00200230","2019-03-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  170",",,7,1800","    0",",,7,1800","    0",",,7,1800","   78",",,7","    0",",,7",,,,,,,,,"   22",",,7,1800",,,"  206",",,7",,,"  -44",",,7",,,"  -39",",,7","    1",",,7",,,,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-03-11","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   44",",,7","  -28",",,7",,,,,,,,,"   28",",,7,1800",,,"  143",",,7",,,"  -39",",,7",,,"  -33",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-03-12","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   72",",,7","  -78",",,7",,,,,,,,,"   67",",,7,1800",,,,,,,"  -33",",,7",,,"  -33",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-13","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   13",",,7,1800","    0",",,7,1800","    0",",,7,1800","  117",",,7","  -28",",,7",,,,,,,,,"  111",",,7,1800",,,,,,,"  -33",",,7",,,"  -28",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-14","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   86",",,7,1800","    0",",,7,1800","    0",",,7,1800","  150",",,7","   17",",,7",,,,,,,,,"  144",",,7,1800",,,"  174",",,7",,,"  -28",",,7",,,"  -22",",,7","    1",",,7","    1",",,7",,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-03-15","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   64",",,7,1800","    0",",,7,1800","    0",",,7,1800","  178",",,7","   22",",,7",,,,,,,,,"   22",",,7,1800",,,"  197",",,7",,,"  -22",",,7",,,"  -17",",,7","    1",",,7",,,"    1",",,7",,,,,,,,,"    1",",,7",,
"USC00200230","2019-03-16","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   20",",,7,1800","   20",",,7,1800","    0",",,7,1800","   22",",,7","  -22",",,7",,,,,,,,,"   11",",,7,1800",,,"  143",",,7",,,"  -22",",,7",,,"  -17",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-03-17","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","    0",",,7,1800","   28",",,7","  -94",",,7",,,,,,,,,"   17",",,7,1800",,,,,,,"  -22",",,7",,,"  -22",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-03-18","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0","T,,7,1800","    0",",,7,1800","   50",",,7","  -44",",,7",,,,,,,,,"   44",",,7,1800",,,,,,,"  -22",",,7",,,"  -22",",,7","    1",",,7",,,,,,,,,,,,,,,,
