"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"USR0000AGAT","2017-06-24","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  125","H,,U","   54","H,,U","   83",",,U"
"USR0000AGAT","2017-06-25","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  122","H,,U","   47","H,,U","   76",",,U"
"USR0000AGAT","2017-06-26","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  115","H,,U","   63","H,,U","   81",",,U"
"USR0000AGAT","2017-06-27","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   86","H,,U","   35","H,,U","   57",",,U"
"USR0000AGAT","2017-06-28","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  108","H,,U","   30","H,,U","   70",",,U"
"USR0000AGAT","2017-06-29","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   97","H,,U","   48","H,,U","   70",",,U"
"USR0000AGAT","2017-06-30","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  118","H,,U","   47","H,,U","   79",",,U"
"USR0000AGAT","2017-07-01","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   90","H,,U","   58","H,,U","   71",",,U"
"USR0000AGAT","2017-07-02","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   62","H,,U","   38","H,,U","   51",",,U"
"USR0000AGAT","2017-07-03","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   69","H,,U","   45","H,,U","   52",",,U"
"USR0000AGAT","2017-07-04","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  117","H,,U","   44","H,,U","   82",",,U"
"USR0000AGAT","2017-07-05","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  174","H,,U","   84","H,,U","  128",",,U"
"USR0000AGAT","2017-07-06","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  172","H,,U","   74","H,,U","  131",",,U"
"USR0000AGAT","2017-07-07","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  146","H,,U","   75","H,,U","  104",",,U"
"USR0000AGAT","2017-07-08","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  103","H,,U","   33","H,,U","   56",",,U"
"USR0000AGAT","2017-07-09","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   99","H,,U","   44","H,,U","   69",",,U"
"USR0000AGAT","2017-07-10","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   73","H,,U","   30","H,,U","   47",",,U"
"USR0000AGAT","2017-07-11","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","   91","H,,U","   42","H,,U","   63",",,U"
"USR0000AGAT","2017-07-12","61.6028","-143.0131","1237.5","GATES GLACIER ALASKA, AK US","  163","H,,U","   73","H,,U","  119",",,U"
