"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SN53","SN53_ATTRIBUTES","SN55","SN55_ATTRIBUTES","SN56","SN56_ATTRIBUTES","SX51","SX51_ATTRIBUTES","SX52","SX52_ATTRIBUTES","SX53","SX53_ATTRIBUTES","SX55","SX55_ATTRIBUTES","SX56","SX56_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00132209","2018-07-06","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  183",",,7","  206",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-07","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  183",",,7","  206",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-08","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  172",",,7","  217",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-09","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  189",",,7","  256",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-10","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  233",",,7","  250",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-11","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  228",",,7","  256",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-12","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  228",",,7","  278",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-13","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  222",",,7","  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00132209","2018-07-14","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  217",",,7","  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-15","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  206",",,7","  239",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00132209","2018-07-16","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  206",",,7","  211",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-17","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  189",",,7","  206",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-18","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  189",",,7","  239",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-19","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  206",",,7","  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-20","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  194",",,7","  194",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-21","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  172",",,7","  206",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-22","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  178",",,7","  200",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-23","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  167",",,7","  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-24","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  161",",,7","  189",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-25","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  167",",,7","  211",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-26","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  150",",,7","  172",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-27","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  122",",,7","  167",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-28","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  150",",,7","  200",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-29","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  172",",,7","  172",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-30","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  156",",,7","  183",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-07-31","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  139",",,7","  194",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-01","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  161",",,7","  206",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-02","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  139",",,7","  206",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-03","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  178",",,7","  250",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-04","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  217",",,7","  244",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-05","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  189",",,7","  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00132209","2018-08-06","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","   56",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  189",",,7","  228",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-07","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","  109",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  183",",,7","  183",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-08","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  161",",,7","  233",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-09","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  200",",,7","  222",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-10","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  178",",,7","  206",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132209","2018-08-11","41.7366","-93.7236","292.3","DES MOINES WSFO JOHNSTON, IA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  172",",,7","  222",",,7,2400","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
