"USC00295968","2018-07-07","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  128",",,7","    0",",,7",,,,,,,"  128",",,7,","  130",",,7","   80",",,7",,,,,,,,
"USC00295968","2018-07-08","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","   86",",,7,0700","    0",",,7","    0",",,7","  317",",,7","   94",",,7","    0",",,7",,,,,,,"  106",",,7,","   45",",,7","  152",",,7",,,,,,,,
"USC00295968","2018-07-09","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","   94",",,7","    0",",,7",,,,,,,"  117",",,7,","  190",",,7","  107",",,7",,,,,,,,
"USC00295968","2018-07-10","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  111",",,7","    0",",,7",,,,,,,"  133",",,7,","  140",",,7","  103",",,7",,,,,,,,
"USC00295968","2018-07-11","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  128",",,7","    0",",,7",,,,,,,"  156",",,7,","  230",",,7","  103",",,7",,,,,,,,
"USC00295968","2018-07-12","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  128",",,7","   31",",,7",,,,,,,"  167",",,7,","  225",",,7","  174",",,7",,,,,,,,
"USC00295968","2018-07-13","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","   30",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  128",",,7","    0",",,7",,,,,,,"  133",",,7,","  185",",,7","  112",",,7",,,,,,,,
"USC00295968","2018-07-14","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","   61",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  128",",,7","    0",",,7",,,,,,,"  133",",,7,","  310",",,7","  116",",,7",,,,,,,,
"USC00295968","2018-07-15","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","    8",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  117",",,7","    0",",,7",,,,,,,"  122",",,7,","  230",",,7","  125",",,7",,,,,,,,
"USC00295968","2018-07-16","34.6241","-106.3102","2033.6","MOUNTAINAIR 8 NW, NM US","  130",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  117",",,7","    0",",,7",,,,,,,"  139",",,7,","  230",",,7","  139",",,7",,,,,,,,
