"USC00058184","2018-07-02","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  239",",,7","   11",",,7",,,,,,,,,"  217",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-03","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  239",",,7","   22",",,7",,,,,,,,,"  178",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-04","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  250",",,7","   33",",,7",,,,,,,,,"  189",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-05","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  222",",,7","   78",",,7",,,,,,,,,"  172",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-06","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","   15",",,7,1700","    0",",,7,1700","    0",",,7,1700","  244",",,7","   50",",,7",,,,,,,,,"  156",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-07","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","   23",",,7,1700","    0",",,7,1700","    0",",,7,1700","  233",",,7","   44",",,7",,,,,,,,,"  183",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-08","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    5",",,7,1700","    0",",,7,1700","    0",",,7,1700","  244",",,7","   44",",,7",,,,,,,,,"  178",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-09","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  261",",,7","   56",",,7",,,,,,,,,"  244",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-10","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    8",",,7,1700","    0",",,7,1700","    0",",,7,1700","  250",",,7","   67",",,7",,,,,,,,,"  206",",,7,1700",,,,,,,,,,,,,,,,
"USC00058184","2018-07-11","38.8183","-106.6086","2797.8","TAYLOR PARK, CO US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  244",",,7","   56",",,7",,,,,,,,,"  217",",,7,1700",,,,,,,,,,,,,,,,
