"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00025400","2018-06-28","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  168",",,S","   65",",,S",,,"  126","H,,S"
"RSM00025400","2018-06-29","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  163",",,S","   90",",,S",,,"  132","H,,S"
"RSM00025400","2018-06-30","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  175",",,S","   48",",,S",,,"  132","H,,S"
"RSM00025400","2018-07-01","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  206",",,S","   89",",,S",,,"  162","H,,S"
"RSM00025400","2018-07-02","65.73","150.9","41.0","ZYRJANKA, RS","    8","B,,S",,,"  229",",,S","   96",",,S",,,"  161","H,,S"
"RSM00025400","2018-07-03","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  231",",,S","  154",",,S",,,"  189","H,,S"
"RSM00025400","2018-07-04","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  269",",,S","  171",",,S",,,"  221","H,,S"
"RSM00025400","2018-07-05","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  294",",,S","  188",",,S",,,"  243","H,,S"
"RSM00025400","2018-07-06","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  314",",,S","  109",",,S",,,"  233","H,,S"
"RSM00025400","2018-07-07","65.73","150.9","41.0","ZYRJANKA, RS","   10","B,,S",,,"  325",",,S","  172",",,S",,,"  244","H,,S"
"RSM00025400","2018-07-08","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  257",",,S","  182",",,S",,,"  227","H,,S"
"RSM00025400","2018-07-09","65.73","150.9","41.0","ZYRJANKA, RS","    5","B,,S",,,"  344",",,S","  134",",,S",,,"  232","H,,S"
"RSM00025400","2018-07-10","65.73","150.9","41.0","ZYRJANKA, RS","   99","B,,S",,,"  137",",,S",,,,,"  120","H,,S"
"RSM00025400","2018-07-11","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  195",",,S","  131",",,S",,,"  162","H,,S"
"RSM00025400","2018-07-12","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  253",",,S","  168",",,S",,,"  208","H,,S"
"RSM00025400","2018-07-13","65.73","150.9","41.0","ZYRJANKA, RS","   10","B,,S",,,"  195",",,S","  101",",,S",,,"  134","H,,S"
"RSM00025400","2018-07-14","65.73","150.9","41.0","ZYRJANKA, RS","   41","B,,S",,,"  167",",,S","  132",",,S",,,"  148","H,,S"
"RSM00025400","2018-07-15","65.73","150.9","41.0","ZYRJANKA, RS","   20","B,,S",,,"  158",",,S","  111",",,S",,,"  121","H,,S"
"RSM00025400","2018-07-16","65.73","150.9","41.0","ZYRJANKA, RS","   71","B,,S",,,"  151",",,S","  111",",,S",,,"  140","H,,S"
"RSM00025400","2018-07-17","65.73","150.9","41.0","ZYRJANKA, RS","   71","B,,S",,,,,"   72",",,S",,,"  135","H,,S"
"RSM00025400","2018-07-18","65.73","150.9","41.0","ZYRJANKA, RS","  119","B,,S",,,"   66",",,S","   41",",,S",,,"   54","H,,S"
"RSM00025400","2018-07-19","65.73","150.9","41.0","ZYRJANKA, RS","   30","B,,S",,,"  111",",,S","   17",",,S",,,"   69","H,,S"
"RSM00025400","2018-07-20","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  184",",,S","   17",",,S",,,"  138","H,,S"
"RSM00025400","2018-07-21","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  223",",,S","  118",",,S",,,"  163","H,,S"
"RSM00025400","2018-07-22","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,,,"  101",",,S",,,"  117","H,,S"
"RSM00025400","2018-07-23","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  285",",,S","  135",",,S",,,"  204","H,,S"
"RSM00025400","2018-07-24","65.73","150.9","41.0","ZYRJANKA, RS","    5","B,,S",,,"  203",",,S","  124",",,S",,,"  152","H,,S"
"RSM00025400","2018-07-25","65.73","150.9","41.0","ZYRJANKA, RS","    8","B,,S",,,"  150",",,S","   98",",,S",,,"  121","H,,S"
"RSM00025400","2018-07-26","65.73","150.9","41.0","ZYRJANKA, RS","   48","B,,S",,,"  111",",,S","   68",",,S",,,"   90","H,,S"
"RSM00025400","2018-07-27","65.73","150.9","41.0","ZYRJANKA, RS","   20","B,,S",,,,,,,,,"   73","H,,S"
"RSM00025400","2018-07-28","65.73","150.9","41.0","ZYRJANKA, RS","   51","B,,S",,,"  154",",,S","   74",",,S",,,"  121","H,,S"
"RSM00025400","2018-07-29","65.73","150.9","41.0","ZYRJANKA, RS","   15","B,,S",,,"  135",",,S","  102",",,S",,,"  118","H,,S"
"RSM00025400","2018-07-30","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  134",",,S","   76",",,S",,,"  112","H,,S"
"RSM00025400","2018-07-31","65.73","150.9","41.0","ZYRJANKA, RS","  109","B,,S",,,"  153",",,S","   82",",,S",,,"  114","H,,S"
"RSM00025400","2018-08-01","65.73","150.9","41.0","ZYRJANKA, RS","   41","B,,S",,,"  134",",,S",,,,,"  114","H,,S"
"RSM00025400","2018-08-02","65.73","150.9","41.0","ZYRJANKA, RS","   10","B,,S",,,"  136",",,S","  117",",,S",,,"  126","H,,S"
"RSM00025400","2018-08-03","65.73","150.9","41.0","ZYRJANKA, RS","   48","B,,S",,,"  163",",,S","  106",",,S",,,"  137","H,,S"
"RSM00025400","2018-08-04","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  142",",,S","   78",",,S",,,"  111","H,,S"
"RSM00025400","2018-08-05","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  144",",,S","   69",",,S",,,"  106","H,,S"
"RSM00025400","2018-08-06","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  166",",,S","   75",",,S",,,"  116","H,,S"
"RSM00025400","2018-08-07","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  166",",,S","   48",",,S",,,"  121","H,,S"
"RSM00025400","2018-08-08","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  161",",,S","   64",",,S",,,"  116","H,,S"
"RSM00025400","2018-08-09","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  157",",,S","   56",",,S",,,"  108","H,,S"
"RSM00025400","2018-08-10","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  160",",,S","   30",",,S",,,"  109","H,,S"
"RSM00025400","2018-08-11","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  207",",,S","   57",",,S",,,"  133","H,,S"
"RSM00025400","2018-08-12","65.73","150.9","41.0","ZYRJANKA, RS",,,,,"  221",",,S","   49",",,S",,,"  136","H,,S"
"RSM00025400","2018-08-13","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  199",",,S","   57",",,S",,,"  136","H,,S"
"RSM00025400","2018-08-14","65.73","150.9","41.0","ZYRJANKA, RS",,,,,"  204",",,S",,,,,"  147","H,,S"
"RSM00025400","2018-08-15","65.73","150.9","41.0","ZYRJANKA, RS","    0",",,S",,,"  234",",,S","  114",",,S",,,"  179","H,,S"
"RSM00025400","2018-08-16","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  249",",,S","  124",",,S",,,"  178","H,,S"
"RSM00025400","2018-08-17","65.73","150.9","41.0","ZYRJANKA, RS",,,,,,,"   74",",,S",,,"  136","H,,S"
"RSM00025400","2018-08-18","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"  226",",,S","   97",",,S",,,"  157","H,,S"
"RSM00025400","2018-08-19","65.73","150.9","41.0","ZYRJANKA, RS","    5","B,,S",,,"  142",",,S","   72",",,S",,,"   88","H,,S"
"RSM00025400","2018-08-20","65.73","150.9","41.0","ZYRJANKA, RS","    0","B,,S",,,"   89",",,S","  -13",",,S",,,"   54","H,,S"
