"USC00311975","2018-07-06","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  222",",,7","    0",",,7",,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-07","35.4111","-80.5834","213.4","CONCORD, NC US","  366",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  206",",,7","   22",",,7",,,,,"  217",",,7,0800","    1",",,7","    1",",,7",,,,,,,,,,,,
"USC00311975","2018-07-08","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  150",",,7","   45",",,7",,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-09","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  139",",,7","    0",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-10","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  167",",,7","   22",",,7",,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-11","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  194",",,7","   13",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-12","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  211",",,7","   45",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-13","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  228",",,7","   31",",,7",,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-14","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  194",",,7","   22",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,
"USC00311975","2018-07-15","35.4111","-80.5834","213.4","CONCORD, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  206",",,7","    0",",,7",,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,
