"USC00346282","2018-05-02","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   13",",,7,2400",,,,,"  294",",,7","  172",",,7",,,,,,,"  194",",,7","  267",",,7"
"USC00346282","2018-05-03","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   10",",,7,2400",,,,,"  278",",,7","  161",",,7",,,,,,,"  189",",,7","  267",",,7"
"USC00346282","2018-05-04","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  250",",,7","  122",",,7",,,,,,,"  172",",,7","  256",",,7"
"USC00346282","2018-05-05","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  283",",,7","  100",",,7",,,,,,,"  161",",,7","  278",",,7"
"USC00346282","2018-05-06","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  317",",,7","  139",",,7",,,,,,,"  183",",,7","  283",",,7"
"USC00346282","2018-05-07","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  322",",,7","  139",",,7",,,,,,,"  194",",,7","  294",",,7"
"USC00346282","2018-05-08","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  311",",,7","  183",",,7",,,,,,,"  206",",,7","  267",",,7"
"USC00346282","2018-05-09","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  328",",,7","  167",",,7",,,,,,,"  200",",,7","  311",",,7"
"USC00346282","2018-05-10","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  311",",,7","  183",",,7",,,,,,,"  222",",,7","  300",",,7"
"USC00346282","2018-05-11","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  306",",,7","  200",",,7",,,,,,,"  217",",,7","  289",",,7"
"USC00346282","2018-05-12","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  311",",,7","  206",",,7",,,,,,,"  222",",,7","  300",",,7"
"USC00346282","2018-05-13","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    0",",,7,2400",,,,,"  322",",,7","  172",",,7",,,,,,,"  222",",,7","  306",",,7"
"USC00346282","2018-05-14","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","  574",",,7,2400",,,,,"  333",",,7","  167",",,7",,,,,,,"  228",",,7","  306",",,7"
