"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"GYW00010502","2018-12-16","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  315",",,S",,,,,"  248","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-17","6.5","-58.25","29.3","GEORGETOWN, GY","    3",",,S",,,,,"  316",",,S","  198",",,S",,,"  245","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-18","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-19","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  309",",,S",,,,,"  249","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-20","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,,,,,,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-21","6.5","-58.25","29.3","GEORGETOWN, GY","    5",",,S",,,,,,,"  213",",,S",,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-22","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  200",",,S",,,"  250","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-23","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  212",",,S",,,"  255","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-24","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  310",",,S","  216",",,S",,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-25","6.5","-58.25","29.3","GEORGETOWN, GY","   13","D,,S",,,,,"  306",",,S","  202",",,S",,,"  249","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-26","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  204",",,S",,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-27","6.5","-58.25","29.3","GEORGETOWN, GY","   84","D,,S",,,,,"  300",",,S",,,,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-28","6.5","-58.25","29.3","GEORGETOWN, GY","    3","D,,S",,,,,,,"  218",",,S",,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-29","6.5","-58.25","29.3","GEORGETOWN, GY","   36",",,S",,,,,"  304",",,S","  189",",,S",,,"  240","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-30","6.5","-58.25","29.3","GEORGETOWN, GY","   41",",,S",,,,,"  300",",,S","  200",",,S",,,"  234","H,,S",,,,,,,,,,,,
"GYW00010502","2018-12-31","6.5","-58.25","29.3","GEORGETOWN, GY","   89",",,S",,,,,"  284",",,S","  201",",,S",,,"  243","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-01","6.5","-58.25","29.3","GEORGETOWN, GY","   46",",,S",,,,,"  290",",,S","  204",",,S",,,"  244","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-02","6.5","-58.25","29.3","GEORGETOWN, GY","   13",",,S",,,,,"  290",",,S",,,,,"  246","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-03","6.5","-58.25","29.3","GEORGETOWN, GY","  170",",,S",,,,,,,"  224",",,S",,,"  254","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-04","6.5","-58.25","29.3","GEORGETOWN, GY","   13",",,S",,,,,,,"  229",",,S",,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-05","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  300",",,S",,,,,"  254","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-06","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-07","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  310",",,S","  227",",,S",,,"  263","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-08","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  312",",,S","  200",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-09","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  196",",,S",,,"  249","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-10","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  306",",,S",,,,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-11","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  313",",,S",,,,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-12","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  312",",,S",,,,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-13","6.5","-58.25","29.3","GEORGETOWN, GY","    5",",,S",,,,,,,"  204",",,S",,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-14","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  242","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-15","6.5","-58.25","29.3","GEORGETOWN, GY","   30",",,S",,,,,,,"  197",",,S",,,"  252","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-16","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  315",",,S",,,,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-17","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  307",",,S","  206",",,S",,,"  254","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-18","6.5","-58.25","29.3","GEORGETOWN, GY","   38",",,S",,,,,"  304",",,S","  218",",,S",,,"  248","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-19","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-20","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  319",",,S",,,,,"  252","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-21","6.5","-58.25","29.3","GEORGETOWN, GY","   38",",,S",,,,,,,"  218",",,S",,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-22","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  313",",,S",,,,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-23","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  314",",,S","  200",",,S",,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-24","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  316",",,S","  198",",,S",,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-25","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  195",",,S",,,"  240","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-26","6.5","-58.25","29.3","GEORGETOWN, GY","   23",",,S",,,,,,,"  187",",,S",,,"  243","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-27","6.5","-58.25","29.3","GEORGETOWN, GY","    5",",,S",,,,,"  320",",,S","  218",",,S",,,"  249","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-28","6.5","-58.25","29.3","GEORGETOWN, GY","  114",",,S",,,,,"  294",",,S","  217",",,S",,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-29","6.5","-58.25","29.3","GEORGETOWN, GY","   15",",,S",,,,,"  301",",,S",,,,,"  248","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-30","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  293",",,S",,,,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-01-31","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  294",",,S",,,,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-01","6.5","-58.25","29.3","GEORGETOWN, GY","   28",",,S",,,,,"  308",",,S","  222",",,S",,,"  242","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-02","6.5","-58.25","29.3","GEORGETOWN, GY","   99",",,S",,,,,,,"  214",",,S",,,"  238","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-03","6.5","-58.25","29.3","GEORGETOWN, GY","   43",",,S",,,,,,,"  207",",,S",,,"  247","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-04","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-05","6.5","-58.25","29.3","GEORGETOWN, GY","   91",",,S",,,,,"  306",",,S","  213",",,S",,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-06","6.5","-58.25","29.3","GEORGETOWN, GY","   10",",,S",,,,,"  306",",,S","  208",",,S",,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-07","6.5","-58.25","29.3","GEORGETOWN, GY","   38",",,S",,,,,"  315",",,S","  224",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-08","6.5","-58.25","29.3","GEORGETOWN, GY","   53",",,S",,,,,"  304",",,S","  217",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-09","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  311",",,S",,,,,"  255","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-10","6.5","-58.25","29.3","GEORGETOWN, GY","   23",",,S",,,,,,,"  214",",,S",,,"  246","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-11","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  302",",,S",,,,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-12","6.5","-58.25","29.3","GEORGETOWN, GY","   33",",,S",,,,,"  300",",,S","  212",",,S",,,"  249","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-13","6.5","-58.25","29.3","GEORGETOWN, GY","  188",",,S",,,,,"  301",",,S","  219",",,S",,,"  248","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-14","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-15","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-16","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  317",",,S",,,,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-17","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  310",",,S",,,,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-18","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  312",",,S",,,,,"  255","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-19","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,"  315",",,S",,,,,"  250","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-20","6.5","-58.25","29.3","GEORGETOWN, GY","    8",",,S",,,,,"  309",",,S","  223",",,S",,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-21","6.5","-58.25","29.3","GEORGETOWN, GY","   23",",,S",,,,,,,"  226",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-22","6.5","-58.25","29.3","GEORGETOWN, GY","    3",",,S",,,,,"  304",",,S","  195",",,S",,,"  249","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-23","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  312",",,S",,,,,"  247","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-24","6.5","-58.25","29.3","GEORGETOWN, GY","    5",",,S",,,,,"  312",",,S","  198",",,S",,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-25","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  177",",,S",,,"  250","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-26","6.5","-58.25","29.3","GEORGETOWN, GY","   41",",,S",,,,,"  324",",,S","  216",",,S",,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-27","6.5","-58.25","29.3","GEORGETOWN, GY","   33",",,S",,,,,"  319",",,S","  203",",,S",,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-02-28","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  310",",,S",,,,,"  250","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-01","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  309",",,S","  175",",,S",,,"  236","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-02","6.5","-58.25","29.3","GEORGETOWN, GY","   18",",,S",,,,,"  302",",,S","  209",",,S",,,"  241","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-03","6.5","-58.25","29.3","GEORGETOWN, GY","   30",",,S",,,,,,,"  202",",,S",,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-04","6.5","-58.25","29.3","GEORGETOWN, GY","  117",",,S",,,,,"  306",",,S",,,,,"  246","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-05","6.5","-58.25","29.3","GEORGETOWN, GY","   48",",,S",,,,,,,"  204",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-06","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  314",",,S","  200",",,S",,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-07","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  321",",,S","  217",",,S",,,"  265","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-08","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  322",",,S","  200",",,S",,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-09","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  199",",,S",,,"  262","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-10","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  200",",,S",,,"  266","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-11","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  328",",,S","  205",",,S",,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-12","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  212",",,S",,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-13","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,,,,,,,"  255","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-14","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  329",",,S","  206",",,S",,,"  265","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-15","6.5","-58.25","29.3","GEORGETOWN, GY","   13",",,S",,,,,"  325",",,S",,,,,"  262","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-16","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  277","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-17","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  329",",,S","  217",",,S",,,"  265","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-18","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  325",",,S","  205",",,S",,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-19","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  322",",,S","  192",",,S",,,"  254","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-20","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  325",",,S","  208",",,S",,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-21","6.5","-58.25","29.3","GEORGETOWN, GY","    8",",,S",,,,,"  323",",,S","  200",",,S",,,"  261","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-22","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  330",",,S","  202",",,S",,,"  261","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-23","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  336",",,S","  200",",,S",,,"  265","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-24","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  343",",,S","  201",",,S",,,"  262","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-25","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-26","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  194",",,S",,,"  254","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-27","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  165",",,S",,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-28","6.5","-58.25","29.3","GEORGETOWN, GY","    5",",,S",,,,,"  336",",,S","  214",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-29","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-30","6.5","-58.25","29.3","GEORGETOWN, GY",,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,
"GYW00010502","2019-03-31","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  331",",,S","  203",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-01","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  332",",,S","  194",",,S",,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-02","6.5","-58.25","29.3","GEORGETOWN, GY","    0","D,,S",,,,,"  335",",,S","  199",",,S",,,"  262","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-03","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  197",",,S",,,"  260","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-04","6.5","-58.25","29.3","GEORGETOWN, GY","    3",",,S",,,,,,,"  207",",,S",,,"  268","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-05","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  329",",,S","  198",",,S",,,"  261","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-06","6.5","-58.25","29.3","GEORGETOWN, GY","    3",",,S",,,,,"  328",",,S","  196",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-07","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  326",",,S","  202",",,S",,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-08","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  322",",,S","  199",",,S",,,"  262","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-09","6.5","-58.25","29.3","GEORGETOWN, GY","    3",",,S",,,,,,,"  202",",,S",,,"  261","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-10","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  332",",,S","  205",",,S",,,"  272","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-11","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  341",",,S","  201",",,S",,,"  266","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-12","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  330",",,S","  220",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-13","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  221",",,S",,,"  278","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-14","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  339",",,S","  224",",,S",,,"  273","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-15","6.5","-58.25","29.3","GEORGETOWN, GY","    3",",,S",,,,,"  328",",,S","  216",",,S",,,"  272","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-16","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  214",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-17","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  336",",,S","  212",",,S",,,"  272","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-18","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  334",",,S","  222",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-19","6.5","-58.25","29.3","GEORGETOWN, GY","    5",",,S",,,,,,,"  227",",,S",,,"  276","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-20","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  347",",,S",,,,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-21","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  327",",,S","  227",",,S",,,"  271","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-22","6.5","-58.25","29.3","GEORGETOWN, GY","   13",",,S",,,,,,,"  204",",,S",,,"  273","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-23","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  340",",,S","  204",",,S",,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-24","6.5","-58.25","29.3","GEORGETOWN, GY","  112",",,S",,,,,,,"  220",",,S",,,"  270","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-25","6.5","-58.25","29.3","GEORGETOWN, GY","  505",",,S",,,,,"  339",",,S",,,,,"  255","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-26","6.5","-58.25","29.3","GEORGETOWN, GY","  607",",,S",,,,,,,"  230",",,S",,,"  273","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-27","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  206",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-28","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  330",",,S","  224",",,S",,,"  274","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-29","6.5","-58.25","29.3","GEORGETOWN, GY","   56",",,S",,,,,"  329",",,S","  216",",,S",,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-04-30","6.5","-58.25","29.3","GEORGETOWN, GY","   25",",,S",,,,,"  322",",,S","  208",",,S",,,"  261","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-01","6.5","-58.25","29.3","GEORGETOWN, GY","   10",",,S",,,,,"  326",",,S","  227",",,S",,,"  258","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-02","6.5","-58.25","29.3","GEORGETOWN, GY","   79",",,S",,,,,"  310",",,S",,,,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-03","6.5","-58.25","29.3","GEORGETOWN, GY","  191",",,S",,,,,"  310",",,S",,,,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-04","6.5","-58.25","29.3","GEORGETOWN, GY","   79",",,S",,,,,,,"  236",",,S",,,"  268","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-05","6.5","-58.25","29.3","GEORGETOWN, GY","  295",",,S",,,,,"  317",",,S","  225",",,S",,,"  254","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-06","6.5","-58.25","29.3","GEORGETOWN, GY","  404",",,S",,,,,"  305",",,S","  228",",,S",,,"  247","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-07","6.5","-58.25","29.3","GEORGETOWN, GY","  701",",,S",,,,,,,"  230",",,S",,,"  257","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-08","6.5","-58.25","29.3","GEORGETOWN, GY","  221",",,S",,,,,"  307",",,S","  232",",,S",,,"  259","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-09","6.5","-58.25","29.3","GEORGETOWN, GY","   76",",,S",,,,,,,"  227",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-10","6.5","-58.25","29.3","GEORGETOWN, GY","   13",",,S",,,,,"  321",",,S",,,,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-11","6.5","-58.25","29.3","GEORGETOWN, GY","   61",",,S",,,,,,,"  231",",,S",,,"  268","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-12","6.5","-58.25","29.3","GEORGETOWN, GY","   10",",,S",,,,,"  321",",,S",,,,,"  272","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-13","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  320",",,S","  232",",,S",,,"  274","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-14","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  325",",,S",,,,,"  274","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-15","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  220",",,S",,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-16","6.5","-58.25","29.3","GEORGETOWN, GY","  696",",,S",,,,,,,"  225",",,S",,,"  253","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-17","6.5","-58.25","29.3","GEORGETOWN, GY","  483",",,S",,,,,,,"  219",",,S",,,"  266","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-18","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,,,"  207",",,S",,,"  269","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-19","6.5","-58.25","29.3","GEORGETOWN, GY","    0",",,S",,,,,"  328",",,S","  216",",,S",,,"  264","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-20","6.5","-58.25","29.3","GEORGETOWN, GY","  315",",,S",,,,,"  306",",,S","  227",",,S",,,"  251","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-21","6.5","-58.25","29.3","GEORGETOWN, GY","   20",",,S",,,,,,,"  218",",,S",,,"  256","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-22","6.5","-58.25","29.3","GEORGETOWN, GY","   66",",,S",,,,,"  304",",,S","  236",",,S",,,"  263","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-23","6.5","-58.25","29.3","GEORGETOWN, GY","   64",",,S",,,,,,,,,,,"  275","H,,S",,,,,,,,,,,,
"GYW00010502","2019-05-24","6.5","-58.25","29.3","GEORGETOWN, GY","   10",",,S",,,,,"  340",",,S",,,,,"  251","H,,S",,,,,,,,,,,,
