"USC00515260","2015-06-16","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  250",",,7","  133",",,7",,,,,"  172",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-17","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  239",",,7","  161",",,7",,,,,"  178",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-19","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  244",",,7","  161",",,7",,,,,"  178",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-23","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  250",",,7","  156",",,7",,,,,"  172",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-24","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  250",",,7","  167",",,7",,,,,"  172",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-26","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  250",",,7","  161",",,7",,,,,"  183",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-29","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  261",",,7","  139",",,7",,,,,"  189",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-06-30","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  250",",,7","  128",",,7",,,,,"  189",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-07-06","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  306",",,7","  128",",,7",,,,,"  183",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00515260","2015-07-10","20.013","-155.6686","797.1","LALAMILO FIELD OF 191.1, HI US","    0",",,7,0630",,,,,"  261",",,7","  167",",,7",,,,,"  194",",,7,0630",,,,,,,,,,,,,,,,,,,,,,,,,,,,
