"USC00292865","2018-06-12","32.916","-105.3381","1808.7","ELK, NM US",,,,,,,"  356",",,7","   89",",,7","    6",",,7","    0",",,7",,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-13","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  311",",,7","  139",",,7",,,,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-14","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  317",",,7","  122",",,7",,,,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-15","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  317",",,7","  122",",,7",,,,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-16","32.916","-105.3381","1808.7","ELK, NM US","    0","T,,7,1800",,,,,"  256",",,7","  172",",,7",,,,,,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-17","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  289",",,7","  100",",,7",,,,,,,"  211",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-18","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  322",",,7","   94",",,7",,,,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-19","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  344",",,7","  122",",,7",,,,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-20","32.916","-105.3381","1808.7","ELK, NM US","    0",",,7,1800",,,,,"  306",",,7","  111",",,7",,,,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00292865","2018-06-21","32.916","-105.3381","1808.7","ELK, NM US","   23",",,7,1800",,,,,"  306",",,7","  117",",,7",,,,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,
