"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA00709CEE9","2017-05-26","48.8","-78.2833","305.0","LAC BERRY, QC CA","    0",",,C","    0",",,C","    0",",,C","  200",",,C","  105",",,C",,,"  153",",,C"
"CA00709CEE9","2017-05-27","48.8","-78.2833","305.0","LAC BERRY, QC CA","    2",",,C","    0",",,C","    0",",,C","  230",",,C","  110",",,C",,,"  170",",,C"
"CA00709CEE9","2017-05-28","48.8","-78.2833","305.0","LAC BERRY, QC CA","   14",",,C","    0",",,C","    0",",,C","  230",",,C","  105",",,C",,,"  168",",,C"
"CA00709CEE9","2017-05-29","48.8","-78.2833","305.0","LAC BERRY, QC CA","  158",",,C","    0",",,C",,,"  170",",,C","  125",",,C",,,"  148",",,C"
"CA00709CEE9","2017-05-30","48.8","-78.2833","305.0","LAC BERRY, QC CA","   22",",,C","    0",",,C",,,"  190",",,C","   90",",,C",,,"  140",",,C"
"CA00709CEE9","2017-05-31","48.8","-78.2833","305.0","LAC BERRY, QC CA","   72",",,C","    0",",,C","    0",",,C","  175",",,C","   75",",,C",,,"  125",",,C"
"CA00709CEE9","2017-06-01","48.8","-78.2833","305.0","LAC BERRY, QC CA","   20",",,C","    0",",,C","    0",",,C","   95",",,C","   65",",,C",,,"   80",",,C"
"CA00709CEE9","2017-06-02","48.8","-78.2833","305.0","LAC BERRY, QC CA","    3",",,C","    0",",,C","    0",",,C","  105",",,C","   30",",,C",,,"   68",",,C"
"CA00709CEE9","2017-06-03","48.8","-78.2833","305.0","LAC BERRY, QC CA","    0",",,C","    0",",,C","    0",",,C","  195",",,C","   40",",,C",,,"  118",",,C"
"CA00709CEE9","2017-06-04","48.8","-78.2833","305.0","LAC BERRY, QC CA","    4",",,C","    0",",,C","    0",",,C","  230",",,C","   30",",,C",,,"  130",",,C"
"CA00709CEE9","2017-06-05","48.8","-78.2833","305.0","LAC BERRY, QC CA","   32",",,C","    0",",,C","    0",",,C","  225",",,C","  105",",,C",,,"  165",",,C"
"CA00709CEE9","2017-06-06","48.8","-78.2833","305.0","LAC BERRY, QC CA","    0",",,C","    0",",,C","    0",",,C","  235",",,C","   80",",,C",,,"  158",",,C"
