"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00206013","2018-11-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   11",",,7","  -44",",,7","  -39",",,7,2400",,
"USC00206013","2018-11-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   84",",,7,2400","   81",",,7,2400","   76",",,7,2400","   -6",",,7","  -44",",,7","   -6",",,7,2400",,
"USC00206013","2018-11-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   33",",,7","  -22",",,7","   17",",,7,2400",,
"USC00206013","2018-11-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   17",",,7","  -17",",,7","  -17",",,7,2400",,
"USC00206013","2018-11-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   33",",,7","  -22",",,7","  -17",",,7,2400",,
"USC00206013","2018-11-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    3",",,7,2400","    0","T,,7,2400","   28",",,7","  -28",",,7","  -17",",,7,2400",,
"USC00206013","2018-11-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   11",",,7","  -56",",,7","    6",",,7,2400",,
"USC00206013","2018-11-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   11",",,7","  -56",",,7","  -56",",,7,2400",,
"USC00206013","2018-11-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  -22",",,7","  -72",",,7","  -33",",,7,2400",,
"USC00206013","2018-11-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","  -33",",,7","   61",",,7,2400",,
"USC00206013","2018-11-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   41",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","   50",",,7","   56",",,7,2400",,
"USC00206013","2018-11-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   23",",,7,2400","    5",",,7,2400","    0","T,,7,2400","   56",",,7","    0",",,7","    0",",,7,2400",,
"USC00206013","2018-11-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  119",",,7,2400","  122",",,7,2400","  102",",,7,2400","    0",",,7","  -33",",,7","  -33",",,7,2400",,
"USC00206013","2018-11-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","  102",",,7,2400","  -22",",,7","  -44",",,7","  -44",",,7,2400",,
"USC00206013","2018-11-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","   76",",,7,2400","  -28",",,7","  -50",",,7","  -50",",,7,2400",,
"USC00206013","2018-11-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   13",",,7,2400","   10",",,7,2400","   76",",,7,2400","  -22",",,7","  -56",",,7","  -22",",,7,2400",,
"USC00206013","2018-11-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    0","T,,7,2400","   25",",,7,2400","   22",",,7","  -39",",,7","  -17",",,7,2400",,
"USC00206013","2018-12-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   74",",,7,2400","    0",",,7,2400","    0","T,,7,2400","   17",",,7","  -28",",,7","   11",",,7,2400",,
"USC00206013","2018-12-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   94",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","   11",",,7","   17",",,7,2400",,
"USC00206013","2018-12-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   17",",,7","  -22",",,7","  -22",",,7,2400",,
"USC00206013","2018-12-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","    6",",,7","  -56",",,7","  -50",",,7,2400",,
"USC00206013","2018-12-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   25",",,7,2400","   23",",,7,2400","   25",",,7,2400","  -17",",,7","  -50",",,7","  -22",",,7,2400",,
"USC00206013","2018-12-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    5",",,7,2400","   25",",,7,2400","    0",",,7","  -44",",,7","  -33",",,7,2400",,
"USC00206013","2018-12-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","   20",",,7,2400","   25",",,7,2400","  -22",",,7","  -72",",,7","  -67",",,7,2400",,
"USC00206013","2018-12-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7,2400","  -17",",,7","  -83",",,7","  -83",",,7,2400",,
"USC00206013","2018-12-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","    0",",,7"," -106",",,7","  -39",",,7,2400",,
"USC00206013","2018-12-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   22",",,7","  -44",",,7","  -17",",,7,2400",,
"USC00206013","2018-12-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","    6",",,7","  -22",",,7","  -17",",,7,2400",,
"USC00206013","2018-12-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   44",",,7","  -17",",,7","   -6",",,7,2400",,
"USC00206013","2018-12-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","   44",",,7","   -6",",,7","   -6",",,7,2400",,
"USC00206013","2018-12-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   91",",,7,2400","    0",",,7,2400","    0",",,7,2400","   17",",,7","   -6",",,7","   -6",",,7,2400",,
"USC00206013","2018-12-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   33",",,7","  -22",",,7","    0",",,7,2400",,
"USC00206013","2018-12-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   50",",,7","  -22",",,7","   17",",,7,2400",,
"USC00206013","2018-12-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   39",",,7","  -39",",,7","  -39",",,7,2400",,
"USC00206013","2018-12-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -67",",,7","  -11",",,7,2400",,
"USC00206013","2018-12-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","  -22",",,7","   28",",,7,2400",,
"USC00206013","2018-12-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","   22",",,7","   50",",,7,2400",,
"USC00206013","2018-12-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   25",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   56",",,7","  -11",",,7","  -11",",,7,2400",,
"USC00206013","2018-12-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  -17",",,7","  -11",",,7,2400",,
"USC00206013","2018-12-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","    3",",,7,2400","    0","T,,7,2400","   17",",,7","  -17",",,7","   11",",,7,2400",,
"USC00206013","2018-12-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   11",",,7","  -28",",,7","  -22",",,7,2400",,
"USC00206013","2018-12-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","   10",",,7,2400","    0","T,,7,2400","   -6",",,7","  -56",",,7","  -22",",,7,2400",,
"USC00206013","2018-12-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   61",",,7","  -22",",,7","    0",",,7,2400",,
"USC00206013","2018-12-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   66",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","    0",",,7","   89",",,7,2400",,
"USC00206013","2018-12-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","    5",",,7,2400","    0","T,,7,2400","  117",",,7","  -17",",,7","  -11",",,7,2400",,
"USC00206013","2018-12-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   15",",,7,2400","   15",",,7,2400","   25",",,7,2400","  -11",",,7","  -33",",,7","  -17",",,7,2400",,
"USC00206013","2018-12-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7,2400","    0",",,7","  -33",",,7","  -22",",,7,2400",,
"USC00206013","2018-12-31","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  140",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   17",",,7","  -28",",,7","   11",",,7,2400",,
"USC00206013","2019-01-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   11",",,7","  -44",",,7","  -39",",,7,2400",,
"USC00206013","2019-01-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   23",",,7,2400","   20",",,7,2400","   25",",,7,2400","   -6",",,7","  -44",",,7","  -22",",,7,2400",,
"USC00206013","2019-01-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -22",",,7","    6",",,7,2400",,
"USC00206013","2019-01-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","  -11",",,7","  -11",",,7,2400",,
"USC00206013","2019-01-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","  -44",",,7","   22",",,7,2400",,
"USC00206013","2019-01-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -28",",,7","    0",",,7,2400",,
"USC00206013","2019-01-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   99",",,7,2400","    3",",,7,2400","    0",",,7,2400","  106",",,7","   -6",",,7","   50",",,7,2400",,
"USC00206013","2019-01-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    3",",,7,2400","    0","T,,7,2400","   50",",,7","  -22",",,7","  -22",",,7,2400",,
"USC00206013","2019-01-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    3",",,7,2400","    0","T,,7,2400","  -22",",,7","  -67",",,7","  -56",",,7,2400",,
"USC00206013","2019-01-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","  -39",",,7","  -67",",,7","  -56",",,7,2400",,
"USC00206013","2019-01-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  -17",",,7","  -78",",,7","  -28",",,7,2400",,
"USC00206013","2019-01-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  -17",",,7","  -39",",,7","  -39",",,7,2400",,
"USC00206013","2019-01-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   -6",",,7","  -78",",,7","  -78",",,7,2400",,
"USC00206013","2019-01-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  -17",",,7"," -100",",,7","  -22",",,7,2400",,
"USC00206013","2019-01-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   20",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","  -11",",,7","  -39",",,7","  -11",",,7,2400",,
"USC00206013","2019-01-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    3",",,7,2400","    0",",,7,2400","    6",",,7","  -78",",,7","  -72",",,7,2400",,
"USC00206013","2019-01-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    5",",,7,2400","    0","T,,7,2400","  -11",",,7","  -78",",,7","  -17",",,7,2400",,
"USC00206013","2019-01-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    5",",,7,2400","    0","T,,7,2400","  -11",",,7","  -61",",,7","  -61",",,7,2400",,
"USC00206013","2019-01-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   46",",,7,2400","   66",",,7,2400","   51",",,7,2400","  -61",",,7"," -144",",,7"," -144",",,7,2400",,
"USC00206013","2019-01-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","   51",",,7,2400"," -106",",,7"," -189",",,7"," -183",",,7,2400",,
"USC00206013","2019-01-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","   51",",,7,2400"," -117",",,7"," -233",",,7"," -144",",,7,2400",,
"USC00206013","2019-01-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   28",",,7,2400","   23",",,7,2400","   76",",,7,2400","  -17",",,7"," -150",",,7","  -17",",,7,2400",,
"USC00206013","2019-01-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  112",",,7,2400","   64",",,7,2400","   76",",,7,2400","   28",",,7","  -28",",,7","  -28",",,7,2400",,
"USC00206013","2019-01-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   61",",,7,2400","  119",",,7,2400","  178",",,7,2400","  -28",",,7","  -83",",,7","  -83",",,7,2400",,
"USC00206013","2019-01-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   30",",,7,2400","   71",",,7,2400","  178",",,7,2400","  -83",",,7"," -139",",,7"," -133",",,7,2400",,
"USC00206013","2019-01-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","   10",",,7,2400","  152",",,7,2400","  -83",",,7"," -194",",,7"," -106",",,7,2400",,
"USC00206013","2019-01-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","   20",",,7,2400","  152",",,7,2400"," -100",",,7"," -156",",,7"," -156",",,7,2400",,
"USC00206013","2019-01-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  119",",,7,2400","  119",",,7,2400","  229",",,7,2400","  -94",",,7"," -156",",,7"," -100",",,7,2400",,
"USC00206013","2019-01-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   66",",,7,2400","  127",",,7,2400","  305",",,7,2400"," -100",",,7"," -172",",,7"," -172",",,7,2400",,
"USC00206013","2019-01-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   58",",,7,2400","   91",",,7,2400","  330",",,7,2400"," -172",",,7"," -228",",,7"," -222",",,7,2400",,
"USC00206013","2019-01-31","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   18",",,7,2400","   23",",,7,2400","  305",",,7,2400"," -156",",,7"," -244",",,7"," -189",",,7,2400",,
"USC00206013","2019-02-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","  279",",,7,2400","  -83",",,7"," -194",",,7"," -122",",,7,2400",,
"USC00206013","2019-02-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","  203",",,7,2400","   44",",,7"," -122",",,7","   33",",,7,2400",,
"USC00206013","2019-02-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","    0",",,7,2400","  127",",,7,2400","   72",",,7","   33",",,7","   56",",,7,2400",,
"USC00206013","2019-02-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   33",",,7,2400","    0",",,7,2400","    0","T,,7,2400","   89",",,7","   17",",,7","   17",",,7,2400",,
"USC00206013","2019-02-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   28",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   17",",,7","  -22",",,7","  -11",",,7,2400",,
"USC00206013","2019-02-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  155",",,7,2400","    0",",,7,2400","    0","T,,7,2400","    0",",,7","  -17",",,7","   -6",",,7,2400",,
"USC00206013","2019-02-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  127",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   78",",,7","  -50",",,7","  -50",",,7,2400",,
"USC00206013","2019-02-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   36",",,7,2400","   76",",,7,2400","   51",",,7,2400","  -50",",,7"," -117",",,7"," -111",",,7,2400",,
"USC00206013","2019-02-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    5",",,7,2400","   25",",,7,2400","  -56",",,7"," -150",",,7","  -83",",,7,2400",,
"USC00206013","2019-02-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   20",",,7,2400","   33",",,7,2400","   51",",,7,2400","  -39",",,7","  -89",",,7","  -56",",,7,2400",,
"USC00206013","2019-02-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    3",",,7,2400","   51",",,7,2400","  -17",",,7","  -61",",,7","  -28",",,7,2400",,
"USC00206013","2019-02-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  183",",,7,2400","  130",",,7,2400","  152",",,7,2400","    0",",,7","  -44",",,7","  -39",",,7,2400",,
"USC00206013","2019-02-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   28",",,7,2400","   66",",,7,2400","  229",",,7,2400","  -33",",,7","  -83",",,7","  -61",",,7,2400",,
"USC00206013","2019-02-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","  127",",,7,2400","   56",",,7","  -78",",,7","   39",",,7,2400",,
"USC00206013","2019-02-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    8",",,7,2400","  127",",,7,2400","   39",",,7","  -89",",,7","  -61",",,7,2400",,
"USC00206013","2019-02-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","  127",",,7,2400","  -11",",,7","  -94",",,7","  -89",",,7,2400",,
"USC00206013","2019-02-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   36",",,7,2400","   58",",,7,2400","  178",",,7,2400","  -44",",,7","  -94",",,7","  -61",",,7,2400",,
"USC00206013","2019-02-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","   20",",,7,2400","  152",",,7,2400","  -22",",,7","  -94",",,7","  -94",",,7,2400",,
"USC00206013","2019-02-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","  152",",,7,2400","  -17",",,7"," -156",",,7","  -67",",,7,2400",,
"USC00206013","2019-02-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   20",",,7,2400","    0","T,,7,2400","  127",",,7,2400","   17",",,7","  -72",",,7","   11",",,7,2400",,
"USC00206013","2019-02-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","  127",",,7,2400","   17",",,7","  -28",",,7","  -28",",,7,2400",,
"USC00206013","2019-02-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","  102",",,7,2400","   28",",,7"," -100",",,7","  -28",",,7,2400",,
"USC00206013","2019-02-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   74",",,7,2400","    0",",,7,2400","   76",",,7,2400","   28",",,7","  -28",",,7","   22",",,7,2400",,
"USC00206013","2019-02-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   46",",,7,2400","   30",",,7,2400","   76",",,7,2400","   72",",,7","  -50",",,7","  -50",",,7,2400",,
"USC00206013","2019-02-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   13",",,7,2400","   25",",,7,2400","   76",",,7,2400","  -39",",,7"," -111",",,7"," -106",",,7,2400",,
"USC00206013","2019-02-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   15",",,7,2400","   36",",,7,2400","  102",",,7,2400","  -72",",,7"," -111",",,7","  -94",",,7,2400",,
"USC00206013","2019-02-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   28",",,7,2400","   28",",,7,2400","  102",",,7,2400","  -44",",,7"," -100",",,7","  -61",",,7,2400",,
"USC00206013","2019-02-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","  102",",,7,2400","  -22",",,7","  -89",",,7","  -78",",,7,2400",,
"USC00206013","2019-03-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","  102",",,7,2400","   -6",",,7","  -78",",,7","  -17",",,7,2400",,
"USC00206013","2019-03-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   13",",,7,2400","   25",",,7,2400","  102",",,7,2400","  -17",",,7","  -56",",,7","  -56",",,7,2400",,
"USC00206013","2019-03-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","  102",",,7,2400","  -33",",,7"," -117",",,7"," -117",",,7,2400",,
"USC00206013","2019-03-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   13",",,7,2400","   38",",,7,2400","  127",",,7,2400"," -111",",,7"," -122",",,7"," -117",",,7,2400",,
"USC00206013","2019-03-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   51",",,7,2400","  109",",,7,2400","  178",",,7,2400"," -100",",,7"," -122",",,7"," -122",",,7,2400",,
"USC00206013","2019-03-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    8",",,7,2400","  152",",,7,2400","  -44",",,7"," -122",",,7","  -67",",,7,2400",,
"USC00206013","2019-03-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    5",",,7,2400","  152",",,7,2400","  -39",",,7"," -117",",,7"," -106",",,7,2400",,
"USC00206013","2019-03-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","  127",",,7,2400","   39",",,7"," -139",",,7","  -39",",,7,2400",,
"USC00206013","2019-03-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  147",",,7,2400","    0",",,7,2400","  102",",,7,2400","   33",",,7","  -78",",,7","   17",",,7,2400",,
"USC00206013","2019-03-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   46",",,7,2400","    0","T,,7,2400","   51",",,7,2400","   50",",,7","  -11",",,7","  -11",",,7,2400",,
"USC00206013","2019-03-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","    6",",,7","  -56",",,7","  -56",",,7,2400",,
"USC00206013","2019-03-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","   72",",,7","  -78",",,7","   39",",,7,2400",,
"USC00206013","2019-03-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   41",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","   22",",,7","   78",",,7,2400",,
"USC00206013","2019-03-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  163",",,7,2400","    0",",,7,2400","    0",",,7,2400","  150",",,7","   44",",,7","   44",",,7,2400",,
"USC00206013","2019-03-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   33",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   44",",,7","   -6",",,7","    0",",,7,2400",,
"USC00206013","2019-03-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   22",",,7","  -50",",,7","  -50",",,7,2400",,
"USC00206013","2019-03-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   39",",,7","  -78",",,7","  -33",",,7,2400",,
"USC00206013","2019-03-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   56",",,7","  -61",",,7","  -22",",,7,2400",,
"USC00206013","2019-03-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","  -50",",,7","    0",",,7,2400",,
"USC00206013","2019-03-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   97",",,7,2400","   15",",,7,2400","   25",",,7,2400","   56",",,7","   -6",",,7","   11",",,7,2400",,
"USC00206013","2019-03-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   61",",,7","    0",",,7","    6",",,7,2400",,
