"USC00401039","2016-12-29","35.9902","-86.7786","215.5","BRENTWOOD, TN US","   91",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   17",",,7",,,,,,,"   22",",,7,0800",,,,,,,,,,,,
"USC00401039","2016-12-30","35.9902","-86.7786","215.5","BRENTWOOD, TN US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","   -6",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-01","35.9902","-86.7786","215.5","BRENTWOOD, TN US","  102",",,7,0800","    0",",,7","    0",",,7","   94",",,7","   72",",,7",,,,,,,"   72",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-02","35.9902","-86.7786","215.5","BRENTWOOD, TN US","    0",",,7,0800","    0",",,7","    0",",,7","  122",",,7","   72",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-07","35.9902","-86.7786","215.5","BRENTWOOD, TN US","  508",",,7,0800","   51",",,7","   51",",,7","  -50",",,7"," -128",",,7",,,,,,," -128",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-08","35.9902","-86.7786","215.5","BRENTWOOD, TN US","    0",",,7,0800","    0",",,7","    0",",,7","  -61",",,7"," -167",",,7",,,,,,," -167",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-13","35.9902","-86.7786","215.5","BRENTWOOD, TN US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","   61",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-14","35.9902","-86.7786","215.5","BRENTWOOD, TN US","    0",",,7,0800","    0",",,7","    0",",,7",,,"   61",",,7",,,,,,,"   83",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-19","35.9902","-86.7786","215.5","BRENTWOOD, TN US","    8",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,
"USC00401039","2017-01-20","35.9902","-86.7786","215.5","BRENTWOOD, TN US","  343",",,7,0800","    0",",,7","    0",",,7",,,"   78",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,,,
