"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003103","2018-11-28","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  106",",,W","  -38",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-11-29","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  117",",,W,2400","   91",",,W,","  100",",,W,0500","   72",",,W","  -49",",,W",,,,,"   52",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"  134",",,W","  192",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-11-30","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   76",",,W,2400","   76",",,W,","  150",",,W,0500","   17",",,W","  -10",",,W",,,,,"   50",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-01","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   15",",,W,2400","   13",",,W,","  130",",,W,0500","   22",",,W","  -55",",,W",,,,,"   49",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-02","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   30",",,W,2400","   33",",,W,","  130",",,W,0500","   11",",,W"," -116",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"  125",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-03","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","  130",",,W,0500","   33",",,W"," -171",",,W",,,,,"    6",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  250",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-04","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","  127",",,Z,0500","   22",",,W"," -132",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"   50",",,W","   50",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-05","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","  102",",,Z,0500","   72",",,W"," -132",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-06","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   84",",,W,2400","    8",",,W,","  100",",,W,0500","   17",",,W","  -38",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-07","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   25",",,W,2400","    5",",,W,","  100",",,W,0500","   22",",,W","  -21",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"   80",",,W","   40",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-08","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   80",",,W,0500","   94",",,W","  -66",",,W",,,,,"    5",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  240",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-09","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   30",",,W,0500","   67",",,W","  -99",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,"   60",",,W","   40",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-10","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0","T,,W,0500","   78",",,W","  -77",",,W",,,,,"    8",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-11","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  111",",,W","  -43",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-12","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   94",",,W","  -60",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-13","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   61",",,W","  -66",",,W",,,,,"   47",",,W",,,,,,,,,,,,,,,,,"   70",",,W","   70",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-14","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   83",",,W"," -105",",,W",,,,,"    6",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-15","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  128",",,W","  -49",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,,,"   70",",,W","   80",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-16","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  106",",,W","  -77",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,,,"   80",",,W","   40",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-17","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    5",",,W,","    0",",,W,0500","   94",",,W","  -55",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-18","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   94",",,W","  -66",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  280",",,W","  290",",,W",,,,,,,,,"   58",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-19","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  150",",,W","  -66",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  360",",,W","  340",",,W",,,,,,,,,"   76",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-20","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  167",",,W","  -82",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-21","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  100",",,W","  -38",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-22","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  117",",,W","  -60",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-23","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  106",",,W","  -77",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   81",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-24","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  133",",,W","  -43",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  220",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-25","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    0","T,,W,","    0",",,W,0500","   44",",,W","  -60",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  210",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-26","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   56",",,W","  -66",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"  250",",,W","  300",",,W",,,,,,,,,"   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-27","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   25",",,W,2400","   53",",,W,","    0","T,,W,0500","  -10",",,W"," -116",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  200",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-28","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    3",",,W,","   50",",,W,0500","  -49",",,W"," -171",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"   70",",,W","   60",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-29","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0","T,,W,","   30",",,W,0500","  -43",",,W"," -171",",,W",,,,,"   52",",,W",,,,,,,,,,,,,,,,,"   60",",,W","   60",",,W",,,,,,,,,"   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-30","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   30",",,W,0500","   50",",,W"," -127",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   98",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-12-31","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   53",",,W,2400","  109",",,W,","   30",",,W,0500","  -55",",,W"," -116",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  200",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-01","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0","T,,W,","   80",",,W,0500","  -66",",,W"," -193",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"   60",",,W","   60",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-02","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0","T,,W,","   50",",,W,0500","  -38",",,W"," -166",",,W",,,,,"   60",",,W",,,,,,,,,,,,,,,,,"   60",",,W","   50",",,W",,,,,,,,,"  134",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-03","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   50",",,W,0500","   50",",,W"," -171",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-04","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   50",",,W,0500","  111",",,W"," -121",",,W",,,,,"    7",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"   45",",,W","   49",",,W",,,,,,,,,"    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-05","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   53",",,W,2400","   38",",,W,","    0","T,,W,0500","   83",",,W","  -82",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  200",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-06","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  132",",,W,2400","  112",",,W,","  130",",,W,0500","   17",",,W","  -27",",,W",,,,,"   57",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"   89",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-07","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0","T,,W,","  130",",,W,0500","   50",",,W","  -66",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  230",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-08","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","  100",",,W,0500","   50",",,W","  -99",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"   80",",,W","   90",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-09","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   80",",,W,0500","  106",",,W","  -71",",,W",,,,,"    6",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-10","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   30",",,W,2400","   10",",,W,","   50",",,W,0500","   72",",,W","  -49",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-11","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","   80",",,W,0500","   78",",,W","  -49",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,"   60",",,W","   70",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-12","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    5",",,W,","   50",",,W,0500","   28",",,W","  -99",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"   50",",,W","   80",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-13","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   58",",,W,2400","   84",",,W,","  150",",,W,0500","    0",",,W","  -32",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,"   50",",,W","   80",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-14","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   10",",,W,2400","    3",",,W,","  130",",,W,0500","   11",",,W","  -27",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,"   70",",,W","   70",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-15","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  246",",,W,2400","  122",",,W,","  100",",,W,0500","   28",",,W","  -10",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-16","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   25",",,W,2400","    3",",,W,","  180",",,W,0500","   50",",,W","  -38",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-17","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   36",",,W,2400","    0",",,W,","  100",",,W,0500","   61",",,W","  -66",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  240",",,W",,,,,,,,,"  103",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-18","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0","T,,W,","   50",",,W,0500","   56",",,W","  -60",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  260",",,W",,,,,,,,,"  116",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-19","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0","T,,W,0500","   94",",,W","  -88",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,,,"   60",",,W","   60",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-20","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0","T,,W,0500","  106",",,W","  -66",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-21","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   13",",,W,2400","   13",",,W,","    0","T,,W,0500","   28",",,W","  -32",",,W",,,,,"   68",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"  139",",,W","  183",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-22","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0","T,,W,","   30",",,W,0500","   11",",,W"," -105",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   10",",,W",,,,,,,,,"  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-23","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0","T,,W,0500","  100",",,W"," -127",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  260",",,W","  250",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-24","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   61",",,W","  -82",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-25","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   72",",,W"," -121",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"   50",",,W","   60",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-26","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   89",",,W","  -27",",,W",,,,,"   59",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"  134",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-27","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  150",",,W","  -55",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"   80",",,W","  270",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-28","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  133",",,W","  -66",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"   70",",,W","   80",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-01-29","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","   94",",,W","  -21",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  240",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
