"SF002613650","2018-06-30","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  191",",,S","  -34",",,S",,,"   69","H,,S"
"SF002613650","2018-07-01","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  220",",,S","  -44",",,S",,,"  115","H,,S"
"SF002613650","2018-07-02","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  220",",,S","  -33",",,S",,,"   58","H,,S"
"SF002613650","2018-07-03","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,,,"  -79",",,S",,,"   31","H,,S"
"SF002613650","2018-07-04","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  166",",,S","  -56",",,S",,,"   67","H,,S"
"SF002613650","2018-07-05","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  168",",,S","  -55",",,S",,,"   51","H,,S"
"SF002613650","2018-07-06","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  168",",,S","  -52",",,S",,,"   44","H,,S"
"SF002613650","2018-07-07","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  169",",,S","  -40",",,S",,,"   62","H,,S"
"SF002613650","2018-07-08","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  169",",,S","  -24",",,S",,,"   66","H,,S"
"SF002613650","2018-07-09","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  173",",,S","  -12",",,S",,,"   88","H,,S"
"SF002613650","2018-07-10","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  181",",,S",,,,,"   96","H,,S"
"SF002613650","2018-07-11","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  204",",,S","   -3",",,S",,,"   89","H,,S"
"SF002613650","2018-07-12","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  208",",,S","    6",",,S",,,"  109","H,,S"
"SF002613650","2018-07-13","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  215",",,S","   44",",,S",,,"  124","H,,S"
"SF002613650","2018-07-14","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  215",",,S",,,,,"   81","H,,S"
"SF002613650","2018-07-15","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  153",",,S","  -29",",,S",,,"   66","H,,S"
"SF002613650","2018-07-16","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  160",",,S","   -2",",,S",,,"   73","H,,S"
"SF002613650","2018-07-17","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  167",",,S","  -28",",,S",,,"   61","H,,S"
"SF002613650","2018-07-18","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  167",",,S","  -40",",,S",,,"   53","H,,S"
"SF002613650","2018-07-19","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  178",",,S","  -38",",,S",,,"   60","H,,S"
"SF002613650","2018-07-20","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  178",",,S","  -33",",,S",,,"   61","H,,S"
"SF002613650","2018-07-21","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  181",",,S","  -29",",,S",,,"   69","H,,S"
"SF002613650","2018-07-22","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  190",",,S","  -22",",,S",,,"   74","H,,S"
"SF002613650","2018-07-23","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  196",",,S","  -19",",,S",,,"   82","H,,S"
"SF002613650","2018-07-24","-29.1","26.3","1354.0","BLOEMFONTEIN AIRPOR, SF",,,,,"  197",",,S","  -11",",,S",,,"   86","H,,S"
