"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00365790","2018-04-02","40.8847","-77.475","341.4","MILLHEIM, PA US","  165",",,7,0700","  127",",,7","  127",",,7","  106",",,7","   -6",",,7",,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-03","40.8847","-77.475","341.4","MILLHEIM, PA US","    0","T,,7,0700","    0","T,,7","   25",",,7","   56",",,7","  -33",",,7",,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-04","40.8847","-77.475","341.4","MILLHEIM, PA US","  117",",,7,0700","    0",",,7","    0",",,7","   89",",,7","   17",",,7",,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-05","40.8847","-77.475","341.4","MILLHEIM, PA US","    0","T,,7,0700","    0","T,,7","    0","T,,7","  111",",,7","  -33",",,7",,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-06","40.8847","-77.475","341.4","MILLHEIM, PA US","   23",",,7,0700","   25",",,7","   25",",,7","   39",",,7","  -50",",,7",,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-07","40.8847","-77.475","341.4","MILLHEIM, PA US","    5",",,7,0700","    0","T,,7","    0","T,,7","  128",",,7","  -33",",,7",,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-08","40.8847","-77.475","341.4","MILLHEIM, PA US","    0",",,7,0700","    0",",,7","    0",",,7","   33",",,7","  -89",",,7",,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-09","40.8847","-77.475","341.4","MILLHEIM, PA US","    0",",,7,0700","    0",",,7","    0",",,7","   39",",,7","  -56",",,7",,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-10","40.8847","-77.475","341.4","MILLHEIM, PA US","   13",",,7,0700","    0","T,,7","    0","T,,7","   39",",,7","  -28",",,7",,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,
"USC00365790","2018-04-11","40.8847","-77.475","341.4","MILLHEIM, PA US","    0","T,,7,0700","    0","T,,7","    0","T,,7","   78",",,7","  -78",",,7",,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,
