"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00152499","2018-04-01","51.4494","5.3767","23.0","EINDHOVEN, NL","   52",",,E","   89",",,E","   -1",",,E"
"NLE00152499","2018-04-02","51.4494","5.3767","23.0","EINDHOVEN, NL","    8",",,E","  140",",,E","   15",",,E"
"NLE00152499","2018-04-03","51.4494","5.3767","23.0","EINDHOVEN, NL","    3",",,E","  176",",,E","   94",",,E"
"NLE00152499","2018-04-04","51.4494","5.3767","23.0","EINDHOVEN, NL","   34",",,E","  145",",,E","   71",",,E"
"NLE00152499","2018-04-05","51.4494","5.3767","23.0","EINDHOVEN, NL","   46",",,E","  101",",,E","    5",",,E"
"NLE00152499","2018-04-06","51.4494","5.3767","23.0","EINDHOVEN, NL","    0",",,E","  160",",,E","    6",",,E"
"NLE00152499","2018-04-07","51.4494","5.3767","23.0","EINDHOVEN, NL","    0",",,E","  233",",,E","   84",",,E"
"NLE00152499","2018-04-08","51.4494","5.3767","23.0","EINDHOVEN, NL","    0",",,E","  249",",,E","   64",",,E"
"NLE00152499","2018-04-09","51.4494","5.3767","23.0","EINDHOVEN, NL","    0",",,E","  184",",,E","  102",",,E"
"NLE00152499","2018-04-10","51.4494","5.3767","23.0","EINDHOVEN, NL","  210",",,E","  197",",,E","  113",",,E"
"NLE00152499","2018-04-11","51.4494","5.3767","23.0","EINDHOVEN, NL","    1",",,E","  132",",,E","   74",",,E"
"NLE00152499","2018-04-12","51.4494","5.3767","23.0","EINDHOVEN, NL","    0",",,E","  157",",,E","   40",",,E"
"NLE00152499","2018-04-13","51.4494","5.3767","23.0","EINDHOVEN, NL","    0",",,E","  157",",,E","   35",",,E"
"NLE00152499","2018-04-14","51.4494","5.3767","23.0","EINDHOVEN, NL","   60",",,E","  178",",,E","   56",",,E"
