"USC00325710","2018-06-18","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  244",",,7","  111",",,7",,,,,,,,,"  200",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-19","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  267",",,7","  161",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-20","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  272",",,7","  144",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-21","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  300",",,7","  144",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-22","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  317",",,7","  144",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-23","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    8",",,7,1800",,,,,"  289",",,7","  161",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-24","47.4825","-100.4444","587.3","MC CLUSKY, ND US","   13",",,7,1800",,,,,"  272",",,7","  167",",,7",,,,,,,,,"  211",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-25","47.4825","-100.4444","587.3","MC CLUSKY, ND US","   53",",,7,1800",,,,,"  283",",,7","  167",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-26","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  306",",,7","  172",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-27","47.4825","-100.4444","587.3","MC CLUSKY, ND US","   86",",,7,1800",,,,,"  278",",,7","  161",",,7",,,,,,,,,"  272",",,7,1800",,,"    1",",,7",,,,,,,,,,,,,,
"USC00325710","2018-06-28","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  339",",,7","  172",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-06-29","47.4825","-100.4444","587.3","MC CLUSKY, ND US","  381",",,7,1800",,,,,"  267",",,7","  167",",,7",,,,,,,,,"  244",",,7,1800",,,"    1",",,7",,,,,,,,,,,"    1",",,7",,
"USC00325710","2018-06-30","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  256",",,7","  150",",,7",,,,,,,,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,
"USC00325710","2018-07-01","47.4825","-100.4444","587.3","MC CLUSKY, ND US","    0",",,7,1800",,,,,"  256",",,7","  133",",,7",,,,,,,,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,
