"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00093824","2018-12-12","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"   61",",,W","  -55",",,W",,,"   22",",,W",,,,,,,,,"  150",",,W","  160",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-13","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"   94",",,W","  -10",",,W",,,"   14",",,W",,,,,,,,,"  190",",,W","  170",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-14","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"  128",",,W","    6",",,W",,,"   13",",,W",,,,,,,,,"  180",",,W","  180",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-15","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  203",",,W,2400",,,,,"  111",",,W","   89",",,W",,,"   46",",,W",,,,,,,,,"   60",",,W","   60",",,W","   98",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-16","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   61",",,W,2400",,,"    0",",,H","   94",",,W","   39",",,W",,,"   30",",,W",,,,,,,,,"  260",",,W","  290",",,W","   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-17","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   67",",,W","    0",",,W",,,"   36",",,W",,,,,,,,,"  310",",,W","  330",",,W","   67",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-18","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   56",",,W","  -43",",,W",,,"    8",",,W",,,,,,,,,"  150",",,W","  300",",,W","   27",",,W","   36",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-19","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   94",",,W","  -55",",,W",,,"   11",",,W",,,,,,,,,"  200",",,W","  200",",,W","   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-20","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  244",",,W,2400",,,"    0",",,H","   94",",,W","  -21",",,W",,,"   15",",,W",,,,,,,,,"  340",",,W","  330",",,W","   54",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-21","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    5",",,W,2400",,,"    0",",,H","   61",",,W","   33",",,W",,,"   41",",,W",,,,,,,,,"  340",",,W","  340",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-22","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400",,,"    0",",,H","   33",",,W","  -10",",,W",,,"   38",",,W",,,,,,,,,"  290",",,W","  300",",,W","   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-23","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","   61",",,W","  -27",",,W",,,"   25",",,W",,,,,,,,,"  290",",,W","  290",",,W","   63",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-24","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   39",",,W","  -38",",,W",,,"   32",",,W",,,,,,,,,"  280",",,W","  290",",,W","   81",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-25","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   33",",,W","  -49",",,W",,,"    2",",,W",,,,,,,,,"  200",",,W","  230",",,W","   27",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-26","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   83",",,W","  -60",",,W",,,"    6",",,W",,,,,,,,,"  120",",,W","  150",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-27","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   51",",,W,2400",,,,,"  111",",,W","  -32",",,W",,,"   38",",,W",,,,,,,,,"  150",",,W","  140",",,W","  125",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-28","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400",,,,,"  144",",,W","   39",",,W",,,"   46",",,W",,,,,,,,,"  160",",,W","  170",",,W","   94",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-29","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"   39",",,W","    6",",,W",,,"   31",",,W",,,,,,,,,"  260",",,W","  270",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-30","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   56",",,W","  -10",",,W",,,"   19",",,W",,,,,,,,,"  200",",,W","  210",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-12-31","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  224",",,W,2400",,,"    0",",,H","  167",",,W","  -10",",,W",,,"   34",",,W",,,,,,,,,"  240",",,W","  240",",,W","  103",",,W","  170",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-01","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"  156",",,W","   39",",,W",,,"   41",",,W",,,,,,,,,"  260",",,W","  280",",,W","  125",",,W","  183",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-02","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"   61",",,W","    6",",,W",,,"   19",",,W",,,,,,,,,"  260",",,W","  260",",,W","   94",",,W","  125",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-03","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   50",",,W","  -27",",,W",,,"   31",",,W",,,,,,,,,"  260",",,W","  270",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-04","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   38",",,W,2400",,,"    0",",,H","   94",",,W","  -32",",,W",,,"   16",",,W",,,,,,,,,"   80",",,W","  350",",,W","   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-05","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   64",",,W,2400",,,"    0",",,H","   94",",,W","   28",",,W",,,"   33",",,W",,,,,,,,,"  270",",,W","  270",",,W","   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-06","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   83",",,W","  -10",",,W",,,"   15",",,W",,,,,,,,,"  270",",,W","  260",",,W","   54",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-07","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","  156",",,W","   11",",,W",,,"   47",",,W",,,,,,,,,"  250",",,W","  220",",,W","   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-08","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   10",",,W,2400",,,"    0",",,H","  172",",,W","   44",",,W",,,"   60",",,W",,,,,,,,,"  270",",,W","  270",",,W","  143",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-09","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","   50",",,W","  -49",",,W",,,"   58",",,W",,,,,,,,,"  290",",,W","  300",",,W","  107",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-10","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","  -32",",,W","  -60",",,W",,,"   44",",,W",,,,,,,,,"  300",",,W","  320",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-11","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   -5",",,W","  -43",",,W",,,"   16",",,W",,,,,,,,,"  320",",,W","  310",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-12","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   69",",,W,2400",,,"    0",",,H","  -10",",,W","  -38",",,W",,,"   23",",,W",,,,,,,,,"   50",",,W","   50",",,W","   45",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-13","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","    0",",,W","  -16",",,W",,,"   31",",,W",,,,,,,,,"   50",",,W","   10",",,W","   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-14","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  -10",",,W","  -71",",,W",,,"   22",",,W",,,,,,,,,"  260",",,W","  260",",,W","   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-15","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  -16",",,W","  -71",",,W",,,"   28",",,W",,,,,,,,,"  270",",,W","  230",",,W","   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-16","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400",,,"    0",",,H","    6",",,W","  -16",",,W",,,"   24",",,W",,,,,,,,,"  230",",,W","  210",",,W","   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-17","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   30",",,W,2400",,,"    0",",,H","   11",",,W","  -10",",,W",,,"   17",",,W",,,,,,,,,"  120",",,W","  120",",,W","   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-18","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   22",",,W","    6",",,W",,,"   18",",,W",,,,,,,,,"  300",",,W","  290",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-19","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  218",",,W,2400",,,"    0",",,H","   22",",,W","  -10",",,W",,,"   38",",,W",,,,,,,,,"  360",",,W","   10",",,W","   81",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-20","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   46",",,W,2400",,,"    0",",,H","  -10",",,W"," -160",",,W",,,"   62",",,W",,,,,,,,,"  350",",,W","  280",",,W","  139",",,W","  233",",,W",,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-21","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","  -99",",,W"," -205",",,W",,,"   18",",,W",,,,,,,,,"  300",",,W","  300",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-22","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","   28",",,W"," -199",",,W",,,"   30",",,W",,,,,,,,,"  160",",,W","  160",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-23","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  196",",,W,2400",,,"    0",",,H","  100",",,W","   28",",,W",,,"   41",",,W",,,,,,,,,"  190",",,W","  180",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-24","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   84",",,W,2400",,,"    0",",,H","   94",",,W","  -27",",,W",,,"   43",",,W",,,,,,,,,"  320",",,W","  270",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-25","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","  -21",",,W"," -105",",,W",,,"   44",",,W",,,,,,,,,"  270",",,W","  280",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-26","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","  -10",",,W","  -88",",,W",,,"   36",",,W",,,,,,,,,"  180",",,W","  180",",,W","   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-27","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400",,,"    0",",,H","   17",",,W"," -121",",,W",,,"   41",",,W",,,,,,,,,"  280",",,W","  280",",,W","   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-28","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   13",",,W,2400",,,"    0",",,H","   89",",,W"," -116",",,W",,,"   34",",,W",,,,,,,,,"  190",",,W","  190",",,W","   76",",,W","  165",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-29","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    8",",,W,2400",,,"    0",",,H","   44",",,W"," -105",",,W",,,"   53",",,W",,,,,,,,,"  270",",,W","  280",",,W","  103",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-30","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"  -82",",,W"," -199",",,W",,,"   56",",,W",,,,,,,,,"  280",",,W","  280",",,W","  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-01-31","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H"," -116",",,W"," -216",",,W",,,"   26",",,W",,,,,,,,,"  270",",,W","  260",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-01","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"  -60",",,W"," -132",",,W",,,"   11",",,W",,,,,,,,,"   40",",,W","   50",",,W","   31",",,W","   36",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-02","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"   33",",,W"," -160",",,W",,,"   12",",,W",,,,,,,,,"  200",",,W","  210",",,W","   45",",,W","   54",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-03","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","  -49",",,W",,,"   11",",,W",,,,,,,,,"  190",",,W","  200",",,W","   54",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-04","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400",,,"    0",",,H","  167",",,W","  -10",",,W",,,"   23",",,W",,,,,,,,,"  180",",,W","  170",",,W","   63",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-05","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400",,,"    0",",,H","  133",",,W","   56",",,W",,,"   21",",,W",,,,,,,,,"  320",",,W","  210",",,W","   45",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-06","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  211",",,W,2400",,,"    0",",,H","  139",",,W","   61",",,W",,,"   21",",,W",,,,,,,,,"  170",",,W","  170",",,W","   63",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-07","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  229",",,W,2400",,,,,"  167",",,W","  100",",,W",,,"   34",",,W",,,,,,,,,"  280",",,W","  290",",,W","  143",",,W","  206",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-08","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"  100",",,W","  -66",",,W",,,"   67",",,W",,,,,,,,,"  270",",,W","  260",",,W","  125",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-09","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  -10",",,W","  -93",",,W",,,"   21",",,W",,,,,,,,,"  320",",,W","  310",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-10","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   56",",,W,2400",,,"    0",",,H","    0",",,W","  -88",",,W",,,"   14",",,W",,,,,,,,,"   90",",,W","  100",",,W","   40",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-11","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  112",",,W,2400",,,"    0",",,H","   33",",,W","    0",",,W",,,"   13",",,W",,,,,,,,,"   70",",,W","   70",",,W","   40",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-12","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  305",",,W,2400",,,"    0",",,H","  133",",,W","    6",",,W",,,"   60",",,W",,,,,,,,,"  270",",,W","  250",",,W","  130",",,W","  197",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-13","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"    6",",,W","  -32",",,W",,,"   51",",,W",,,,,,,,,"  260",",,W","  270",",,W","  130",",,W","  170",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-14","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  100",",,W","  -43",",,W",,,"   35",",,W",,,,,,,,,"  190",",,W","  170",",,W","   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-15","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,"    0",",,H","  117",",,W","  -27",",,W",,,"   51",",,W",,,,,,,,,"  270",",,W","  280",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-16","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","    6",",,W","  -49",",,W",,,"   30",",,W",,,,,,,,,"   50",",,W","   50",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-17","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    8",",,W,2400",,,"    0",",,H","    6",",,W","  -49",",,W",,,"   24",",,W",,,,,,,,,"   50",",,W","  120",",,W","   58",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-18","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400",,,,,"    6",",,W","  -55",",,W",,,"   38",",,W",,,,,,,,,"  320",",,W","  300",",,W","   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2019-02-19","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","   17",",,W","  -82",",,W",,,"   16",",,W",,,,,,,,,"   70",",,W","   70",",,W","   40",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
