"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00097085","2018-06-09","-41.8444","145.5419","1119.5","MOUNT READ, AS","  236",",,a","   40",",,a","   18",",,a",,,,,,
"ASN00097085","2018-06-10","-41.8444","145.5419","1119.5","MOUNT READ, AS","   12",",,a","   51",",,a","    9",",,a",,,,,,
"ASN00097085","2018-06-11","-41.8444","145.5419","1119.5","MOUNT READ, AS","    4",",,a","   49",",,a","   19",",,a",,,,,,
"ASN00097085","2018-06-12","-41.8444","145.5419","1119.5","MOUNT READ, AS","    8",",,a","   46",",,a","   30",",,a",,,,,,
"ASN00097085","2018-06-13","-41.8444","145.5419","1119.5","MOUNT READ, AS","  268",",,a","   34",",,a","   19",",,a",,,,,,
"ASN00097085","2018-06-14","-41.8444","145.5419","1119.5","MOUNT READ, AS","   88",",,a","   34",",,a","   -2",",,a",,,,,,
"ASN00097085","2018-06-15","-41.8444","145.5419","1119.5","MOUNT READ, AS","  428",",,a","   10",",,a","   -6",",,a",,,,,,
"ASN00097085","2018-06-16","-41.8444","145.5419","1119.5","MOUNT READ, AS","  260",",,a","   22",",,a","   -4",",,a",,,,,,
"ASN00097085","2018-06-17","-41.8444","145.5419","1119.5","MOUNT READ, AS","  632",",,a","   26",",,a","   -1",",,a",,,,,,
"ASN00097085","2018-06-18","-41.8444","145.5419","1119.5","MOUNT READ, AS","   12",",,a","   41",",,a","  -21",",,a",,,,,,
"ASN00097085","2018-06-19","-41.8444","145.5419","1119.5","MOUNT READ, AS","    6",",,a","   45",",,a","   -9",",,a",,,,,,
"ASN00097085","2018-06-20","-41.8444","145.5419","1119.5","MOUNT READ, AS","    2",",,a","   42",",,a","    3",",,a",,,,,,
"ASN00097085","2018-06-21","-41.8444","145.5419","1119.5","MOUNT READ, AS","   70",",,a","   33",",,a","   12",",,a",,,,,,
"ASN00097085","2018-06-22","-41.8444","145.5419","1119.5","MOUNT READ, AS","   66",",,a","   51",",,a","    1",",,a",,,,,,
"ASN00097085","2018-06-23","-41.8444","145.5419","1119.5","MOUNT READ, AS","  454",",,a",,,"    0",",,a",,,,,,
"ASN00097085","2018-06-24","-41.8444","145.5419","1119.5","MOUNT READ, AS",,,"   32",",,a","    0",",,a",,,,,,
"ASN00097085","2018-06-25","-41.8444","145.5419","1119.5","MOUNT READ, AS",,,"   58",",,a",,,,,,,,
"ASN00097085","2018-06-26","-41.8444","145.5419","1119.5","MOUNT READ, AS","   38",",,a","   72",",,a","   22",",,a",,,,,,
